Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE13_REC00000,2022,Apr,Gujarat,Vadodara,NFHS,266626,214,563,914,781,38,190,174,High
FILE13_REC00001,2021,May,Gujarat,Vadodara,NFHS,284250,81,1103,1733,686,337,197,188,High
FILE13_REC00002,2022,Apr,Tamil Nadu,Madurai,HMIS,131187,183,695,2042,625,393,93,158,Medium
FILE13_REC00003,2021,May,Tamil Nadu,Coimbatore,UNICEF India,151000,224,1293,2076,597,381,0,61,Low
FILE13_REC00004,2021,May,Gujarat,Ahmedabad,NFHS,147836,249,461,2421,802,378,271,134,High
FILE13_REC00005,2021,Feb,Tamil Nadu,Coimbatore,Smile Foundation,56398,170,397,780,885,166,182,19,Medium
FILE13_REC00006,2022,Apr,Gujarat,Ahmedabad,NHM,160529,125,1374,1676,325,263,4,30,High
FILE13_REC00007,2022,Jul,Gujarat,Surat,NHM,283139,251,941,1620,912,37,135,136,High
FILE13_REC00008,2021,Mar,Tamil Nadu,Chennai,Smile Foundation,249108,148,500,1142,274,351,21,145,Medium
FILE13_REC00009,2022,Feb,Karnataka,Bengaluru,WHO India,127192,128,1352,565,811,81,292,105,Medium
FILE13_REC00010,2022,Jan,Tamil Nadu,Coimbatore,NHM,128074,90,711,1271,189,313,37,10,High
FILE13_REC00011,2021,Jan,Maharashtra,Pune,NHM,82880,205,103,1943,905,8,63,90,High
FILE13_REC00012,2021,Jun,Gujarat,Vadodara,UNICEF India,236727,102,719,572,481,61,247,93,Low
FILE13_REC00013,2022,Apr,Uttar Pradesh,Varanasi,CARE India,263801,54,322,424,539,4,88,129,High
FILE13_REC00014,2021,Mar,Uttar Pradesh,Lucknow,NFHS,163759,116,759,1474,110,328,61,40,Medium
FILE13_REC00015,2022,Jan,Maharashtra,Pune,CARE India,137198,241,1009,1941,928,290,18,132,Low
FILE13_REC00016,2021,May,Gujarat,Ahmedabad,WHO India,139396,158,658,569,1049,163,100,154,High
FILE13_REC00017,2021,Jul,Gujarat,Surat,HMIS,275959,209,1328,1921,1063,284,245,136,High
FILE13_REC00018,2021,Feb,Uttar Pradesh,Agra,HMIS,256732,231,380,1523,839,72,24,124,Medium
FILE13_REC00019,2022,Jun,Gujarat,Vadodara,WHO India,126667,220,516,1253,238,395,226,175,Medium
FILE13_REC00020,2021,Apr,Uttar Pradesh,Agra,NHM,189660,217,1402,593,252,169,153,172,Low
FILE13_REC00021,2022,Jul,Tamil Nadu,Coimbatore,HMIS,79119,83,716,1862,533,299,161,20,High
FILE13_REC00022,2022,Apr,Karnataka,Mysuru,NFHS,119215,233,1443,2008,1027,129,285,127,Low
FILE13_REC00023,2021,Feb,Karnataka,Hubli,WHO India,134914,254,1417,1092,658,272,106,147,Medium
FILE13_REC00024,2021,Aug,Maharashtra,Mumbai,NFHS,157297,107,1053,1951,445,250,255,32,Medium
FILE13_REC00025,2021,Jun,Gujarat,Ahmedabad,CARE India,277333,82,696,1830,793,134,148,162,Medium
FILE13_REC00026,2021,Jun,Uttar Pradesh,Lucknow,NHM,211120,139,1094,1944,136,215,28,4,High
FILE13_REC00027,2021,Jun,Maharashtra,Nagpur,WHO India,192097,284,404,1794,1164,165,295,188,Low
FILE13_REC00028,2021,May,Karnataka,Hubli,CARE India,223194,158,412,2480,98,170,281,118,Low
FILE13_REC00029,2022,Mar,Gujarat,Vadodara,Smile Foundation,97261,148,1124,2469,1016,381,72,149,High
FILE13_REC00030,2022,Jun,Uttar Pradesh,Agra,Smile Foundation,105653,187,995,468,656,248,91,123,High
FILE13_REC00031,2021,Feb,Tamil Nadu,Madurai,Smile Foundation,197273,270,656,295,417,138,115,172,Low
FILE13_REC00032,2022,Mar,Karnataka,Mysuru,UNICEF India,256171,294,547,1825,1168,190,228,100,Medium
FILE13_REC00033,2022,Aug,Gujarat,Surat,NFHS,69202,80,808,1905,889,51,139,70,Low
FILE13_REC00034,2022,Aug,Uttar Pradesh,Agra,UNICEF India,81401,287,881,386,674,60,274,81,Low
FILE13_REC00035,2022,Mar,Karnataka,Bengaluru,NFHS,103810,73,1445,249,821,192,259,142,Low
FILE13_REC00036,2022,Jan,Karnataka,Mysuru,NHM,108656,56,335,1300,380,296,47,156,High
FILE13_REC00037,2021,May,Tamil Nadu,Chennai,NHM,93328,70,950,2389,1111,363,158,82,Low
FILE13_REC00038,2021,May,Maharashtra,Pune,NFHS,244329,206,1439,1742,383,276,183,75,Medium
FILE13_REC00039,2022,Jun,Uttar Pradesh,Lucknow,Smile Foundation,107041,80,1065,409,851,227,167,29,High
FILE13_REC00040,2022,Jan,Maharashtra,Pune,HMIS,117260,67,564,2250,54,304,103,152,Medium
FILE13_REC00041,2021,Jan,Uttar Pradesh,Lucknow,Smile Foundation,266712,185,999,1384,1187,39,262,116,Low
FILE13_REC00042,2022,Jul,Maharashtra,Nagpur,NFHS,248080,287,1370,1969,263,77,44,196,Low
FILE13_REC00043,2022,Jul,Maharashtra,Nagpur,HMIS,192287,242,646,1980,268,39,184,109,Low
FILE13_REC00044,2021,Aug,Tamil Nadu,Coimbatore,NFHS,107540,162,689,2243,228,246,46,148,High
FILE13_REC00045,2022,Jun,Maharashtra,Pune,WHO India,139037,207,1499,506,896,62,172,24,Low
FILE13_REC00046,2021,May,Karnataka,Bengaluru,Smile Foundation,187928,297,648,1903,1197,248,290,61,Low
FILE13_REC00047,2022,Jul,Tamil Nadu,Madurai,CARE India,141337,76,786,1960,257,70,248,144,Low
FILE13_REC00048,2021,Jan,Gujarat,Surat,NHM,77756,243,432,1789,156,279,228,91,Medium
FILE13_REC00049,2022,Apr,Maharashtra,Pune,CARE India,214907,219,1104,1130,755,98,262,131,Medium
