Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
F36_REC00000,2015,Apr,West Bengal,Kolkata,UNICEF India,400372,305,1463,872,750,194,169,37,High
F36_REC00001,2015,Mar,Bihar,Patna,UNICEF India,395075,120,532,1910,723,323,128,121,High
F36_REC00002,2016,Feb,Bihar,Patna,Smile Foundation,368452,305,1293,837,93,81,241,165,High
F36_REC00003,2017,Jun,Maharashtra,Pune,Smile Foundation,115661,258,1540,1753,187,342,243,263,Medium
F36_REC00004,2018,Mar,Tamil Nadu,Chennai,NFHS,269757,130,1027,1253,1443,324,253,45,Medium
F36_REC00005,2018,Apr,Tamil Nadu,Madurai,CARE India,436989,376,1626,2153,1352,459,61,190,High
F36_REC00006,2017,Feb,West Bengal,Siliguri,NHM,254349,107,1445,216,1241,123,82,35,Low
F36_REC00007,2015,May,Karnataka,Mysuru,UNICEF India,98696,317,468,2044,382,23,109,38,Medium
F36_REC00008,2018,Sep,Bihar,Muzaffarpur,NHM,135208,220,1729,2255,210,403,343,84,Low
F36_REC00009,2018,Mar,Gujarat,Surat,HMIS,486110,137,910,734,1141,250,312,224,Low
F36_REC00010,2016,Aug,Bihar,Gaya,WHO India,417992,147,705,1618,1139,201,118,79,Low
F36_REC00011,2015,May,West Bengal,Kolkata,NFHS,497147,31,1270,264,605,229,334,166,Medium
F36_REC00012,2015,Jun,Maharashtra,Nagpur,Doctors For You,135117,375,599,2133,392,301,39,211,High
F36_REC00013,2017,Jan,Karnataka,Mysuru,UNICEF India,76358,373,1749,945,443,16,315,222,High
F36_REC00014,2015,Apr,West Bengal,Howrah,HMIS,485337,265,1730,1611,947,155,231,193,High
F36_REC00015,2018,Feb,Tamil Nadu,Chennai,WHO India,428544,156,394,634,339,436,85,60,Medium
F36_REC00016,2018,Sep,Bihar,Patna,NHM,306377,89,359,1273,929,147,90,273,High
F36_REC00017,2018,Jul,Maharashtra,Mumbai,Doctors For You,323095,122,1471,2477,500,240,248,198,Low
F36_REC00018,2016,Sep,West Bengal,Kolkata,Smile Foundation,455243,278,853,770,1189,419,125,100,Medium
