Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P7_0,2015,Q3,Rajasthan,Jodhpur,Maternal Health,Punjab Health Mission,256563,33420,105,2112,470,193,87
P7_1,2017,Q1,Assam,Guwahati,TB Control,NHM Odisha,192982,41632,189,4745,630,113,72
P7_2,2018,Q3,Odisha,Cuttack,Nutrition Program,Punjab Health Mission,122828,16081,200,3920,371,160,81
P7_3,2015,Q4,Rajasthan,Jodhpur,Malaria Control,State Health Society Rajasthan,287452,8405,69,1068,518,43,70
P7_4,2018,Q3,Assam,Silchar,Child Immunization,CARE India,153016,40963,169,651,607,174,80
P7_5,2017,Q3,Rajasthan,Udaipur,Maternal Health,NHM Odisha,331968,22863,227,828,301,62,76
P7_6,2018,Q3,Kerala,Kozhikode,Child Immunization,Punjab Health Mission,235372,15683,103,984,138,87,66
P7_7,2018,Q2,Odisha,Cuttack,Child Immunization,CARE India,254870,31076,173,1141,573,49,68
P7_8,2018,Q2,Kerala,Thrissur,Malaria Control,Assam NRHM,182457,30368,52,4817,265,5,79
P7_9,2018,Q3,Odisha,Bhubaneswar,Malaria Control,NHM Odisha,275656,44736,249,1066,763,57,95
P7_10,2018,Q4,Kerala,Thrissur,Child Immunization,Kerala Health Department,255035,8388,116,206,670,189,91
P7_11,2016,Q2,Rajasthan,Jaipur,Malaria Control,Kerala Health Department,144771,43695,43,4877,432,119,76
P7_12,2017,Q3,Odisha,Bhubaneswar,Child Immunization,Punjab Health Mission,145390,29349,196,2221,597,17,60
P7_13,2016,Q2,Assam,Silchar,TB Control,State Health Society Rajasthan,356154,19352,106,3734,645,177,80
P7_14,2016,Q3,Punjab,Patiala,Nutrition Program,UNICEF India,197434,5711,95,1717,467,173,68
P7_15,2015,Q3,Kerala,Thrissur,Malaria Control,Kerala Health Department,111857,5780,242,3630,302,142,97
P7_16,2017,Q4,Kerala,Kozhikode,Malaria Control,Punjab Health Mission,213163,15963,135,3682,394,27,87
P7_17,2017,Q3,Assam,Silchar,Nutrition Program,State Health Society Rajasthan,89550,9348,144,522,342,69,73
P7_18,2018,Q4,Assam,Guwahati,Malaria Control,CARE India,187088,6003,110,4203,750,94,78
P7_19,2018,Q1,Punjab,Amritsar,Child Immunization,CARE India,273608,17979,197,1912,412,175,69
P7_20,2015,Q4,Punjab,Amritsar,Malaria Control,State Health Society Rajasthan,129202,24652,21,4001,286,69,93
P7_21,2017,Q4,Assam,Silchar,Malaria Control,Punjab Health Mission,234905,30145,178,788,392,157,83
P7_22,2016,Q2,Assam,Silchar,TB Control,Assam NRHM,353591,37329,145,3178,126,69,91
P7_23,2016,Q4,Odisha,Bhubaneswar,TB Control,Kerala Health Department,147664,36825,98,1069,445,43,77
P7_24,2017,Q2,Odisha,Bhubaneswar,Nutrition Program,Punjab Health Mission,361890,23039,163,3339,335,170,85
P7_25,2015,Q2,Kerala,Thrissur,Nutrition Program,State Health Society Rajasthan,357263,8534,218,1712,278,113,76
P7_26,2017,Q4,Kerala,Thrissur,Maternal Health,UNICEF India,341421,49620,191,4144,421,62,87
P7_27,2016,Q4,Rajasthan,Jaipur,Nutrition Program,NHM Odisha,215839,6557,63,2123,133,171,92
P7_28,2015,Q1,Kerala,Thrissur,Maternal Health,UNICEF India,152137,31166,124,2766,477,43,60
P7_29,2017,Q1,Punjab,Patiala,Child Immunization,UNICEF India,206882,27776,181,2384,53,1,62
