Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P29_0,2018,Q2,Assam,Guwahati,TB Control,Punjab Health Mission,304187,44139,139,3938,739,31,71
P29_1,2020,Q1,Odisha,Puri,Malaria Control,CARE India,294286,5770,52,3369,634,127,97
P29_2,2018,Q4,Rajasthan,Jaipur,Malaria Control,Assam NRHM,278998,43509,241,961,537,91,76
P29_3,2019,Q4,Odisha,Puri,TB Control,UNICEF India,132350,7387,229,4120,212,134,69
P29_4,2017,Q3,Assam,Dibrugarh,Maternal Health,Assam NRHM,354276,21183,42,2063,653,20,84
P29_5,2018,Q1,Rajasthan,Jodhpur,Maternal Health,CARE India,68584,24963,107,1244,350,143,84
P29_6,2018,Q4,Odisha,Cuttack,Nutrition Program,UNICEF India,325743,16384,176,1151,445,33,80
P29_7,2020,Q4,Kerala,Thrissur,Nutrition Program,UNICEF India,244666,44207,222,4571,510,108,79
P29_8,2018,Q4,Rajasthan,Udaipur,Malaria Control,UNICEF India,117153,38005,152,3430,639,3,80
P29_9,2020,Q4,Odisha,Cuttack,Malaria Control,Punjab Health Mission,109534,16993,21,4337,168,36,61
P29_10,2017,Q4,Rajasthan,Udaipur,TB Control,UNICEF India,75378,13804,65,363,346,67,74
P29_11,2018,Q3,Punjab,Ludhiana,Malaria Control,Kerala Health Department,126642,24447,86,1681,706,20,93
P29_12,2020,Q3,Rajasthan,Jodhpur,Malaria Control,NHM Odisha,92202,11403,93,2296,131,21,79
P29_13,2019,Q3,Kerala,Thrissur,Malaria Control,Punjab Health Mission,71666,16257,244,211,381,121,68
P29_14,2020,Q2,Rajasthan,Jaipur,TB Control,Punjab Health Mission,297476,37282,20,594,508,192,82
P29_15,2020,Q3,Rajasthan,Jodhpur,TB Control,State Health Society Rajasthan,195550,38487,35,1108,74,136,61
P29_16,2017,Q3,Odisha,Puri,TB Control,Assam NRHM,383879,19679,66,1564,748,5,76
