Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE12_REC00000,2016,Jul,Gujarat,Ahmedabad,Smile Foundation,169613,62,556,922,875,305,28,13,Medium
FILE12_REC00001,2018,Feb,Uttar Pradesh,Lucknow,HMIS,199729,165,996,1150,300,28,297,65,Low
FILE12_REC00002,2017,Jun,Tamil Nadu,Coimbatore,NHM,101848,282,607,422,762,19,56,120,Medium
FILE12_REC00003,2016,Jul,Tamil Nadu,Madurai,Smile Foundation,188174,217,1227,586,974,352,147,147,Low
FILE12_REC00004,2016,Mar,Gujarat,Ahmedabad,WHO India,291041,65,832,1821,1190,307,7,13,Medium
FILE12_REC00005,2016,Aug,Uttar Pradesh,Lucknow,Smile Foundation,263556,68,1058,1499,1171,144,213,196,High
FILE12_REC00006,2017,May,Tamil Nadu,Chennai,WHO India,198174,149,1452,1338,124,125,247,199,High
FILE12_REC00007,2016,May,Tamil Nadu,Madurai,NHM,92459,80,1032,2116,381,386,264,196,Low
FILE12_REC00008,2018,Jul,Gujarat,Ahmedabad,WHO India,80856,103,1055,1504,842,132,293,6,High
FILE12_REC00009,2016,Jun,Karnataka,Mysuru,CARE India,298761,207,234,407,1064,338,285,124,High
FILE12_REC00010,2017,Jun,Karnataka,Mysuru,HMIS,82908,288,340,206,714,110,270,149,Medium
FILE12_REC00011,2018,Apr,Maharashtra,Pune,NHM,80574,181,184,1665,844,60,296,181,High
FILE12_REC00012,2018,Aug,Karnataka,Hubli,NHM,162227,170,443,985,639,380,151,143,Low
FILE12_REC00013,2018,Jan,Karnataka,Mysuru,WHO India,279607,239,1174,2351,495,87,51,128,Medium
FILE12_REC00014,2017,Apr,Uttar Pradesh,Agra,Smile Foundation,256403,108,781,682,381,173,22,11,Medium
FILE12_REC00015,2016,Jun,Maharashtra,Mumbai,NHM,186865,229,660,1818,469,272,51,105,High
FILE12_REC00016,2018,Feb,Karnataka,Bengaluru,NHM,288881,291,953,540,554,319,84,2,High
FILE12_REC00017,2017,May,Uttar Pradesh,Varanasi,UNICEF India,94548,91,883,1849,748,113,122,46,High
FILE12_REC00018,2018,Apr,Maharashtra,Mumbai,HMIS,238072,252,722,402,264,209,101,93,Medium
FILE12_REC00019,2018,Jun,Tamil Nadu,Madurai,NHM,177433,169,335,373,1175,349,116,1,High
FILE12_REC00020,2017,Feb,Tamil Nadu,Madurai,UNICEF India,222259,153,1095,556,714,97,247,138,High
FILE12_REC00021,2017,Jun,Maharashtra,Pune,HMIS,258050,140,866,229,1191,247,300,58,Low
FILE12_REC00022,2017,Feb,Gujarat,Ahmedabad,UNICEF India,153818,54,500,672,1026,170,104,20,Medium
FILE12_REC00023,2018,Mar,Karnataka,Hubli,NFHS,114884,78,1454,2046,262,58,288,140,High
FILE12_REC00024,2018,Aug,Gujarat,Vadodara,CARE India,285366,124,231,875,608,376,113,55,Low
FILE12_REC00025,2016,Jan,Tamil Nadu,Madurai,HMIS,210964,119,212,1501,1041,304,193,92,Low
FILE12_REC00026,2018,Mar,Uttar Pradesh,Agra,NFHS,211669,284,1078,967,502,116,148,129,High
FILE12_REC00027,2017,Jun,Karnataka,Hubli,UNICEF India,53815,275,902,1287,1132,55,100,113,Medium
FILE12_REC00028,2018,Mar,Tamil Nadu,Chennai,CARE India,235978,269,106,1412,1073,314,222,165,Medium
FILE12_REC00029,2016,Feb,Maharashtra,Pune,NFHS,120373,285,511,342,368,172,190,56,High
FILE12_REC00030,2017,Feb,Karnataka,Bengaluru,CARE India,297085,240,231,2154,81,5,183,111,Medium
FILE12_REC00031,2017,Mar,Maharashtra,Pune,NHM,174803,68,574,1737,135,384,203,139,High
FILE12_REC00032,2018,Mar,Karnataka,Bengaluru,NFHS,229928,131,724,590,236,149,188,112,High
FILE12_REC00033,2018,Jan,Tamil Nadu,Chennai,Smile Foundation,141200,74,1034,1120,137,99,62,143,Low
FILE12_REC00034,2017,Apr,Tamil Nadu,Chennai,WHO India,93493,156,443,2028,537,197,146,140,Low
FILE12_REC00035,2017,Apr,Karnataka,Mysuru,WHO India,221511,79,376,738,338,383,89,80,Medium
FILE12_REC00036,2018,Jul,Gujarat,Ahmedabad,WHO India,293386,165,691,1977,807,360,165,193,Low
FILE12_REC00037,2016,Jun,Gujarat,Surat,NHM,283812,122,888,2161,1132,280,19,138,Low
FILE12_REC00038,2018,Mar,Maharashtra,Pune,NHM,121800,122,1214,935,907,7,86,200,Low
FILE12_REC00039,2018,May,Tamil Nadu,Coimbatore,WHO India,62446,205,695,411,321,160,191,125,Medium
FILE12_REC00040,2017,Apr,Tamil Nadu,Chennai,NHM,92440,158,1038,1057,958,380,66,114,Low
FILE12_REC00041,2018,Mar,Tamil Nadu,Chennai,HMIS,54014,234,234,1861,510,367,219,120,High
FILE12_REC00042,2017,Feb,Karnataka,Mysuru,WHO India,193104,184,1442,2453,276,366,38,40,Medium
FILE12_REC00043,2017,Jul,Uttar Pradesh,Lucknow,NFHS,271221,174,681,2256,404,99,90,131,Low
FILE12_REC00044,2018,May,Gujarat,Surat,Smile Foundation,92782,299,519,276,612,250,159,29,Low
FILE12_REC00045,2017,Jan,Gujarat,Vadodara,NHM,291367,296,1092,1806,616,95,32,10,High
FILE12_REC00046,2017,May,Gujarat,Surat,HMIS,139951,197,1203,245,559,364,59,135,Low
FILE12_REC00047,2016,Jan,Tamil Nadu,Chennai,WHO India,106534,228,829,683,721,309,187,132,Low
FILE12_REC00048,2017,Apr,Uttar Pradesh,Lucknow,WHO India,185372,229,464,1978,211,261,18,152,Low
FILE12_REC00049,2016,Feb,Maharashtra,Pune,HMIS,145571,291,710,512,229,70,219,15,Medium
FILE12_REC00050,2018,Feb,Gujarat,Vadodara,NHM,150288,106,471,1971,93,18,171,2,High
FILE12_REC00051,2016,Mar,Maharashtra,Mumbai,Smile Foundation,66693,154,140,2239,570,91,100,90,High
FILE12_REC00052,2016,Jul,Uttar Pradesh,Agra,UNICEF India,59834,192,1258,591,498,391,140,181,Low
FILE12_REC00053,2018,May,Maharashtra,Mumbai,HMIS,269168,270,791,640,504,184,234,159,Medium
FILE12_REC00054,2018,Apr,Karnataka,Mysuru,CARE India,140031,165,1499,1345,174,308,112,170,Medium
FILE12_REC00055,2016,May,Karnataka,Bengaluru,WHO India,191635,264,695,2380,87,397,8,77,High
FILE12_REC00056,2017,Jan,Maharashtra,Mumbai,NFHS,61186,96,1254,1479,351,227,101,147,Low
FILE12_REC00057,2017,Aug,Karnataka,Mysuru,NHM,179039,226,1366,643,598,86,225,65,Low
FILE12_REC00058,2016,Jun,Uttar Pradesh,Lucknow,NHM,231167,180,229,2500,119,208,196,138,Medium
FILE12_REC00059,2018,Jan,Uttar Pradesh,Agra,NHM,92474,266,309,909,928,248,232,139,Low
FILE12_REC00060,2016,Jun,Maharashtra,Mumbai,NFHS,120902,57,1202,2400,66,369,159,102,Low
FILE12_REC00061,2018,Jul,Uttar Pradesh,Agra,CARE India,172147,278,1245,1850,1017,314,244,157,High
FILE12_REC00062,2018,Jun,Uttar Pradesh,Agra,HMIS,86157,202,449,2283,1187,392,278,111,Low
FILE12_REC00063,2017,Aug,Uttar Pradesh,Lucknow,WHO India,159994,148,380,1149,895,174,125,76,Medium
FILE12_REC00064,2018,Mar,Karnataka,Hubli,Smile Foundation,248794,242,1081,948,368,277,90,100,High
FILE12_REC00065,2017,Jul,Tamil Nadu,Chennai,Smile Foundation,68979,194,610,1483,976,144,288,131,High
FILE12_REC00066,2016,Aug,Uttar Pradesh,Varanasi,WHO India,188920,236,1425,1492,782,373,213,11,High
FILE12_REC00067,2016,Mar,Karnataka,Bengaluru,HMIS,235016,135,1105,320,1130,168,200,95,High
FILE12_REC00068,2017,Apr,Uttar Pradesh,Lucknow,NFHS,162090,207,429,545,692,89,196,83,Low
FILE12_REC00069,2018,Jan,Tamil Nadu,Coimbatore,NHM,229192,53,637,911,516,141,117,174,Low
FILE12_REC00070,2018,Apr,Karnataka,Hubli,WHO India,270204,208,596,2208,962,243,103,70,Medium
FILE12_REC00071,2016,Jan,Maharashtra,Nagpur,NFHS,153839,83,561,1836,1032,329,260,148,Medium
FILE12_REC00072,2016,May,Tamil Nadu,Coimbatore,WHO India,183109,80,866,398,86,329,278,72,Low
FILE12_REC00073,2016,Jan,Gujarat,Vadodara,WHO India,265813,123,199,870,725,59,7,48,Low
FILE12_REC00074,2016,Feb,Tamil Nadu,Madurai,NHM,98973,160,213,997,1169,234,209,41,High
FILE12_REC00075,2016,Aug,Uttar Pradesh,Varanasi,NHM,72046,212,180,786,1187,95,6,74,High
