Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
F14_REC00000,2015,Mar,Bihar,Muzaffarpur,NFHS,71658,331,1932,946,572,254,321,159,Medium
F14_REC00001,2016,Sep,Uttar Pradesh,Lucknow,WHO India,80558,257,1689,1479,1079,303,300,101,High
F14_REC00002,2015,Mar,Bihar,Patna,NFHS,301458,396,851,2037,1500,194,334,166,Low
F14_REC00003,2014,Jul,Karnataka,Mysuru,NFHS,173703,66,888,274,1455,442,17,295,Medium
F14_REC00004,2014,Sep,Karnataka,Mysuru,Smile Foundation,60828,148,153,1978,1183,433,11,200,Medium
F14_REC00005,2016,Sep,Karnataka,Bengaluru,Smile Foundation,476058,116,506,944,1368,498,324,157,Low
F14_REC00006,2016,Jun,Bihar,Muzaffarpur,WHO India,57066,215,1488,507,1014,164,387,269,Medium
F14_REC00007,2014,Sep,West Bengal,Kolkata,HMIS,352656,146,1446,2042,308,171,185,77,Low
F14_REC00008,2014,Mar,Uttar Pradesh,Lucknow,WHO India,239951,366,250,2652,384,434,186,60,Low
F14_REC00009,2016,Sep,Gujarat,Vadodara,NHM,389262,325,1222,1261,1223,195,317,60,Medium
F14_REC00010,2016,Feb,West Bengal,Howrah,NHM,324505,301,845,405,521,369,176,210,High
F14_REC00011,2014,Feb,West Bengal,Siliguri,WHO India,152057,139,954,1316,1327,488,280,238,Low
F14_REC00012,2014,Feb,West Bengal,Kolkata,WHO India,233719,294,1165,1124,792,46,195,241,High
F14_REC00013,2015,Apr,Uttar Pradesh,Agra,HMIS,191279,174,124,2671,1264,478,173,136,Medium
F14_REC00014,2014,Mar,Uttar Pradesh,Agra,WHO India,329880,178,1961,2011,56,29,73,24,Low
F14_REC00015,2016,Feb,Uttar Pradesh,Agra,NFHS,226769,395,1831,2679,605,394,398,263,Medium
F14_REC00016,2014,Feb,Gujarat,Surat,NFHS,223026,123,1432,2554,634,17,138,237,Low
F14_REC00017,2015,Feb,Tamil Nadu,Chennai,Doctors For You,142724,77,254,1651,1171,141,77,292,High
F14_REC00018,2015,Aug,West Bengal,Howrah,NHM,257587,382,135,2744,672,384,375,57,Low
