Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P23_0,2020,Q3,Rajasthan,Jodhpur,Child Immunization,State Health Society Rajasthan,162020,34026,93,4499,406,70,91
P23_1,2021,Q1,Odisha,Bhubaneswar,Malaria Control,Kerala Health Department,195040,14066,124,2299,696,176,74
P23_2,2022,Q4,Punjab,Ludhiana,Nutrition Program,NHM Odisha,397351,23408,58,1203,351,197,70
P23_3,2020,Q3,Odisha,Puri,Nutrition Program,Assam NRHM,225484,48335,128,3519,545,151,92
P23_4,2023,Q4,Punjab,Amritsar,Malaria Control,Kerala Health Department,59067,32245,53,637,367,59,64
P23_5,2020,Q4,Kerala,Kochi,Nutrition Program,Assam NRHM,238616,48117,61,3161,305,174,82
P23_6,2023,Q4,Assam,Guwahati,Child Immunization,CARE India,53506,29413,224,3154,253,21,87
P23_7,2022,Q1,Kerala,Thrissur,Maternal Health,Assam NRHM,334099,46632,59,4231,389,6,96
P23_8,2022,Q4,Assam,Dibrugarh,Maternal Health,State Health Society Rajasthan,213840,22437,155,2526,249,184,85
P23_9,2021,Q3,Punjab,Ludhiana,TB Control,Kerala Health Department,178518,47936,242,2700,553,150,78
P23_10,2020,Q3,Odisha,Bhubaneswar,Malaria Control,UNICEF India,335171,28503,175,896,450,98,84
P23_11,2023,Q4,Odisha,Cuttack,Maternal Health,Punjab Health Mission,40563,41209,29,2664,563,197,77
P23_12,2020,Q1,Assam,Dibrugarh,Nutrition Program,UNICEF India,288874,28385,149,3831,723,97,85
P23_13,2023,Q1,Kerala,Thrissur,Maternal Health,Punjab Health Mission,293743,31426,153,4198,305,1,60
P23_14,2021,Q1,Odisha,Bhubaneswar,Malaria Control,Assam NRHM,108918,15073,37,1359,760,50,73
P23_15,2020,Q4,Assam,Dibrugarh,Malaria Control,Punjab Health Mission,49664,17954,206,2701,299,98,73
P23_16,2022,Q3,Rajasthan,Udaipur,TB Control,CARE India,85465,12047,158,1259,376,189,62
P23_17,2020,Q4,Assam,Guwahati,Maternal Health,Assam NRHM,386923,35819,120,2219,324,128,78
P23_18,2021,Q4,Kerala,Kochi,Maternal Health,NHM Odisha,338763,11745,164,2915,782,62,89
P23_19,2021,Q4,Assam,Guwahati,Nutrition Program,Kerala Health Department,166693,24192,152,4476,640,82,89
P23_20,2020,Q2,Assam,Silchar,TB Control,Assam NRHM,186246,14076,181,966,241,102,87
P23_21,2022,Q1,Kerala,Kozhikode,Child Immunization,NHM Odisha,113662,21704,116,169,484,25,87
P23_22,2020,Q4,Rajasthan,Jaipur,Nutrition Program,Kerala Health Department,210204,9060,177,4225,166,133,66
P23_23,2020,Q4,Kerala,Thrissur,Malaria Control,CARE India,86447,44837,192,339,545,20,91
P23_24,2021,Q1,Odisha,Cuttack,Malaria Control,Kerala Health Department,50473,5181,196,982,665,127,87
P23_25,2021,Q1,Kerala,Thrissur,Nutrition Program,CARE India,367390,18973,57,4093,224,6,78
P23_26,2023,Q2,Kerala,Thrissur,Maternal Health,NHM Odisha,220758,9812,84,1877,443,45,76
P23_27,2020,Q4,Assam,Dibrugarh,Maternal Health,Punjab Health Mission,94568,41067,164,1212,319,49,82
P23_28,2020,Q2,Assam,Silchar,Nutrition Program,CARE India,298310,21161,117,564,459,124,82
P23_29,2023,Q1,Rajasthan,Udaipur,Malaria Control,Kerala Health Department,138581,40249,167,3358,143,189,67
P23_30,2023,Q4,Assam,Guwahati,Nutrition Program,Punjab Health Mission,319962,48232,248,2411,486,139,87
P23_31,2023,Q1,Assam,Silchar,Malaria Control,NHM Odisha,257689,21125,123,3004,774,175,66
P23_32,2020,Q1,Assam,Dibrugarh,Nutrition Program,NHM Odisha,386417,36068,56,3368,494,132,94
P23_33,2023,Q2,Odisha,Puri,Child Immunization,Assam NRHM,94033,8445,85,4388,142,96,92
P23_34,2022,Q4,Kerala,Kozhikode,Malaria Control,NHM Odisha,160897,35344,232,1782,136,99,69
P23_35,2021,Q3,Odisha,Bhubaneswar,Malaria Control,NHM Odisha,351051,5319,65,2732,417,161,85
P23_36,2023,Q2,Odisha,Bhubaneswar,TB Control,Kerala Health Department,168978,12558,217,4364,716,105,63
