Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P26_0,2022,Q1,Rajasthan,Jaipur,Malaria Control,Punjab Health Mission,88669,11129,73,3486,712,121,67
P26_1,2023,Q3,Assam,Dibrugarh,Malaria Control,Assam NRHM,187736,9937,231,1359,148,186,90
P26_2,2023,Q3,Assam,Dibrugarh,Nutrition Program,UNICEF India,326146,14358,162,4407,398,17,81
P26_3,2023,Q4,Punjab,Patiala,Nutrition Program,State Health Society Rajasthan,204614,21371,210,3187,66,182,74
P26_4,2023,Q3,Punjab,Patiala,Nutrition Program,Assam NRHM,43776,34463,117,505,523,33,76
P26_5,2023,Q2,Assam,Dibrugarh,Child Immunization,Kerala Health Department,394360,18737,115,2464,98,13,93
P26_6,2022,Q3,Punjab,Amritsar,Malaria Control,Assam NRHM,96473,7319,106,1388,689,75,65
P26_7,2022,Q4,Rajasthan,Jodhpur,Maternal Health,UNICEF India,385523,31734,137,4484,452,125,80
P26_8,2022,Q1,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,42312,13511,126,1453,732,3,89
P26_9,2021,Q3,Punjab,Amritsar,Nutrition Program,Assam NRHM,271471,15665,114,2129,641,149,92
P26_10,2022,Q1,Odisha,Puri,Child Immunization,Punjab Health Mission,300931,34596,224,1737,395,163,72
P26_11,2021,Q3,Kerala,Kozhikode,Nutrition Program,CARE India,141176,26329,158,2533,358,147,96
P26_12,2022,Q2,Assam,Silchar,Malaria Control,CARE India,198388,13970,187,3133,506,138,97
P26_13,2022,Q3,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,344387,18692,69,2898,470,16,84
P26_14,2021,Q2,Punjab,Amritsar,Nutrition Program,NHM Odisha,306920,45254,225,1730,691,86,68
P26_15,2022,Q3,Odisha,Puri,Child Immunization,CARE India,141093,20399,43,3319,428,59,64
P26_16,2021,Q3,Kerala,Kochi,TB Control,CARE India,220623,14116,135,1716,609,87,63
P26_17,2023,Q3,Punjab,Patiala,TB Control,State Health Society Rajasthan,314937,11076,93,2278,464,139,69
P26_18,2022,Q1,Kerala,Kozhikode,TB Control,Kerala Health Department,84731,13354,198,2330,434,186,98
P26_19,2022,Q2,Punjab,Ludhiana,Malaria Control,Kerala Health Department,304793,41468,134,3182,287,169,85
P26_20,2022,Q2,Rajasthan,Jodhpur,Nutrition Program,Assam NRHM,207726,15388,216,3174,388,69,98
P26_21,2023,Q3,Punjab,Patiala,Malaria Control,Punjab Health Mission,376057,27887,227,1887,671,195,67
P26_22,2023,Q4,Odisha,Cuttack,Maternal Health,NHM Odisha,44550,26366,99,1897,189,196,87
P26_23,2023,Q2,Punjab,Ludhiana,TB Control,Punjab Health Mission,389380,39122,88,4123,90,20,90
P26_24,2021,Q4,Rajasthan,Jaipur,Nutrition Program,NHM Odisha,63820,31858,241,224,500,137,81
P26_25,2022,Q1,Odisha,Puri,Malaria Control,NHM Odisha,266898,22629,192,2454,707,181,85
P26_26,2023,Q1,Assam,Silchar,Child Immunization,Kerala Health Department,190866,20005,153,148,447,146,84
P26_27,2022,Q1,Kerala,Thrissur,TB Control,Kerala Health Department,179510,34149,224,154,296,139,81
P26_28,2021,Q4,Kerala,Kochi,Maternal Health,UNICEF India,274666,26927,48,3731,593,15,65
P26_29,2022,Q4,Assam,Silchar,Malaria Control,Punjab Health Mission,390444,5079,78,2760,460,193,68
P26_30,2022,Q2,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,123632,35498,115,782,540,168,60
P26_31,2023,Q3,Odisha,Cuttack,Maternal Health,Assam NRHM,380386,34671,173,2371,757,88,81
P26_32,2023,Q1,Rajasthan,Jaipur,TB Control,CARE India,247962,29562,109,1657,521,1,89
P26_33,2022,Q2,Odisha,Bhubaneswar,TB Control,Kerala Health Department,304834,43401,24,1176,275,179,93
P26_34,2023,Q1,Kerala,Kozhikode,Malaria Control,NHM Odisha,54038,27382,225,1445,487,83,97
P26_35,2023,Q2,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,107357,35372,113,2116,689,75,91
P26_36,2021,Q3,Punjab,Patiala,TB Control,UNICEF India,76536,6908,43,3105,759,116,96
P26_37,2023,Q2,Kerala,Kochi,TB Control,Punjab Health Mission,314617,6958,211,3345,249,38,82
P26_38,2022,Q4,Kerala,Kochi,TB Control,NHM Odisha,155505,43898,169,4547,652,43,77
P26_39,2021,Q1,Assam,Silchar,Nutrition Program,Assam NRHM,368780,39940,200,3752,586,114,63
P26_40,2023,Q3,Kerala,Kochi,TB Control,Punjab Health Mission,170782,27894,52,3090,635,162,63
P26_41,2022,Q1,Assam,Silchar,Child Immunization,Assam NRHM,393364,23020,61,1969,555,128,65
P26_42,2021,Q4,Odisha,Puri,Nutrition Program,Kerala Health Department,238749,46011,25,379,482,94,80
P26_43,2023,Q4,Rajasthan,Jaipur,TB Control,Punjab Health Mission,102626,40672,37,1602,203,8,78
P26_44,2022,Q3,Rajasthan,Udaipur,Nutrition Program,CARE India,285387,43465,144,1367,354,195,73
P26_45,2023,Q2,Punjab,Amritsar,Maternal Health,State Health Society Rajasthan,241177,16382,29,1968,405,33,96
P26_46,2022,Q2,Punjab,Patiala,Maternal Health,CARE India,81353,16694,218,3953,289,200,69
P26_47,2021,Q2,Assam,Dibrugarh,Nutrition Program,NHM Odisha,207152,33190,244,694,150,103,84
P26_48,2023,Q1,Punjab,Amritsar,Malaria Control,UNICEF India,148793,40694,62,4393,117,19,98
P26_49,2021,Q2,Odisha,Bhubaneswar,Nutrition Program,CARE India,154404,22623,51,169,97,125,67
P26_50,2022,Q3,Rajasthan,Jaipur,Malaria Control,CARE India,242602,32109,234,4680,699,25,77
P26_51,2022,Q3,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,114469,48789,209,202,612,154,89
P26_52,2023,Q3,Odisha,Cuttack,Child Immunization,Kerala Health Department,127557,39405,197,1028,672,192,67
P26_53,2022,Q4,Punjab,Patiala,Malaria Control,Punjab Health Mission,266045,19240,187,412,555,142,60
P26_54,2023,Q3,Odisha,Puri,Malaria Control,State Health Society Rajasthan,271388,39023,76,3284,112,69,60
P26_55,2021,Q3,Assam,Silchar,TB Control,Punjab Health Mission,254805,27304,217,197,335,13,64
P26_56,2021,Q2,Kerala,Kozhikode,Malaria Control,UNICEF India,277512,27104,28,2466,136,133,62
P26_57,2021,Q2,Assam,Dibrugarh,Malaria Control,Assam NRHM,147323,48910,61,2719,520,158,94
P26_58,2022,Q3,Kerala,Kochi,Nutrition Program,Punjab Health Mission,138423,10436,198,4674,765,25,62
P26_59,2021,Q2,Kerala,Kozhikode,Maternal Health,Assam NRHM,302180,12129,134,3737,213,96,85
P26_60,2021,Q1,Punjab,Patiala,Nutrition Program,CARE India,253116,5588,190,3002,224,60,98
