Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE11_REC00000,2017,Aug,Tamil Nadu,Madurai,NFHS,138449,105,1179,1251,975,325,92,118,Low
FILE11_REC00001,2017,Jan,Karnataka,Hubli,CARE India,182385,239,453,1623,437,336,219,112,Medium
FILE11_REC00002,2017,Mar,Tamil Nadu,Chennai,WHO India,192275,268,598,977,97,229,153,22,High
FILE11_REC00003,2016,Feb,Tamil Nadu,Coimbatore,NFHS,226593,94,312,276,1145,325,297,98,Medium
FILE11_REC00004,2017,Feb,Tamil Nadu,Chennai,HMIS,211111,129,128,1862,832,166,286,154,Low
FILE11_REC00005,2017,Mar,Uttar Pradesh,Lucknow,UNICEF India,187554,135,693,2006,789,80,297,63,Medium
FILE11_REC00006,2017,Feb,Tamil Nadu,Madurai,WHO India,66353,178,954,535,745,182,229,177,Medium
FILE11_REC00007,2017,Jun,Gujarat,Vadodara,Smile Foundation,94287,274,871,1580,607,51,187,60,Medium
FILE11_REC00008,2016,Jan,Tamil Nadu,Chennai,WHO India,269371,294,1382,1669,587,187,187,137,Medium
FILE11_REC00009,2016,Feb,Uttar Pradesh,Varanasi,WHO India,205279,245,1424,1330,145,191,201,81,Low
FILE11_REC00010,2017,Mar,Uttar Pradesh,Agra,CARE India,259148,267,1067,715,1192,76,166,37,Low
FILE11_REC00011,2016,Jan,Gujarat,Surat,Smile Foundation,145230,114,515,1707,210,61,22,90,High
FILE11_REC00012,2017,Aug,Uttar Pradesh,Varanasi,NHM,261387,192,135,1526,463,219,216,162,High
FILE11_REC00013,2017,Mar,Tamil Nadu,Madurai,NFHS,269894,141,932,1455,235,295,21,192,Low
FILE11_REC00014,2017,Aug,Gujarat,Ahmedabad,Smile Foundation,80230,263,1092,448,801,279,69,25,Medium
FILE11_REC00015,2016,Jan,Karnataka,Hubli,CARE India,87220,197,523,2316,524,238,271,173,High
FILE11_REC00016,2016,Mar,Tamil Nadu,Madurai,CARE India,276066,78,894,1785,97,264,176,83,Low
FILE11_REC00017,2017,Jan,Uttar Pradesh,Lucknow,NFHS,243306,242,348,648,919,295,1,137,Low
FILE11_REC00018,2016,May,Maharashtra,Nagpur,NHM,83446,143,186,1792,213,91,274,186,Medium
FILE11_REC00019,2017,Jul,Karnataka,Mysuru,NHM,76558,85,248,2290,801,209,138,182,Low
FILE11_REC00020,2017,May,Tamil Nadu,Coimbatore,HMIS,94223,208,1142,804,474,11,12,59,Low
FILE11_REC00021,2016,Jul,Maharashtra,Mumbai,WHO India,73740,118,791,2133,1088,79,85,125,High
FILE11_REC00022,2017,Jun,Karnataka,Bengaluru,UNICEF India,139223,299,635,338,50,282,186,194,High
FILE11_REC00023,2016,Aug,Karnataka,Hubli,HMIS,90310,67,218,468,329,169,124,196,Low
FILE11_REC00024,2016,Jan,Tamil Nadu,Chennai,Smile Foundation,229901,66,1284,2146,553,310,12,128,Medium
FILE11_REC00025,2016,Aug,Karnataka,Bengaluru,NHM,222549,82,1060,1511,296,130,177,173,High
FILE11_REC00026,2017,Mar,Maharashtra,Pune,CARE India,80515,99,518,1946,165,245,226,61,Low
FILE11_REC00027,2017,Jul,Uttar Pradesh,Lucknow,HMIS,204497,179,614,969,95,375,196,26,Medium
FILE11_REC00028,2017,May,Gujarat,Surat,HMIS,202261,139,312,1890,890,347,191,165,High
FILE11_REC00029,2017,Jun,Karnataka,Hubli,WHO India,52334,257,1136,747,218,374,104,116,High
FILE11_REC00030,2016,May,Karnataka,Hubli,UNICEF India,51972,214,360,283,835,150,108,90,High
FILE11_REC00031,2017,Mar,Karnataka,Mysuru,HMIS,101823,63,1472,2312,735,195,79,139,High
FILE11_REC00032,2016,Jul,Gujarat,Ahmedabad,Smile Foundation,129682,173,772,462,1013,349,284,95,Low
FILE11_REC00033,2017,Apr,Gujarat,Ahmedabad,WHO India,290059,126,704,221,339,134,249,112,Low
FILE11_REC00034,2016,Jan,Karnataka,Mysuru,WHO India,122308,187,283,1954,357,122,44,157,Low
FILE11_REC00035,2016,Aug,Uttar Pradesh,Varanasi,CARE India,194451,175,496,2218,273,229,161,34,Low
FILE11_REC00036,2017,Aug,Uttar Pradesh,Varanasi,UNICEF India,57366,98,894,1784,1047,53,78,109,High
FILE11_REC00037,2016,May,Maharashtra,Pune,WHO India,259189,228,253,720,1125,28,238,25,Low
FILE11_REC00038,2016,Aug,Karnataka,Bengaluru,CARE India,128868,267,807,1488,1126,295,39,92,High
FILE11_REC00039,2016,Jan,Gujarat,Vadodara,WHO India,157737,140,505,236,370,1,251,159,High
FILE11_REC00040,2016,May,Karnataka,Bengaluru,WHO India,287420,227,157,546,1124,378,267,177,Medium
FILE11_REC00041,2017,Jan,Gujarat,Vadodara,CARE India,166513,64,448,1942,953,69,245,90,High
FILE11_REC00042,2017,Jul,Karnataka,Bengaluru,UNICEF India,51965,295,787,1387,488,107,223,95,Low
FILE11_REC00043,2017,Aug,Tamil Nadu,Chennai,WHO India,238946,185,1441,2400,864,314,235,42,High
FILE11_REC00044,2017,Jul,Uttar Pradesh,Agra,UNICEF India,222943,86,665,2049,108,125,280,102,Low
FILE11_REC00045,2017,Aug,Gujarat,Vadodara,NFHS,158392,231,721,1308,502,53,211,85,High
FILE11_REC00046,2016,Mar,Tamil Nadu,Madurai,NHM,153851,232,1408,259,1150,213,293,124,Medium
FILE11_REC00047,2016,May,Tamil Nadu,Coimbatore,NFHS,150818,178,296,1185,981,44,84,81,Medium
FILE11_REC00048,2017,Jan,Uttar Pradesh,Lucknow,NHM,189531,292,383,974,713,314,168,106,Medium
FILE11_REC00049,2017,Apr,Gujarat,Surat,NHM,207328,70,677,1438,466,194,207,14,High
FILE11_REC00050,2017,Jun,Gujarat,Vadodara,HMIS,114051,265,223,906,858,292,75,110,Low
FILE11_REC00051,2016,Apr,Tamil Nadu,Coimbatore,NFHS,283974,154,1360,501,853,65,52,14,Low
FILE11_REC00052,2016,Aug,Karnataka,Hubli,NHM,166024,237,912,483,733,216,157,193,Medium
FILE11_REC00053,2016,Jun,Maharashtra,Mumbai,Smile Foundation,287011,118,388,1739,793,87,75,185,High
FILE11_REC00054,2017,Aug,Uttar Pradesh,Lucknow,Smile Foundation,199685,286,693,827,1134,227,150,141,Low
FILE11_REC00055,2017,May,Karnataka,Bengaluru,UNICEF India,190500,97,1144,1279,578,184,153,97,High
FILE11_REC00056,2016,May,Karnataka,Hubli,CARE India,149305,181,1337,1457,664,114,276,58,Low
FILE11_REC00057,2017,Feb,Uttar Pradesh,Varanasi,NFHS,111782,119,769,1978,1177,331,264,87,Medium
