Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P9_0,2017,Q1,Rajasthan,Udaipur,TB Control,UNICEF India,384242,33460,64,172,765,82,69
P9_1,2018,Q3,Punjab,Amritsar,TB Control,Kerala Health Department,144663,31170,93,3184,50,3,68
P9_2,2016,Q2,Rajasthan,Jodhpur,TB Control,CARE India,215813,16766,216,3192,687,104,66
P9_3,2018,Q1,Odisha,Bhubaneswar,Malaria Control,Punjab Health Mission,180456,45317,210,3944,195,137,61
P9_4,2018,Q4,Punjab,Ludhiana,Maternal Health,UNICEF India,313230,22261,163,3580,641,176,82
P9_5,2015,Q3,Rajasthan,Jodhpur,Malaria Control,Kerala Health Department,293264,38702,85,116,778,149,87
P9_6,2018,Q1,Assam,Dibrugarh,TB Control,State Health Society Rajasthan,387783,48114,43,4494,600,170,92
P9_7,2018,Q3,Punjab,Ludhiana,TB Control,Punjab Health Mission,303101,43832,240,2023,755,63,64
P9_8,2015,Q4,Rajasthan,Udaipur,Nutrition Program,CARE India,295089,32532,213,4722,665,107,92
P9_9,2018,Q3,Rajasthan,Udaipur,Maternal Health,Assam NRHM,161534,29611,88,4107,552,26,92
P9_10,2018,Q4,Assam,Dibrugarh,Maternal Health,Kerala Health Department,303644,17626,131,748,785,10,80
P9_11,2017,Q2,Odisha,Cuttack,TB Control,Kerala Health Department,277106,41742,135,3495,622,38,64
P9_12,2016,Q4,Rajasthan,Jaipur,TB Control,Punjab Health Mission,392559,43235,67,2590,192,155,97
P9_13,2018,Q2,Punjab,Patiala,Malaria Control,Punjab Health Mission,209022,44241,248,3383,626,119,93
P9_14,2016,Q4,Assam,Dibrugarh,Child Immunization,Assam NRHM,100654,30863,86,2850,604,76,71
P9_15,2018,Q1,Assam,Dibrugarh,Malaria Control,State Health Society Rajasthan,257383,5439,148,4263,212,0,80
P9_16,2017,Q2,Rajasthan,Jodhpur,Child Immunization,UNICEF India,375130,45590,225,893,552,146,79
