Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
F28_REC00000,2018,Apr,Karnataka,Mysuru,NHM,396509,247,1756,1596,1479,384,136,6,Low
F28_REC00001,2017,Aug,Gujarat,Vadodara,NHM,326110,131,1621,773,392,16,87,153,Low
F28_REC00002,2017,Jul,Tamil Nadu,Chennai,WHO India,180087,133,1196,1065,231,61,173,247,Medium
F28_REC00003,2017,Sep,Uttar Pradesh,Varanasi,NFHS,422708,363,1117,1261,931,262,398,263,High
F28_REC00004,2018,Apr,Karnataka,Mysuru,NFHS,491235,377,233,2654,59,438,236,277,Low
F28_REC00005,2017,Apr,Uttar Pradesh,Lucknow,NFHS,359118,171,607,1994,934,217,73,271,Low
F28_REC00006,2017,Jan,Gujarat,Vadodara,WHO India,225972,206,1299,1178,321,327,177,53,High
F28_REC00007,2017,Sep,Karnataka,Bengaluru,CARE India,360308,328,979,1882,470,194,185,138,High
F28_REC00008,2017,Sep,Uttar Pradesh,Varanasi,NFHS,116547,101,1853,675,1246,116,43,120,Medium
F28_REC00009,2018,Jan,Bihar,Muzaffarpur,UNICEF India,134323,39,1689,1967,1218,262,213,174,High
F28_REC00010,2018,Apr,Tamil Nadu,Coimbatore,Smile Foundation,415476,139,1621,1218,1172,90,280,108,High
F28_REC00011,2018,Aug,Uttar Pradesh,Lucknow,NHM,358960,141,320,774,825,355,354,288,Medium
F28_REC00012,2017,May,Karnataka,Hubli,HMIS,106066,205,1163,1339,898,121,392,259,High
F28_REC00013,2017,Jan,Bihar,Gaya,UNICEF India,101381,45,531,1348,592,366,322,243,Medium
F28_REC00014,2017,Jan,Bihar,Muzaffarpur,NHM,229038,265,1398,2528,1216,47,194,196,High
F28_REC00015,2018,Jan,Uttar Pradesh,Varanasi,Smile Foundation,54155,228,1989,1632,570,335,28,198,Low
F28_REC00016,2017,Jul,Maharashtra,Pune,NHM,409024,78,1980,2917,1115,485,9,153,Medium
F28_REC00017,2018,Jun,Maharashtra,Nagpur,Smile Foundation,136642,186,1141,2204,229,409,225,60,Medium
F28_REC00018,2017,Sep,Maharashtra,Pune,NFHS,67631,269,156,983,529,390,176,39,High
F28_REC00019,2018,Jul,Gujarat,Ahmedabad,Doctors For You,474635,55,238,1255,676,233,0,218,Medium
F28_REC00020,2018,Sep,Uttar Pradesh,Lucknow,UNICEF India,285842,217,1968,369,361,23,11,128,Medium
F28_REC00021,2018,Aug,Tamil Nadu,Chennai,NFHS,168638,110,1638,1559,625,433,385,272,Medium
F28_REC00022,2017,Mar,Tamil Nadu,Chennai,NHM,193205,333,854,2611,749,455,118,82,High
F28_REC00023,2017,Jul,Karnataka,Mysuru,CARE India,394833,350,896,1214,1251,31,281,115,High
F28_REC00024,2018,Mar,Karnataka,Hubli,HMIS,431439,192,1672,2999,1486,448,310,268,Medium
F28_REC00025,2018,Jul,Bihar,Muzaffarpur,CARE India,113712,234,338,2509,861,261,347,124,Medium
F28_REC00026,2017,Jan,Maharashtra,Nagpur,Smile Foundation,173238,46,584,1910,1103,379,25,63,Medium
F28_REC00027,2018,Feb,Maharashtra,Mumbai,CARE India,192690,306,1623,1082,1092,452,179,193,Low
F28_REC00028,2018,Feb,Maharashtra,Mumbai,NFHS,238309,261,1273,2544,493,288,324,250,High
F28_REC00029,2017,Jul,Tamil Nadu,Chennai,NFHS,282832,257,1566,1607,975,357,231,199,High
F28_REC00030,2017,Feb,Uttar Pradesh,Varanasi,NHM,302659,75,467,1798,467,192,8,79,Medium
F28_REC00031,2018,Jul,Maharashtra,Nagpur,WHO India,463575,274,668,819,593,316,260,121,Low
F28_REC00032,2017,Feb,Maharashtra,Mumbai,HMIS,246608,222,1692,768,327,451,355,112,High
F28_REC00033,2017,Jan,Gujarat,Ahmedabad,Smile Foundation,164083,287,1771,423,1266,348,44,81,High
F28_REC00034,2018,May,Uttar Pradesh,Agra,UNICEF India,184476,315,1096,878,990,23,327,229,High
F28_REC00035,2017,Jun,Karnataka,Hubli,Doctors For You,70995,196,1717,1240,266,440,324,114,High
F28_REC00036,2017,Apr,Tamil Nadu,Chennai,HMIS,434988,353,796,726,1168,368,289,243,High
F28_REC00037,2018,Feb,Gujarat,Surat,Smile Foundation,179214,83,1367,2449,241,221,207,51,High
F28_REC00038,2017,Sep,West Bengal,Siliguri,HMIS,154139,333,1198,2524,802,405,360,32,High
F28_REC00039,2018,Feb,Uttar Pradesh,Lucknow,HMIS,481272,383,1509,411,621,215,360,197,High
F28_REC00040,2018,Aug,Karnataka,Hubli,CARE India,63639,192,1190,2065,1053,406,41,83,High
F28_REC00041,2018,Apr,Bihar,Muzaffarpur,UNICEF India,196072,278,634,893,1322,367,117,48,Low
F28_REC00042,2017,Sep,Tamil Nadu,Coimbatore,Smile Foundation,460503,368,1481,2876,1484,117,38,68,Medium
F28_REC00043,2017,Aug,Tamil Nadu,Coimbatore,WHO India,370740,213,1784,334,1272,121,327,163,Medium
F28_REC00044,2017,Mar,Bihar,Muzaffarpur,NHM,215157,295,341,1213,1426,497,286,245,Medium
F28_REC00045,2017,Jul,Maharashtra,Mumbai,NHM,74470,118,1928,2443,307,301,217,62,High
F28_REC00046,2017,Jun,Karnataka,Hubli,Smile Foundation,301025,142,1799,2112,732,74,88,93,Low
F28_REC00047,2018,Mar,Uttar Pradesh,Agra,NHM,80726,178,253,528,580,192,184,59,Low
F28_REC00048,2018,May,Maharashtra,Pune,WHO India,274772,276,1441,393,626,35,41,297,Low
F28_REC00049,2018,Mar,Karnataka,Hubli,NFHS,398599,43,1957,1555,950,210,93,22,Low
F28_REC00050,2018,Jul,Maharashtra,Nagpur,Smile Foundation,148121,353,1110,767,766,62,87,204,Low
F28_REC00051,2018,Apr,Gujarat,Vadodara,Smile Foundation,67222,393,568,248,901,336,29,187,Low
F28_REC00052,2017,Feb,Tamil Nadu,Coimbatore,NHM,212077,351,1276,2132,982,160,370,245,Medium
F28_REC00053,2017,Sep,Bihar,Gaya,NHM,385842,174,995,1402,1042,93,6,239,Medium
F28_REC00054,2017,Jun,Bihar,Patna,WHO India,371159,217,1354,1308,805,283,206,206,Medium
F28_REC00055,2018,Jun,Tamil Nadu,Madurai,NHM,103791,238,1784,2337,126,179,368,215,Medium
F28_REC00056,2017,May,Uttar Pradesh,Lucknow,UNICEF India,251274,308,1411,2802,545,270,290,84,High
F28_REC00057,2018,Jan,Gujarat,Ahmedabad,UNICEF India,253744,76,923,2823,132,37,282,70,High
F28_REC00058,2017,Feb,Tamil Nadu,Chennai,HMIS,110294,101,728,2280,829,448,158,54,High
F28_REC00059,2018,Apr,West Bengal,Kolkata,NHM,115691,275,1897,481,627,289,20,157,Medium
F28_REC00060,2017,Mar,West Bengal,Howrah,NFHS,99219,253,1445,2737,1277,416,86,1,Low
F28_REC00061,2018,Mar,Bihar,Muzaffarpur,Smile Foundation,60130,349,1779,1930,682,418,307,231,Low
F28_REC00062,2017,Sep,Gujarat,Ahmedabad,UNICEF India,486410,176,900,665,1255,460,357,10,Low
F28_REC00063,2017,Mar,Maharashtra,Pune,HMIS,283281,304,1675,1852,916,148,283,170,Medium
F28_REC00064,2017,Mar,Maharashtra,Mumbai,UNICEF India,216628,128,853,2287,924,140,164,270,High
F28_REC00065,2017,Jan,Bihar,Muzaffarpur,Smile Foundation,167596,116,1623,2743,1189,448,280,252,High
F28_REC00066,2018,Aug,Tamil Nadu,Coimbatore,HMIS,341047,76,1856,2143,716,465,239,55,Low
F28_REC00067,2018,Jan,Bihar,Patna,HMIS,381127,346,1241,1947,1365,318,368,227,High
F28_REC00068,2018,Feb,Maharashtra,Nagpur,CARE India,467401,37,1766,2583,656,318,211,60,High
F28_REC00069,2017,Jul,Tamil Nadu,Coimbatore,HMIS,348480,276,963,1544,989,491,71,147,Low
F28_REC00070,2018,Jul,Bihar,Patna,Smile Foundation,96412,243,1472,2680,743,402,108,233,Low
F28_REC00071,2017,Aug,Bihar,Muzaffarpur,NFHS,429226,54,1446,1516,940,441,22,259,Medium
F28_REC00072,2018,Jan,West Bengal,Siliguri,CARE India,88395,83,1872,2811,571,367,129,44,High
F28_REC00073,2017,May,Karnataka,Bengaluru,NHM,177080,307,1799,203,273,360,271,104,High
F28_REC00074,2017,Jun,Gujarat,Surat,NFHS,269809,34,1060,2958,1458,153,255,220,Medium
F28_REC00075,2017,Sep,West Bengal,Siliguri,UNICEF India,411465,309,262,2687,526,78,9,257,High
F28_REC00076,2017,Jun,Bihar,Patna,CARE India,242917,344,227,1731,1212,206,8,290,Medium
F28_REC00077,2018,Aug,Gujarat,Surat,CARE India,85127,148,863,2240,251,0,145,87,Low
F28_REC00078,2018,Jun,West Bengal,Siliguri,Doctors For You,50508,277,480,2040,791,85,63,232,Low
F28_REC00079,2017,Jul,Karnataka,Hubli,UNICEF India,320562,53,805,1713,1221,345,269,33,Medium
F28_REC00080,2017,May,Maharashtra,Pune,NFHS,328496,97,690,2948,1385,120,381,65,Medium
F28_REC00081,2018,Jul,Karnataka,Mysuru,UNICEF India,407554,68,1874,965,83,438,214,59,Low
F28_REC00082,2018,Sep,Bihar,Muzaffarpur,UNICEF India,462474,367,1289,2072,754,221,254,50,Medium
F28_REC00083,2017,Sep,Maharashtra,Mumbai,Doctors For You,255889,33,992,2132,350,228,14,66,Low
F28_REC00084,2018,Apr,Maharashtra,Mumbai,Smile Foundation,316609,187,619,2694,88,316,371,92,Low
F28_REC00085,2017,Aug,Uttar Pradesh,Agra,CARE India,348948,172,441,2346,784,338,161,131,High
F28_REC00086,2017,May,Tamil Nadu,Coimbatore,NFHS,181253,179,1773,356,714,134,103,48,High
F28_REC00087,2018,Jan,Uttar Pradesh,Lucknow,UNICEF India,281599,190,525,2789,212,364,316,265,Medium
F28_REC00088,2018,Sep,Bihar,Gaya,Doctors For You,220760,200,711,2929,1483,394,396,236,High
F28_REC00089,2018,Mar,Bihar,Patna,WHO India,196527,222,191,2479,1028,273,374,63,Medium
F28_REC00090,2017,Feb,Tamil Nadu,Coimbatore,Smile Foundation,215470,171,259,2509,480,392,330,81,High
F28_REC00091,2018,Aug,Karnataka,Bengaluru,WHO India,209632,158,467,2709,148,171,94,167,Low
F28_REC00092,2018,Jun,Bihar,Gaya,CARE India,303793,128,1521,2731,92,1,43,2,High
F28_REC00093,2017,Sep,Karnataka,Hubli,NHM,459913,153,416,349,942,289,129,175,Low
F28_REC00094,2018,Aug,Tamil Nadu,Coimbatore,Doctors For You,56616,354,1192,1342,906,381,143,39,Medium
F28_REC00095,2017,Feb,Karnataka,Mysuru,Smile Foundation,408175,256,325,2006,1367,62,272,50,Low
F28_REC00096,2018,May,Gujarat,Vadodara,Smile Foundation,366290,346,1258,1415,1252,487,84,134,Low
F28_REC00097,2018,Jun,Tamil Nadu,Chennai,Doctors For You,421337,95,314,2390,1459,250,51,92,Low
F28_REC00098,2017,May,Maharashtra,Nagpur,NHM,443813,199,621,2757,206,62,392,265,Low
F28_REC00099,2018,Aug,Tamil Nadu,Chennai,NHM,225707,139,190,1037,853,105,46,125,Medium
F28_REC00100,2018,Jan,Bihar,Muzaffarpur,Smile Foundation,91961,267,747,444,481,172,163,48,Low
F28_REC00101,2018,Jul,Bihar,Patna,WHO India,413299,121,1800,1032,569,176,261,91,Low
F28_REC00102,2018,Jan,Maharashtra,Pune,WHO India,447615,45,217,1760,497,95,83,51,Medium
F28_REC00103,2018,Jan,Bihar,Patna,CARE India,446758,169,1162,968,191,276,102,188,High
F28_REC00104,2018,Mar,Uttar Pradesh,Agra,Smile Foundation,205620,351,1947,302,706,84,164,0,Low
F28_REC00105,2018,Sep,Tamil Nadu,Madurai,WHO India,376101,283,1419,2749,369,25,296,242,Medium
F28_REC00106,2018,Jul,Karnataka,Mysuru,WHO India,88032,238,1514,2375,235,117,217,76,High
F28_REC00107,2017,Sep,Gujarat,Ahmedabad,UNICEF India,288969,392,281,1333,233,96,29,288,Medium
F28_REC00108,2017,Jan,Karnataka,Bengaluru,Doctors For You,491642,238,1030,661,1235,265,246,50,Medium
F28_REC00109,2017,May,Maharashtra,Nagpur,UNICEF India,153893,170,1354,932,1037,33,9,234,Low
F28_REC00110,2017,Jun,Uttar Pradesh,Agra,UNICEF India,181622,138,637,577,561,15,287,215,High
F28_REC00111,2018,Jul,West Bengal,Siliguri,Doctors For You,241564,187,859,772,375,466,349,8,Medium
F28_REC00112,2017,Jul,Tamil Nadu,Madurai,CARE India,127116,320,559,946,1115,247,27,145,High
F28_REC00113,2018,Aug,West Bengal,Siliguri,NHM,133806,276,1285,1463,1065,416,239,223,Medium
F28_REC00114,2018,Feb,Gujarat,Surat,Doctors For You,431504,117,765,447,1399,85,202,54,High
F28_REC00115,2018,Sep,Tamil Nadu,Madurai,CARE India,494374,352,335,910,347,95,213,230,Low
F28_REC00116,2017,Jan,Bihar,Gaya,Smile Foundation,394406,258,1019,2099,903,336,161,228,Low
F28_REC00117,2017,Jul,Karnataka,Hubli,NHM,290341,263,216,1238,1141,395,89,184,Low
F28_REC00118,2018,Jun,Uttar Pradesh,Varanasi,Doctors For You,267514,202,1814,2911,950,375,47,78,Low
F28_REC00119,2017,Sep,Bihar,Gaya,Doctors For You,254215,199,1952,318,182,4,104,72,High
F28_REC00120,2018,Apr,West Bengal,Howrah,UNICEF India,389954,261,724,266,1374,70,68,193,High
F28_REC00121,2018,Aug,Karnataka,Bengaluru,NFHS,214643,394,980,2427,585,479,237,290,Medium
F28_REC00122,2018,May,Maharashtra,Pune,Smile Foundation,56290,269,1441,2662,1093,373,257,246,High
F28_REC00123,2017,Apr,Maharashtra,Pune,WHO India,176068,377,1019,2276,1296,94,106,86,Low
F28_REC00124,2018,Aug,West Bengal,Siliguri,HMIS,225626,178,1069,912,777,55,185,244,High
F28_REC00125,2017,Jul,Uttar Pradesh,Varanasi,WHO India,151809,318,1785,1643,1158,386,179,250,Medium
F28_REC00126,2018,Feb,Bihar,Patna,Doctors For You,400143,60,1632,910,1179,393,9,281,Low
F28_REC00127,2018,Sep,Tamil Nadu,Coimbatore,HMIS,425907,195,1870,2575,1392,68,197,115,High
F28_REC00128,2017,Aug,West Bengal,Howrah,UNICEF India,129487,90,1774,1206,263,335,376,234,Medium
F28_REC00129,2017,Sep,Uttar Pradesh,Agra,Doctors For You,440355,256,1180,1855,152,211,290,199,Medium
F28_REC00130,2017,Jul,Tamil Nadu,Coimbatore,CARE India,417591,80,345,1570,264,222,284,257,High
F28_REC00131,2017,Jul,Karnataka,Mysuru,NHM,489176,168,1421,2173,345,134,50,166,Low
F28_REC00132,2017,Aug,Uttar Pradesh,Varanasi,Smile Foundation,316814,30,1127,2721,750,134,168,133,Low
F28_REC00133,2017,Aug,Bihar,Muzaffarpur,HMIS,147316,121,1087,739,636,323,157,280,High
F28_REC00134,2017,Apr,Tamil Nadu,Chennai,NFHS,122103,195,1903,796,961,340,193,157,Medium
F28_REC00135,2017,Mar,Bihar,Patna,Doctors For You,263124,74,848,450,211,395,230,96,Medium
F28_REC00136,2017,Jul,West Bengal,Kolkata,CARE India,222758,375,1141,766,529,168,167,271,Medium
F28_REC00137,2017,Apr,Tamil Nadu,Madurai,UNICEF India,416780,183,957,2415,362,402,275,159,Medium
F28_REC00138,2017,Sep,Maharashtra,Pune,UNICEF India,415725,284,1340,357,1012,334,120,129,Medium
F28_REC00139,2017,Mar,Gujarat,Vadodara,Smile Foundation,55249,327,1012,2275,342,67,59,272,Medium
F28_REC00140,2018,Mar,Tamil Nadu,Chennai,WHO India,184152,104,1747,1163,1321,19,165,256,Low
F28_REC00141,2017,May,Uttar Pradesh,Agra,UNICEF India,137587,154,1060,2250,201,278,77,44,Low
F28_REC00142,2018,Jul,Karnataka,Mysuru,NFHS,312569,320,1378,1669,1052,59,58,229,Low
F28_REC00143,2017,Mar,Gujarat,Ahmedabad,CARE India,452991,371,1875,2983,625,379,371,89,Low
F28_REC00144,2018,May,West Bengal,Kolkata,CARE India,123979,44,1721,436,729,93,37,29,Medium
F28_REC00145,2018,Feb,Gujarat,Vadodara,UNICEF India,371216,360,932,2929,1265,379,256,179,Medium
F28_REC00146,2018,Sep,Bihar,Patna,Smile Foundation,445136,394,1052,897,810,64,253,270,Low
F28_REC00147,2018,Aug,Uttar Pradesh,Varanasi,HMIS,475037,309,563,2408,830,73,28,88,Medium
F28_REC00148,2018,May,Gujarat,Surat,HMIS,153934,180,1467,2911,1042,242,388,245,High
F28_REC00149,2018,Jul,Karnataka,Bengaluru,NFHS,195612,122,135,2413,755,72,284,280,Medium
