Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P10_0,2017,Q3,Assam,Guwahati,Malaria Control,Assam NRHM,187855,40046,36,2066,252,164,95
P10_1,2018,Q2,Odisha,Bhubaneswar,TB Control,UNICEF India,289603,31374,85,1855,81,104,72
P10_2,2014,Q4,Assam,Guwahati,TB Control,UNICEF India,231010,46596,163,4032,442,197,75
P10_3,2014,Q4,Assam,Silchar,Child Immunization,CARE India,187341,45143,128,4628,218,66,85
P10_4,2016,Q1,Odisha,Puri,Malaria Control,NHM Odisha,58359,49038,238,3726,675,107,66
P10_5,2016,Q2,Assam,Dibrugarh,Nutrition Program,Punjab Health Mission,150915,34052,154,2957,260,76,76
P10_6,2016,Q4,Rajasthan,Jaipur,Child Immunization,Assam NRHM,312852,12129,117,918,497,74,91
P10_7,2017,Q3,Punjab,Patiala,Nutrition Program,UNICEF India,262758,36911,29,2708,622,92,72
P10_8,2016,Q2,Assam,Silchar,Malaria Control,CARE India,48196,39136,196,457,732,17,60
P10_9,2018,Q3,Rajasthan,Udaipur,TB Control,UNICEF India,107560,40910,135,2117,450,20,73
P10_10,2015,Q2,Odisha,Cuttack,Malaria Control,Kerala Health Department,75092,41658,117,4964,131,200,87
P10_11,2014,Q1,Rajasthan,Jodhpur,Nutrition Program,NHM Odisha,100052,42746,30,3794,737,23,96
P10_12,2016,Q2,Assam,Guwahati,Nutrition Program,UNICEF India,140464,19859,205,531,788,77,71
P10_13,2014,Q1,Odisha,Bhubaneswar,TB Control,State Health Society Rajasthan,345883,47472,181,3448,747,90,83
P10_14,2016,Q1,Rajasthan,Jaipur,Child Immunization,Punjab Health Mission,250950,42305,36,4587,295,29,95
P10_15,2014,Q2,Kerala,Thrissur,Maternal Health,NHM Odisha,345860,11485,183,2307,441,157,94
P10_16,2014,Q4,Rajasthan,Jodhpur,Child Immunization,UNICEF India,292520,49599,194,3939,579,85,84
P10_17,2016,Q1,Odisha,Puri,Malaria Control,State Health Society Rajasthan,43118,26945,112,2029,667,137,69
P10_18,2017,Q4,Kerala,Kozhikode,TB Control,UNICEF India,110520,7769,229,4943,296,12,73
P10_19,2018,Q4,Assam,Silchar,Child Immunization,Punjab Health Mission,145457,41763,234,3323,90,92,79
