Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P4_0,2019,Q1,Rajasthan,Udaipur,Maternal Health,Kerala Health Department,385867,31876,28,972,611,129,61
P4_1,2017,Q3,Assam,Dibrugarh,TB Control,Kerala Health Department,368983,8813,176,3273,414,50,81
P4_2,2016,Q4,Rajasthan,Udaipur,Malaria Control,Punjab Health Mission,284734,28924,107,4941,93,179,80
P4_3,2014,Q3,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,139222,23536,184,4545,721,182,64
P4_4,2015,Q2,Assam,Dibrugarh,Malaria Control,Punjab Health Mission,380243,11338,55,230,559,81,68
P4_5,2019,Q3,Odisha,Puri,Malaria Control,CARE India,326186,43546,85,1987,689,3,68
P4_6,2016,Q1,Punjab,Amritsar,Nutrition Program,State Health Society Rajasthan,168188,9926,212,1229,737,133,78
P4_7,2017,Q2,Odisha,Bhubaneswar,Child Immunization,CARE India,232410,20498,99,209,459,142,89
P4_8,2014,Q2,Odisha,Cuttack,Child Immunization,Assam NRHM,152243,46823,145,1153,171,118,92
P4_9,2015,Q2,Kerala,Kochi,Maternal Health,State Health Society Rajasthan,269153,24220,95,2276,396,179,84
P4_10,2016,Q3,Punjab,Amritsar,Malaria Control,Punjab Health Mission,382903,34333,164,1993,722,151,84
P4_11,2018,Q3,Punjab,Ludhiana,Nutrition Program,UNICEF India,152588,45556,52,3950,327,183,92
P4_12,2016,Q3,Punjab,Amritsar,Nutrition Program,Punjab Health Mission,254914,36509,208,3583,192,31,93
P4_13,2017,Q4,Kerala,Kochi,Malaria Control,Punjab Health Mission,383984,12754,184,2556,404,59,95
P4_14,2018,Q4,Assam,Silchar,Malaria Control,Assam NRHM,295259,15141,226,1318,690,5,64
P4_15,2017,Q1,Odisha,Puri,TB Control,State Health Society Rajasthan,181600,26110,79,4601,378,149,92
P4_16,2016,Q2,Kerala,Kozhikode,Nutrition Program,CARE India,71265,37279,65,1975,161,171,95
P4_17,2014,Q1,Assam,Silchar,Malaria Control,NHM Odisha,98596,31038,83,1750,716,16,89
P4_18,2018,Q2,Assam,Dibrugarh,TB Control,Assam NRHM,291487,26694,232,362,429,168,66
P4_19,2017,Q3,Assam,Dibrugarh,TB Control,State Health Society Rajasthan,93395,30982,150,521,71,173,65
P4_20,2016,Q2,Kerala,Kochi,TB Control,UNICEF India,128874,42412,22,614,659,25,74
P4_21,2019,Q1,Kerala,Kozhikode,Malaria Control,CARE India,243541,33270,135,1187,119,77,95
P4_22,2014,Q4,Punjab,Amritsar,Maternal Health,Punjab Health Mission,391862,22510,145,646,144,69,89
P4_23,2015,Q4,Punjab,Amritsar,Child Immunization,Punjab Health Mission,358718,39370,153,3232,235,159,65
P4_24,2015,Q1,Odisha,Puri,Child Immunization,NHM Odisha,143143,11309,21,2355,548,103,96
