Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE23_REC00000,2021,Feb,Tamil Nadu,Coimbatore,WHO India,167439,300,1289,1827,229,122,229,123,Low
FILE23_REC00001,2024,Apr,Uttar Pradesh,Varanasi,HMIS,178868,97,1427,228,511,282,10,163,Medium
FILE23_REC00002,2022,Jul,Gujarat,Ahmedabad,NFHS,246788,164,1350,273,333,263,39,90,Low
FILE23_REC00003,2021,Feb,Karnataka,Bengaluru,NFHS,168133,182,593,1174,125,133,180,162,Medium
FILE23_REC00004,2024,Feb,Gujarat,Surat,Smile Foundation,179640,113,855,243,1001,334,272,142,Low
FILE23_REC00005,2024,Feb,Karnataka,Mysuru,CARE India,235957,290,675,919,283,42,123,74,Medium
FILE23_REC00006,2024,Feb,Maharashtra,Mumbai,NFHS,272894,280,982,1386,774,250,245,119,High
FILE23_REC00007,2022,Jun,Karnataka,Mysuru,CARE India,267700,173,443,326,620,239,241,67,High
FILE23_REC00008,2024,May,Gujarat,Vadodara,NFHS,237607,129,1382,651,382,160,142,99,High
FILE23_REC00009,2022,Jul,Maharashtra,Mumbai,WHO India,115944,69,779,1989,936,135,126,139,High
FILE23_REC00010,2021,Mar,Tamil Nadu,Coimbatore,NFHS,64370,287,887,1816,1144,12,164,15,Low
FILE23_REC00011,2021,Apr,Gujarat,Surat,UNICEF India,140310,294,313,1144,170,66,140,84,High
FILE23_REC00012,2024,May,Uttar Pradesh,Lucknow,HMIS,255350,269,626,2237,1067,168,147,165,Low
FILE23_REC00013,2023,Jan,Gujarat,Vadodara,WHO India,64340,253,927,1742,957,378,216,51,Medium
FILE23_REC00014,2022,Jan,Uttar Pradesh,Varanasi,CARE India,254648,297,452,1157,462,201,175,173,Low
FILE23_REC00015,2024,May,Tamil Nadu,Chennai,CARE India,118912,114,180,875,638,128,241,194,Medium
FILE23_REC00016,2024,Feb,Karnataka,Hubli,HMIS,268269,248,790,1188,737,19,247,66,Low
FILE23_REC00017,2024,Jun,Tamil Nadu,Coimbatore,UNICEF India,204866,55,230,1545,85,233,133,200,High
FILE23_REC00018,2024,Jun,Gujarat,Surat,CARE India,101067,85,348,226,1179,347,231,88,Low
FILE23_REC00019,2023,Jun,Karnataka,Bengaluru,NHM,243288,87,1068,678,286,394,260,43,High
FILE23_REC00020,2022,Apr,Gujarat,Vadodara,NFHS,188881,224,524,2168,776,376,220,186,High
FILE23_REC00021,2022,Jun,Tamil Nadu,Madurai,NFHS,163867,64,752,2124,555,329,20,28,Medium
FILE23_REC00022,2021,Feb,Maharashtra,Nagpur,HMIS,217864,281,1202,1764,884,139,228,149,Medium
FILE23_REC00023,2024,Jun,Maharashtra,Pune,NHM,71439,236,1095,1170,145,176,279,119,Medium
FILE23_REC00024,2023,Mar,Uttar Pradesh,Varanasi,UNICEF India,241713,175,1123,917,1177,332,99,126,Low
FILE23_REC00025,2024,Apr,Uttar Pradesh,Agra,WHO India,93975,277,1036,1651,385,0,93,142,High
FILE23_REC00026,2022,Aug,Uttar Pradesh,Varanasi,CARE India,170976,86,1217,724,84,226,174,189,Low
FILE23_REC00027,2021,Jan,Maharashtra,Pune,HMIS,57711,229,914,1488,734,247,287,39,Low
FILE23_REC00028,2021,Feb,Uttar Pradesh,Varanasi,CARE India,228798,191,1203,321,91,278,72,185,Low
FILE23_REC00029,2022,Jan,Maharashtra,Mumbai,NFHS,60446,82,1485,1574,714,327,277,33,Medium
FILE23_REC00030,2021,Jul,Tamil Nadu,Coimbatore,HMIS,167825,297,1287,1376,127,153,71,12,Low
FILE23_REC00031,2022,Jun,Gujarat,Ahmedabad,NFHS,60163,242,564,2169,446,172,164,59,High
FILE23_REC00032,2023,Jul,Tamil Nadu,Coimbatore,CARE India,294605,298,633,2100,133,42,220,122,Low
FILE23_REC00033,2021,Jul,Uttar Pradesh,Varanasi,WHO India,155553,55,609,1205,130,391,281,118,Low
FILE23_REC00034,2023,Aug,Gujarat,Surat,NHM,80006,200,301,958,878,312,42,58,Low
FILE23_REC00035,2022,Apr,Karnataka,Hubli,HMIS,175896,296,137,2093,616,88,112,114,Low
FILE23_REC00036,2023,May,Gujarat,Ahmedabad,Smile Foundation,268464,243,1033,398,587,219,101,161,Low
FILE23_REC00037,2023,Apr,Maharashtra,Nagpur,WHO India,238315,194,594,258,312,91,157,36,Medium
FILE23_REC00038,2023,Jun,Karnataka,Mysuru,HMIS,246544,262,1222,1633,997,257,192,179,Low
FILE23_REC00039,2022,Aug,Maharashtra,Nagpur,CARE India,134973,81,230,298,1140,229,294,78,High
FILE23_REC00040,2021,Feb,Maharashtra,Mumbai,CARE India,269946,204,681,976,537,219,122,80,Medium
