Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE16_REC00000,2020,Jan,Gujarat,Ahmedabad,NHM,123506,187,481,2069,348,233,87,114,Medium
FILE16_REC00001,2019,Jul,Tamil Nadu,Coimbatore,NFHS,116935,262,253,1195,1109,21,224,73,Low
FILE16_REC00002,2020,Aug,Tamil Nadu,Coimbatore,CARE India,289515,206,135,2098,428,283,212,186,High
FILE16_REC00003,2019,Jun,Maharashtra,Nagpur,Smile Foundation,212942,201,977,1189,1154,297,249,14,Low
FILE16_REC00004,2019,Apr,Maharashtra,Mumbai,Smile Foundation,225688,177,584,2096,692,176,187,13,Medium
FILE16_REC00005,2019,Aug,Karnataka,Bengaluru,Smile Foundation,206662,188,904,1098,824,308,275,154,Medium
FILE16_REC00006,2020,Jan,Maharashtra,Nagpur,NHM,244856,278,832,614,1140,207,12,65,Low
FILE16_REC00007,2019,Jul,Maharashtra,Mumbai,Smile Foundation,90096,247,568,1099,417,81,25,39,High
FILE16_REC00008,2020,Jul,Karnataka,Mysuru,NFHS,283829,98,130,361,629,88,291,118,Low
FILE16_REC00009,2020,Mar,Maharashtra,Mumbai,Smile Foundation,133584,262,1439,1650,851,73,122,98,Medium
FILE16_REC00010,2019,Jan,Karnataka,Mysuru,HMIS,249497,214,1462,1607,878,201,43,144,Low
FILE16_REC00011,2020,Aug,Uttar Pradesh,Agra,Smile Foundation,74575,273,1270,610,842,226,99,191,High
FILE16_REC00012,2019,May,Tamil Nadu,Madurai,Smile Foundation,112899,149,454,1838,1025,274,277,185,Low
FILE16_REC00013,2020,Aug,Gujarat,Vadodara,Smile Foundation,280884,56,248,776,256,272,283,89,Medium
FILE16_REC00014,2020,Jan,Uttar Pradesh,Agra,Smile Foundation,53795,113,455,686,662,131,74,93,High
FILE16_REC00015,2019,Aug,Uttar Pradesh,Agra,WHO India,65864,95,312,1440,455,204,248,115,Low
FILE16_REC00016,2019,Jul,Karnataka,Hubli,HMIS,159852,78,185,2433,99,394,42,82,High
FILE16_REC00017,2020,Mar,Maharashtra,Pune,NHM,125270,215,1176,2202,669,224,246,75,High
FILE16_REC00018,2020,Aug,Uttar Pradesh,Agra,NHM,174716,130,804,1198,769,152,275,98,High
FILE16_REC00019,2020,May,Maharashtra,Mumbai,CARE India,71342,107,1214,2409,564,262,83,190,High
FILE16_REC00020,2019,Mar,Gujarat,Vadodara,NFHS,234004,149,1375,2202,708,98,53,128,High
FILE16_REC00021,2019,Jun,Maharashtra,Nagpur,WHO India,240153,211,277,301,331,246,83,200,Medium
FILE16_REC00022,2019,Jul,Tamil Nadu,Coimbatore,UNICEF India,122022,95,708,2260,325,398,67,78,High
FILE16_REC00023,2019,Jun,Karnataka,Mysuru,NFHS,189302,287,225,271,518,1,227,27,High
FILE16_REC00024,2019,Aug,Uttar Pradesh,Lucknow,NHM,104780,286,1058,358,1167,157,197,158,Medium
FILE16_REC00025,2020,Jul,Karnataka,Bengaluru,UNICEF India,179763,192,596,1858,375,303,216,64,Low
FILE16_REC00026,2019,Apr,Gujarat,Vadodara,CARE India,256554,273,1041,638,635,272,147,39,Low
FILE16_REC00027,2020,Aug,Maharashtra,Nagpur,NFHS,290762,106,404,2220,437,190,297,70,High
FILE16_REC00028,2019,Feb,Maharashtra,Mumbai,Smile Foundation,66162,157,499,1903,935,70,193,64,High
FILE16_REC00029,2020,Jul,Gujarat,Surat,CARE India,87920,246,986,1749,1151,179,157,127,Medium
FILE16_REC00030,2019,Jun,Maharashtra,Pune,Smile Foundation,76409,167,120,1344,965,274,71,26,Medium
FILE16_REC00031,2019,May,Maharashtra,Mumbai,Smile Foundation,184877,50,877,631,174,120,198,110,Low
FILE16_REC00032,2019,Jan,Tamil Nadu,Madurai,WHO India,295839,224,1273,1803,210,198,64,188,High
FILE16_REC00033,2019,Apr,Uttar Pradesh,Lucknow,HMIS,271999,290,137,844,714,67,300,80,Medium
FILE16_REC00034,2019,Mar,Uttar Pradesh,Varanasi,HMIS,243857,57,1338,404,162,276,177,161,Low
FILE16_REC00035,2020,Feb,Uttar Pradesh,Varanasi,CARE India,150928,114,1416,1680,325,103,212,102,Low
FILE16_REC00036,2020,Aug,Maharashtra,Mumbai,NHM,167515,154,100,1335,254,65,263,164,High
FILE16_REC00037,2020,Mar,Gujarat,Vadodara,NFHS,234097,234,207,2018,246,113,29,64,Medium
FILE16_REC00038,2019,Jun,Uttar Pradesh,Agra,CARE India,243881,59,528,1906,680,154,199,11,Medium
FILE16_REC00039,2020,Apr,Karnataka,Hubli,NFHS,257244,251,738,562,717,30,155,97,Low
FILE16_REC00040,2019,Jun,Karnataka,Mysuru,NHM,106214,284,1447,1098,906,87,132,50,Medium
FILE16_REC00041,2019,Aug,Karnataka,Hubli,CARE India,174544,299,829,1860,1002,392,267,46,Low
FILE16_REC00042,2020,Jun,Gujarat,Vadodara,Smile Foundation,174086,125,1241,1485,943,309,8,62,Medium
FILE16_REC00043,2020,Jan,Tamil Nadu,Coimbatore,WHO India,224998,282,1034,573,859,66,278,81,Low
FILE16_REC00044,2019,Jul,Maharashtra,Nagpur,HMIS,60649,176,1223,2122,533,347,163,38,Medium
FILE16_REC00045,2020,Feb,Tamil Nadu,Coimbatore,UNICEF India,161163,118,930,1809,331,382,267,106,High
FILE16_REC00046,2019,Jan,Uttar Pradesh,Varanasi,NFHS,97923,178,357,1179,500,194,51,165,Medium
FILE16_REC00047,2020,Jul,Uttar Pradesh,Agra,CARE India,149509,71,1323,1004,282,314,290,26,Medium
FILE16_REC00048,2020,Apr,Gujarat,Ahmedabad,WHO India,253335,249,429,727,752,117,155,180,Medium
FILE16_REC00049,2020,Mar,Uttar Pradesh,Varanasi,Smile Foundation,127042,213,1129,551,207,289,122,120,Low
FILE16_REC00050,2020,Feb,Karnataka,Mysuru,CARE India,202788,192,369,1523,178,245,159,100,High
FILE16_REC00051,2019,May,Tamil Nadu,Chennai,WHO India,98777,283,450,2066,919,250,257,95,Low
FILE16_REC00052,2020,Apr,Tamil Nadu,Coimbatore,UNICEF India,199482,155,287,965,389,153,69,116,Medium
FILE16_REC00053,2020,Jul,Uttar Pradesh,Agra,HMIS,212285,223,471,2336,431,287,79,161,Medium
FILE16_REC00054,2019,Apr,Tamil Nadu,Coimbatore,NHM,254543,268,640,1257,383,18,35,18,High
FILE16_REC00055,2020,Aug,Karnataka,Mysuru,HMIS,256013,248,261,2309,921,9,229,181,Low
FILE16_REC00056,2020,Aug,Tamil Nadu,Coimbatore,HMIS,182270,220,1134,263,546,129,282,156,Medium
FILE16_REC00057,2019,Feb,Karnataka,Hubli,Smile Foundation,76698,228,1003,1745,873,263,223,126,Medium
FILE16_REC00058,2020,Apr,Gujarat,Ahmedabad,WHO India,216360,102,505,1606,267,189,221,8,Medium
FILE16_REC00059,2020,Apr,Karnataka,Mysuru,Smile Foundation,275547,234,586,2132,615,30,58,84,High
FILE16_REC00060,2019,Jul,Karnataka,Bengaluru,HMIS,69125,152,1450,1849,903,72,59,41,Low
FILE16_REC00061,2019,Jul,Maharashtra,Mumbai,NHM,75986,50,1418,1217,508,118,55,69,Medium
FILE16_REC00062,2019,Feb,Karnataka,Hubli,NHM,173991,137,509,1532,730,208,122,21,Medium
FILE16_REC00063,2020,Jul,Maharashtra,Pune,WHO India,249352,135,772,1655,960,212,106,72,High
FILE16_REC00064,2020,Jun,Gujarat,Vadodara,CARE India,213684,174,1236,884,680,144,144,32,Low
FILE16_REC00065,2019,Jun,Uttar Pradesh,Agra,UNICEF India,65021,206,818,1147,975,371,100,191,Medium
