Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P1_0,2019,Q3,Kerala,Kochi,Maternal Health,CARE India,356044,43819,23,3995,444,176,97
P1_1,2018,Q3,Kerala,Thrissur,Child Immunization,NHM Odisha,171360,5910,89,2053,539,45,96
P1_2,2018,Q1,Punjab,Ludhiana,Child Immunization,Punjab Health Mission,183691,42456,110,4173,565,3,61
P1_3,2019,Q4,Punjab,Ludhiana,Nutrition Program,CARE India,265364,17478,106,3898,147,23,84
P1_4,2020,Q4,Odisha,Puri,Child Immunization,NHM Odisha,202794,15801,244,3317,395,60,97
P1_5,2019,Q2,Kerala,Kochi,Malaria Control,State Health Society Rajasthan,211626,12217,144,2885,87,37,62
P1_6,2018,Q4,Odisha,Puri,TB Control,State Health Society Rajasthan,58115,26654,157,4926,669,103,63
P1_7,2019,Q3,Kerala,Kochi,Nutrition Program,UNICEF India,286927,31375,216,1734,700,75,73
P1_8,2020,Q1,Kerala,Thrissur,Maternal Health,State Health Society Rajasthan,332409,43521,91,2446,295,186,80
P1_9,2020,Q4,Assam,Silchar,Maternal Health,UNICEF India,316461,48723,93,3452,261,169,77
P1_10,2020,Q3,Assam,Silchar,Maternal Health,State Health Society Rajasthan,229979,35848,98,1659,400,179,61
P1_11,2020,Q2,Odisha,Puri,Malaria Control,NHM Odisha,302488,44036,48,4779,165,152,98
P1_12,2018,Q2,Kerala,Thrissur,TB Control,UNICEF India,131928,42076,137,4630,534,181,75
P1_13,2019,Q2,Assam,Dibrugarh,Nutrition Program,NHM Odisha,157674,32546,144,635,471,55,95
P1_14,2018,Q1,Odisha,Cuttack,Child Immunization,CARE India,56734,19938,33,3314,578,42,96
P1_15,2020,Q4,Assam,Dibrugarh,Nutrition Program,Punjab Health Mission,354127,42415,147,662,709,152,98
P1_16,2019,Q3,Odisha,Cuttack,Nutrition Program,Assam NRHM,252347,17965,88,2188,660,182,84
P1_17,2018,Q4,Rajasthan,Jodhpur,Child Immunization,CARE India,43620,38442,96,1424,494,94,78
P1_18,2019,Q3,Kerala,Kochi,TB Control,CARE India,310275,39065,62,167,53,192,74
P1_19,2019,Q4,Kerala,Kozhikode,Malaria Control,NHM Odisha,51390,43011,113,1336,475,75,68
P1_20,2018,Q3,Odisha,Bhubaneswar,TB Control,NHM Odisha,146036,20134,156,2842,380,17,94
P1_21,2018,Q3,Odisha,Bhubaneswar,TB Control,UNICEF India,173372,42473,205,2506,669,23,65
P1_22,2019,Q1,Odisha,Cuttack,Malaria Control,Assam NRHM,236781,15430,121,3849,344,141,64
