Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P25_0,2020,Q3,Kerala,Thrissur,Maternal Health,UNICEF India,338796,37914,27,4955,766,175,81
P25_1,2017,Q3,Assam,Dibrugarh,Child Immunization,State Health Society Rajasthan,218401,37255,205,4441,637,193,76
P25_2,2016,Q1,Odisha,Puri,Malaria Control,UNICEF India,49549,41711,154,4145,738,61,90
P25_3,2020,Q3,Kerala,Kochi,TB Control,NHM Odisha,299048,22427,71,3454,208,35,67
P25_4,2018,Q4,Odisha,Bhubaneswar,Maternal Health,State Health Society Rajasthan,96753,31146,166,2243,295,177,75
P25_5,2018,Q2,Rajasthan,Jaipur,Maternal Health,Assam NRHM,240556,46690,27,2311,786,122,75
P25_6,2015,Q4,Rajasthan,Udaipur,TB Control,UNICEF India,130287,19315,235,2233,673,10,82
P25_7,2020,Q3,Punjab,Amritsar,Malaria Control,CARE India,389059,41521,200,1322,541,96,63
P25_8,2015,Q2,Odisha,Puri,Nutrition Program,State Health Society Rajasthan,56587,29565,195,1757,182,121,71
P25_9,2018,Q3,Rajasthan,Jaipur,Child Immunization,Assam NRHM,251878,14784,99,1065,570,170,86
P25_10,2020,Q1,Kerala,Kochi,Malaria Control,Assam NRHM,191274,24765,187,3721,294,65,85
P25_11,2020,Q4,Punjab,Amritsar,TB Control,Kerala Health Department,330572,26636,225,3530,106,176,61
P25_12,2015,Q4,Punjab,Ludhiana,Child Immunization,UNICEF India,344933,10050,189,346,246,193,74
P25_13,2017,Q1,Odisha,Puri,Nutrition Program,CARE India,167046,26181,35,2732,390,172,61
P25_14,2019,Q4,Rajasthan,Udaipur,Maternal Health,Punjab Health Mission,356137,47890,40,1305,638,55,70
P25_15,2016,Q3,Rajasthan,Jodhpur,Nutrition Program,NHM Odisha,323821,25396,229,2448,377,24,81
P25_16,2019,Q4,Punjab,Ludhiana,Malaria Control,Kerala Health Department,273666,6427,43,4629,745,152,81
P25_17,2017,Q2,Punjab,Ludhiana,Maternal Health,UNICEF India,142690,7786,243,549,95,90,87
P25_18,2020,Q1,Odisha,Puri,TB Control,CARE India,263783,31375,159,4740,476,71,80
P25_19,2020,Q3,Rajasthan,Udaipur,Child Immunization,CARE India,374893,39960,234,451,298,49,89
P25_20,2015,Q3,Odisha,Puri,Malaria Control,State Health Society Rajasthan,142221,7366,170,3674,73,67,89
P25_21,2016,Q2,Kerala,Kozhikode,Malaria Control,UNICEF India,67934,10832,190,2961,538,132,74
P25_22,2020,Q4,Kerala,Thrissur,Nutrition Program,Punjab Health Mission,289164,39375,160,4719,795,117,72
P25_23,2016,Q3,Kerala,Thrissur,Child Immunization,CARE India,234404,8544,103,429,478,198,71
P25_24,2020,Q1,Punjab,Ludhiana,TB Control,State Health Society Rajasthan,235371,33461,74,4668,490,2,80
P25_25,2018,Q3,Punjab,Amritsar,Nutrition Program,NHM Odisha,282879,23393,75,715,587,134,69
P25_26,2018,Q2,Rajasthan,Udaipur,Nutrition Program,State Health Society Rajasthan,378228,34172,199,2778,636,55,82
P25_27,2015,Q3,Kerala,Kozhikode,Malaria Control,Assam NRHM,154260,30126,88,3044,53,116,65
P25_28,2020,Q1,Kerala,Kozhikode,Child Immunization,CARE India,171336,5466,38,2214,143,180,82
P25_29,2017,Q4,Assam,Dibrugarh,Child Immunization,NHM Odisha,89237,26803,128,575,612,180,80
P25_30,2017,Q4,Odisha,Puri,Malaria Control,Punjab Health Mission,359473,16405,93,976,741,196,65
P25_31,2019,Q2,Punjab,Ludhiana,Malaria Control,UNICEF India,149000,42137,76,1936,143,94,93
P25_32,2015,Q1,Punjab,Ludhiana,Nutrition Program,Assam NRHM,124442,45481,33,589,749,7,77
P25_33,2015,Q4,Kerala,Thrissur,TB Control,CARE India,329473,14517,182,3076,162,167,81
P25_34,2020,Q2,Kerala,Kozhikode,Child Immunization,Kerala Health Department,398533,31479,160,1541,594,168,67
P25_35,2017,Q4,Kerala,Thrissur,Malaria Control,Punjab Health Mission,148689,29062,228,1187,524,199,93
P25_36,2019,Q3,Odisha,Bhubaneswar,Child Immunization,Kerala Health Department,354315,8508,56,3171,609,193,81
P25_37,2019,Q4,Rajasthan,Udaipur,Nutrition Program,Punjab Health Mission,246445,20414,121,2626,94,72,74
