Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P27_0,2019,Q3,Rajasthan,Udaipur,TB Control,State Health Society Rajasthan,285351,35285,79,494,295,42,62
P27_1,2020,Q1,Rajasthan,Jodhpur,Malaria Control,UNICEF India,364871,6278,72,1297,582,90,78
P27_2,2020,Q4,Kerala,Kochi,Nutrition Program,UNICEF India,240719,33205,133,466,268,2,74
P27_3,2018,Q3,Kerala,Kozhikode,Child Immunization,CARE India,200221,34816,199,570,515,14,69
P27_4,2018,Q4,Kerala,Kozhikode,Malaria Control,CARE India,305217,20268,97,2701,306,11,90
P27_5,2018,Q3,Odisha,Cuttack,Malaria Control,CARE India,107338,42403,88,4150,462,2,76
P27_6,2020,Q1,Odisha,Bhubaneswar,Nutrition Program,CARE India,349197,33164,234,4266,224,82,84
P27_7,2020,Q2,Assam,Guwahati,Maternal Health,NHM Odisha,340583,6125,104,2651,419,190,77
P27_8,2019,Q2,Odisha,Cuttack,Nutrition Program,CARE India,243152,48449,188,3645,785,65,62
P27_9,2018,Q3,Punjab,Patiala,Child Immunization,Kerala Health Department,284176,20542,79,2366,789,152,61
P27_10,2019,Q3,Punjab,Ludhiana,Child Immunization,Kerala Health Department,168162,24105,108,3264,324,161,80
P27_11,2018,Q1,Odisha,Puri,Malaria Control,Assam NRHM,317238,42263,127,4786,117,87,61
P27_12,2019,Q1,Kerala,Thrissur,Malaria Control,CARE India,342950,13357,79,3378,697,109,82
P27_13,2018,Q3,Assam,Silchar,TB Control,NHM Odisha,254521,9702,64,448,793,170,89
P27_14,2020,Q4,Punjab,Patiala,Maternal Health,Assam NRHM,95572,38144,165,3825,528,27,83
P27_15,2019,Q2,Kerala,Kozhikode,Maternal Health,Kerala Health Department,93434,6016,34,4073,734,15,90
P27_16,2020,Q3,Assam,Dibrugarh,Nutrition Program,Kerala Health Department,66361,46102,239,4487,715,99,71
P27_17,2019,Q3,Punjab,Ludhiana,TB Control,State Health Society Rajasthan,77420,14312,89,2024,686,199,87
P27_18,2020,Q4,Assam,Guwahati,TB Control,NHM Odisha,374401,36554,65,1292,108,20,88
P27_19,2020,Q2,Rajasthan,Udaipur,Nutrition Program,CARE India,195943,9666,101,986,483,102,96
P27_20,2020,Q4,Punjab,Amritsar,Nutrition Program,State Health Society Rajasthan,360923,32334,35,1774,61,159,70
P27_21,2018,Q2,Assam,Dibrugarh,Maternal Health,Kerala Health Department,266073,14011,176,359,83,41,97
P27_22,2020,Q2,Odisha,Cuttack,Maternal Health,Kerala Health Department,284652,23659,226,2464,514,154,95
P27_23,2019,Q1,Assam,Dibrugarh,Child Immunization,Assam NRHM,100796,31775,174,4182,78,26,87
P27_24,2019,Q4,Punjab,Ludhiana,TB Control,Assam NRHM,158037,15371,160,154,619,182,70
P27_25,2019,Q2,Punjab,Patiala,TB Control,Assam NRHM,364944,32359,246,2597,589,121,66
P27_26,2020,Q1,Kerala,Thrissur,Maternal Health,Punjab Health Mission,234253,14776,90,3805,536,163,63
P27_27,2018,Q3,Rajasthan,Udaipur,Malaria Control,NHM Odisha,352317,44105,173,1130,437,33,69
