Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P19_0,2018,Q4,Kerala,Kochi,TB Control,State Health Society Rajasthan,181722,5122,24,3915,489,32,71
P19_1,2019,Q2,Assam,Guwahati,Maternal Health,Assam NRHM,366333,41311,74,2408,652,162,80
P19_2,2019,Q4,Odisha,Puri,TB Control,Punjab Health Mission,179766,44192,202,1401,478,108,70
P19_3,2018,Q4,Odisha,Puri,Child Immunization,Assam NRHM,269349,33695,54,4708,678,132,91
P19_4,2020,Q1,Punjab,Amritsar,Nutrition Program,Assam NRHM,389303,44942,147,1109,762,3,70
P19_5,2019,Q2,Rajasthan,Jaipur,Child Immunization,Kerala Health Department,367642,29332,34,2880,733,24,72
P19_6,2018,Q1,Assam,Silchar,TB Control,Kerala Health Department,175036,20079,31,2309,105,188,61
P19_7,2019,Q2,Odisha,Cuttack,Child Immunization,UNICEF India,218357,30134,175,1047,639,143,96
P19_8,2020,Q3,Kerala,Kochi,TB Control,Assam NRHM,233920,22780,174,1759,676,86,60
P19_9,2018,Q1,Odisha,Cuttack,Malaria Control,Punjab Health Mission,124686,43628,190,3107,629,58,78
P19_10,2020,Q4,Kerala,Kochi,Nutrition Program,CARE India,275272,40012,191,3476,55,176,64
P19_11,2019,Q3,Kerala,Thrissur,Maternal Health,UNICEF India,163047,14657,209,3236,737,99,66
P19_12,2019,Q2,Kerala,Thrissur,Maternal Health,CARE India,147603,48542,31,2179,124,70,76
P19_13,2018,Q1,Punjab,Patiala,Child Immunization,Punjab Health Mission,95324,43430,104,209,532,49,89
P19_14,2018,Q4,Rajasthan,Jaipur,Nutrition Program,Kerala Health Department,108430,21327,173,2269,460,88,64
P19_15,2020,Q2,Rajasthan,Jaipur,Maternal Health,Punjab Health Mission,184122,42315,70,1055,487,191,88
P19_16,2020,Q3,Odisha,Cuttack,TB Control,UNICEF India,107687,14585,172,151,418,185,78
P19_17,2018,Q4,Odisha,Cuttack,Maternal Health,Punjab Health Mission,260064,28432,66,543,246,42,74
