Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE22_REC00000,2017,Jan,Karnataka,Mysuru,CARE India,277535,286,222,950,953,5,260,96,Medium
FILE22_REC00001,2018,Jan,Gujarat,Surat,WHO India,250536,198,1301,1602,750,211,297,57,Medium
FILE22_REC00002,2018,May,Tamil Nadu,Coimbatore,NHM,249954,56,1422,2165,564,46,36,29,High
FILE22_REC00003,2016,Jun,Gujarat,Ahmedabad,UNICEF India,95673,208,578,2049,1127,360,162,57,Low
FILE22_REC00004,2016,Apr,Tamil Nadu,Coimbatore,UNICEF India,253237,197,830,2296,1174,127,186,39,Medium
FILE22_REC00005,2019,Apr,Karnataka,Bengaluru,UNICEF India,247250,130,1246,1148,395,346,279,90,Medium
FILE22_REC00006,2016,Jun,Tamil Nadu,Madurai,UNICEF India,298207,97,1044,2300,645,230,191,159,Low
FILE22_REC00007,2016,Apr,Maharashtra,Mumbai,UNICEF India,73354,195,751,947,1154,309,113,61,Low
FILE22_REC00008,2016,Jan,Uttar Pradesh,Lucknow,Smile Foundation,186600,75,824,1904,980,76,206,101,Low
FILE22_REC00009,2018,Aug,Uttar Pradesh,Varanasi,HMIS,150631,105,1343,1216,212,296,212,54,Medium
FILE22_REC00010,2019,Apr,Uttar Pradesh,Agra,UNICEF India,248871,50,1338,1442,785,309,63,177,Medium
FILE22_REC00011,2017,Aug,Gujarat,Ahmedabad,HMIS,212361,65,224,1099,331,369,103,35,High
FILE22_REC00012,2019,Jun,Karnataka,Hubli,UNICEF India,162993,108,601,1464,806,398,91,65,High
FILE22_REC00013,2016,Feb,Tamil Nadu,Chennai,NHM,264205,73,237,2140,978,176,67,136,Medium
FILE22_REC00014,2018,Apr,Uttar Pradesh,Varanasi,NFHS,151898,172,656,1746,404,293,84,93,Medium
FILE22_REC00015,2018,Jan,Maharashtra,Nagpur,HMIS,84615,95,1293,564,942,58,162,19,Low
FILE22_REC00016,2018,Jan,Maharashtra,Mumbai,NFHS,75065,79,663,1950,1171,284,126,172,Low
FILE22_REC00017,2018,Feb,Gujarat,Surat,NHM,262121,147,192,1617,1008,269,40,6,High
FILE22_REC00018,2018,Jun,Gujarat,Ahmedabad,NHM,118103,183,1417,1994,273,296,145,70,Low
FILE22_REC00019,2018,Jan,Karnataka,Hubli,UNICEF India,251491,178,137,2246,1173,185,203,37,Low
FILE22_REC00020,2018,May,Maharashtra,Nagpur,HMIS,152790,185,234,494,733,216,162,172,Medium
FILE22_REC00021,2018,Jan,Gujarat,Ahmedabad,WHO India,274655,270,1249,1337,187,52,263,68,Low
FILE22_REC00022,2018,Aug,Uttar Pradesh,Varanasi,HMIS,216810,82,799,1326,253,233,131,3,Medium
FILE22_REC00023,2018,Jan,Uttar Pradesh,Agra,Smile Foundation,164325,185,864,767,451,310,119,121,Medium
FILE22_REC00024,2019,Feb,Gujarat,Surat,Smile Foundation,57291,285,1058,1854,75,322,275,70,Medium
FILE22_REC00025,2018,Aug,Maharashtra,Mumbai,CARE India,102765,163,388,656,1004,97,182,144,Medium
FILE22_REC00026,2018,Apr,Tamil Nadu,Coimbatore,NHM,287269,265,491,1841,532,246,134,73,Medium
FILE22_REC00027,2019,Apr,Maharashtra,Nagpur,CARE India,108453,122,759,1736,1159,120,98,73,High
FILE22_REC00028,2016,Mar,Uttar Pradesh,Lucknow,Smile Foundation,185933,87,1316,1703,750,2,292,106,Medium
FILE22_REC00029,2017,Apr,Tamil Nadu,Chennai,CARE India,241443,127,254,1121,581,202,235,19,Low
FILE22_REC00030,2019,Jul,Uttar Pradesh,Agra,NHM,84574,269,321,1650,923,45,203,27,Medium
FILE22_REC00031,2019,Mar,Uttar Pradesh,Varanasi,CARE India,183405,189,732,343,202,102,104,189,Medium
FILE22_REC00032,2018,May,Uttar Pradesh,Lucknow,UNICEF India,154030,60,881,1644,1036,120,125,188,High
