Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE3_REC00000,2019,Jul,Maharashtra,Pune,WHO India,198599,140,524,974,487,332,287,20,Low
FILE3_REC00001,2018,Apr,Maharashtra,Pune,NHM,203640,182,953,498,236,152,246,101,High
FILE3_REC00002,2018,Apr,Maharashtra,Pune,Smile Foundation,102149,278,698,1194,356,232,236,170,Medium
FILE3_REC00003,2018,May,Tamil Nadu,Chennai,NHM,215324,174,192,2259,60,11,102,189,High
FILE3_REC00004,2018,Jan,Tamil Nadu,Coimbatore,Smile Foundation,85017,158,1005,1653,1135,236,7,68,Low
FILE3_REC00005,2019,Feb,Maharashtra,Pune,NFHS,181027,287,487,2368,93,165,134,103,Low
FILE3_REC00006,2018,May,Maharashtra,Nagpur,NHM,92901,292,912,2331,88,224,173,119,Medium
FILE3_REC00007,2019,Mar,Gujarat,Surat,NHM,235804,143,983,1575,1049,368,215,146,Medium
FILE3_REC00008,2019,Aug,Maharashtra,Nagpur,WHO India,226639,92,1132,874,1039,167,251,32,Low
FILE3_REC00009,2018,Feb,Karnataka,Hubli,CARE India,277816,232,841,2427,334,329,26,182,Low
FILE3_REC00010,2018,Jun,Maharashtra,Mumbai,NHM,58231,61,1418,2079,785,277,54,32,High
FILE3_REC00011,2019,Jul,Tamil Nadu,Madurai,Smile Foundation,51073,67,1366,661,824,248,32,10,High
FILE3_REC00012,2018,May,Gujarat,Ahmedabad,UNICEF India,279782,99,287,1695,636,359,281,35,High
FILE3_REC00013,2019,Feb,Karnataka,Mysuru,UNICEF India,163005,276,549,1379,1156,303,142,5,High
FILE3_REC00014,2019,Feb,Uttar Pradesh,Varanasi,CARE India,84748,94,1497,1672,503,12,148,19,Medium
FILE3_REC00015,2019,Jun,Tamil Nadu,Coimbatore,NFHS,189976,230,309,1913,453,272,229,181,Low
FILE3_REC00016,2018,Feb,Karnataka,Mysuru,Smile Foundation,261462,120,362,211,1034,128,236,33,High
FILE3_REC00017,2019,Jun,Maharashtra,Mumbai,NFHS,247902,183,969,324,407,44,222,0,Low
FILE3_REC00018,2018,Aug,Karnataka,Hubli,HMIS,109341,173,297,780,591,185,172,7,Low
FILE3_REC00019,2018,Feb,Gujarat,Vadodara,WHO India,88672,264,721,1471,110,52,20,187,Low
FILE3_REC00020,2019,Jun,Uttar Pradesh,Agra,Smile Foundation,153697,99,1029,1147,1073,257,143,7,Medium
FILE3_REC00021,2019,Mar,Gujarat,Vadodara,CARE India,174014,206,1310,321,269,216,277,11,Medium
FILE3_REC00022,2020,Feb,Uttar Pradesh,Agra,Smile Foundation,212816,101,1320,287,449,364,44,42,High
FILE3_REC00023,2018,May,Tamil Nadu,Coimbatore,NHM,256158,270,408,544,833,328,138,86,Low
FILE3_REC00024,2019,Apr,Tamil Nadu,Madurai,HMIS,89939,205,1096,1719,110,343,139,41,Medium
FILE3_REC00025,2020,Jan,Gujarat,Vadodara,CARE India,274803,136,725,288,661,196,122,48,Medium
FILE3_REC00026,2020,Jun,Tamil Nadu,Chennai,UNICEF India,142288,231,1452,716,823,44,90,94,High
FILE3_REC00027,2018,Apr,Tamil Nadu,Coimbatore,CARE India,76818,288,801,2400,552,159,39,149,High
FILE3_REC00028,2020,Aug,Maharashtra,Mumbai,CARE India,198922,104,812,828,312,354,81,189,High
FILE3_REC00029,2018,May,Tamil Nadu,Madurai,Smile Foundation,111874,113,565,2087,538,341,95,72,Low
FILE3_REC00030,2018,Jul,Gujarat,Vadodara,CARE India,180641,137,445,1611,1070,6,1,51,High
FILE3_REC00031,2018,Aug,Maharashtra,Nagpur,Smile Foundation,183151,278,1308,2069,731,106,223,70,Medium
FILE3_REC00032,2018,Apr,Maharashtra,Mumbai,HMIS,156734,121,1282,2395,1027,191,161,165,High
FILE3_REC00033,2018,Jun,Tamil Nadu,Madurai,NHM,274410,100,575,1273,350,240,264,21,Low
FILE3_REC00034,2020,Jun,Karnataka,Bengaluru,CARE India,200523,287,361,2104,177,44,26,197,Low
FILE3_REC00035,2019,Jan,Tamil Nadu,Chennai,CARE India,274215,147,370,892,922,22,183,133,Medium
FILE3_REC00036,2019,May,Maharashtra,Nagpur,WHO India,90958,203,1130,885,735,330,103,41,High
FILE3_REC00037,2020,Aug,Tamil Nadu,Coimbatore,Smile Foundation,258560,238,173,1195,644,284,48,197,Medium
FILE3_REC00038,2020,Feb,Uttar Pradesh,Varanasi,NHM,57453,199,911,1195,245,211,299,117,Medium
FILE3_REC00039,2019,Jan,Maharashtra,Mumbai,Smile Foundation,229496,53,1499,1386,390,207,251,11,Medium
FILE3_REC00040,2018,Feb,Uttar Pradesh,Lucknow,NHM,279954,228,572,2475,200,178,191,81,High
FILE3_REC00041,2020,Apr,Uttar Pradesh,Lucknow,UNICEF India,97549,276,632,1367,790,46,210,16,Low
FILE3_REC00042,2018,Jul,Uttar Pradesh,Varanasi,NFHS,142438,68,964,2465,351,247,81,58,Medium
FILE3_REC00043,2018,Jul,Karnataka,Mysuru,CARE India,130315,59,640,2354,728,165,181,127,High
FILE3_REC00044,2020,May,Tamil Nadu,Coimbatore,WHO India,258348,223,1404,556,421,260,101,138,High
FILE3_REC00045,2019,Mar,Gujarat,Ahmedabad,UNICEF India,180316,177,342,1463,456,328,67,167,Low
FILE3_REC00046,2018,Mar,Tamil Nadu,Chennai,WHO India,182383,86,1254,660,1112,319,32,36,High
FILE3_REC00047,2019,Aug,Tamil Nadu,Madurai,CARE India,60529,69,783,1143,514,36,229,53,Low
FILE3_REC00048,2019,Jun,Tamil Nadu,Chennai,NHM,193168,138,1171,1144,764,335,45,16,Low
FILE3_REC00049,2020,Jun,Uttar Pradesh,Agra,WHO India,255826,205,122,1110,1034,77,133,3,High
FILE3_REC00050,2020,Jun,Maharashtra,Pune,HMIS,234143,84,378,519,386,141,232,83,Medium
FILE3_REC00051,2018,Jan,Tamil Nadu,Coimbatore,CARE India,258577,292,1411,2122,1170,112,182,148,High
FILE3_REC00052,2020,Aug,Karnataka,Hubli,Smile Foundation,96713,240,892,2165,597,20,82,165,Low
FILE3_REC00053,2019,Aug,Gujarat,Surat,NFHS,119193,137,1210,1577,204,206,142,12,High
