Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P24_0,2020,Q2,Odisha,Puri,Maternal Health,Punjab Health Mission,394026,18244,240,2994,420,168,69
P24_1,2024,Q2,Rajasthan,Udaipur,TB Control,UNICEF India,188461,9832,106,4320,710,100,90
P24_2,2025,Q3,Kerala,Thrissur,TB Control,Kerala Health Department,43852,29722,106,1109,655,51,84
P24_3,2022,Q2,Kerala,Kozhikode,Maternal Health,NHM Odisha,361538,34218,92,2664,601,20,90
P24_4,2024,Q3,Odisha,Puri,Nutrition Program,UNICEF India,306049,44469,223,1008,588,83,71
P24_5,2022,Q2,Rajasthan,Udaipur,Child Immunization,Punjab Health Mission,312121,42922,222,2881,107,41,95
P24_6,2025,Q2,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,344222,22949,29,1526,275,122,72
P24_7,2023,Q4,Punjab,Amritsar,Child Immunization,Kerala Health Department,164406,35809,227,3448,407,115,88
P24_8,2021,Q1,Odisha,Cuttack,Nutrition Program,CARE India,58377,21243,194,4434,608,24,87
P24_9,2020,Q3,Odisha,Cuttack,Malaria Control,State Health Society Rajasthan,245947,25827,123,3991,97,156,67
P24_10,2024,Q2,Assam,Silchar,Child Immunization,UNICEF India,183383,10453,126,3364,131,165,77
P24_11,2021,Q4,Odisha,Puri,TB Control,Kerala Health Department,209846,23366,167,2012,738,51,78
P24_12,2024,Q4,Assam,Silchar,Nutrition Program,Assam NRHM,160897,32031,104,2527,771,82,97
P24_13,2024,Q4,Punjab,Amritsar,Maternal Health,UNICEF India,258013,39990,173,3297,308,95,76
P24_14,2020,Q2,Punjab,Patiala,Child Immunization,Kerala Health Department,200849,9200,154,2699,364,30,86
P24_15,2021,Q4,Assam,Silchar,Child Immunization,State Health Society Rajasthan,234784,29650,142,2571,486,164,78
P24_16,2025,Q2,Kerala,Kozhikode,Malaria Control,Punjab Health Mission,337582,28947,99,3225,220,70,91
P24_17,2020,Q3,Kerala,Kozhikode,Malaria Control,Punjab Health Mission,301929,7192,188,825,485,147,89
P24_18,2022,Q1,Punjab,Amritsar,Maternal Health,CARE India,175733,39456,130,2176,771,6,76
P24_19,2022,Q3,Odisha,Puri,TB Control,NHM Odisha,372437,16477,82,178,681,159,72
P24_20,2025,Q4,Odisha,Cuttack,TB Control,CARE India,354450,29683,49,3800,795,159,95
P24_21,2021,Q3,Punjab,Ludhiana,Nutrition Program,Punjab Health Mission,105745,9643,249,1394,54,29,81
P24_22,2023,Q4,Odisha,Cuttack,Maternal Health,State Health Society Rajasthan,376549,31598,99,3077,769,66,61
P24_23,2023,Q4,Odisha,Bhubaneswar,Nutrition Program,Kerala Health Department,381977,37500,249,751,133,181,88
P24_24,2025,Q2,Punjab,Ludhiana,Malaria Control,CARE India,272609,10569,51,623,605,59,88
P24_25,2022,Q1,Kerala,Kozhikode,Child Immunization,Assam NRHM,81282,28393,60,669,179,79,86
P24_26,2022,Q3,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,356556,11096,125,1261,257,191,64
P24_27,2020,Q1,Assam,Silchar,Maternal Health,Assam NRHM,313142,33882,61,2622,711,57,85
P24_28,2022,Q1,Assam,Silchar,Nutrition Program,UNICEF India,40295,27645,159,180,228,131,80
P24_29,2024,Q4,Kerala,Kochi,Malaria Control,UNICEF India,156043,17250,181,711,88,165,66
P24_30,2024,Q4,Kerala,Thrissur,Malaria Control,NHM Odisha,206205,22450,162,1757,767,76,65
P24_31,2023,Q1,Odisha,Cuttack,Child Immunization,State Health Society Rajasthan,364805,15813,149,1507,743,175,85
P24_32,2022,Q4,Assam,Dibrugarh,Child Immunization,CARE India,258414,36148,114,3107,155,178,72
P24_33,2023,Q2,Assam,Dibrugarh,Malaria Control,NHM Odisha,122137,29248,229,3997,767,26,68
P24_34,2025,Q2,Odisha,Puri,TB Control,Punjab Health Mission,237678,26159,126,792,69,150,96
P24_35,2025,Q2,Punjab,Amritsar,Malaria Control,NHM Odisha,158316,33590,79,4839,166,78,87
P24_36,2020,Q1,Odisha,Puri,Maternal Health,Kerala Health Department,215448,39018,120,1048,376,120,81
P24_37,2020,Q3,Kerala,Kozhikode,TB Control,NHM Odisha,150485,19315,249,2910,268,76,92
P24_38,2022,Q1,Rajasthan,Udaipur,TB Control,State Health Society Rajasthan,364505,9661,150,4749,138,136,92
P24_39,2021,Q2,Odisha,Puri,Maternal Health,State Health Society Rajasthan,243943,31351,104,3142,324,93,88
P24_40,2025,Q4,Rajasthan,Jaipur,Nutrition Program,Assam NRHM,378843,32932,108,382,318,42,78
P24_41,2025,Q2,Assam,Dibrugarh,TB Control,Kerala Health Department,377192,13052,125,3080,56,9,79
P24_42,2022,Q2,Kerala,Thrissur,Malaria Control,Kerala Health Department,364995,16860,137,4680,439,16,69
P24_43,2021,Q2,Odisha,Bhubaneswar,Nutrition Program,State Health Society Rajasthan,149498,27585,115,1384,407,13,83
P24_44,2022,Q3,Odisha,Cuttack,Child Immunization,Punjab Health Mission,298474,15447,199,2990,238,96,89
P24_45,2024,Q4,Punjab,Patiala,Nutrition Program,Kerala Health Department,44649,47824,49,3950,162,43,89
P24_46,2020,Q1,Assam,Silchar,TB Control,CARE India,339457,33673,212,3026,275,99,72
P24_47,2020,Q3,Punjab,Ludhiana,Maternal Health,UNICEF India,380830,23627,194,4152,165,96,98
P24_48,2025,Q4,Odisha,Puri,Malaria Control,CARE India,178824,35028,53,1380,207,101,73
P24_49,2024,Q4,Punjab,Ludhiana,Maternal Health,CARE India,116181,36956,40,4505,53,50,69
P24_50,2022,Q2,Punjab,Amritsar,Child Immunization,UNICEF India,221810,48777,113,3055,405,156,78
P24_51,2024,Q3,Kerala,Thrissur,Child Immunization,Assam NRHM,183997,14042,75,4244,368,149,94
P24_52,2025,Q3,Assam,Dibrugarh,Nutrition Program,NHM Odisha,88798,36793,130,4909,657,16,88
P24_53,2020,Q1,Punjab,Amritsar,TB Control,Kerala Health Department,332420,27451,105,2103,531,133,71
P24_54,2023,Q2,Assam,Guwahati,Child Immunization,UNICEF India,95488,38382,102,681,425,181,74
P24_55,2020,Q2,Punjab,Ludhiana,Nutrition Program,State Health Society Rajasthan,46001,21265,241,4265,356,117,92
P24_56,2021,Q3,Rajasthan,Udaipur,Nutrition Program,State Health Society Rajasthan,131186,7795,118,4108,439,61,94
P24_57,2024,Q2,Rajasthan,Jaipur,TB Control,Punjab Health Mission,150414,24358,218,4346,732,176,88
P24_58,2022,Q2,Odisha,Cuttack,Nutrition Program,UNICEF India,279272,39503,114,292,194,30,69
P24_59,2022,Q3,Punjab,Amritsar,TB Control,Punjab Health Mission,160318,7750,208,1151,775,44,75
P24_60,2023,Q2,Rajasthan,Jodhpur,Nutrition Program,UNICEF India,181001,21623,112,3035,182,83,84
P24_61,2021,Q1,Rajasthan,Udaipur,Child Immunization,Punjab Health Mission,53523,49640,174,470,610,182,95
P24_62,2024,Q1,Odisha,Bhubaneswar,Child Immunization,Punjab Health Mission,139935,49042,201,4098,666,4,95
P24_63,2020,Q4,Rajasthan,Udaipur,Maternal Health,UNICEF India,242689,36810,32,3374,621,31,61
P24_64,2025,Q4,Punjab,Amritsar,Child Immunization,CARE India,391172,40628,202,1644,650,174,96
P24_65,2021,Q1,Rajasthan,Jodhpur,Nutrition Program,Kerala Health Department,227901,28182,213,974,394,101,64
P24_66,2021,Q3,Kerala,Kozhikode,Child Immunization,Assam NRHM,258208,41120,211,2414,636,51,74
P24_67,2020,Q4,Odisha,Cuttack,Nutrition Program,CARE India,252845,6503,132,1508,252,115,79
P24_68,2023,Q3,Odisha,Cuttack,Maternal Health,Punjab Health Mission,109380,44521,99,3321,462,113,71
P24_69,2020,Q3,Rajasthan,Jaipur,Maternal Health,UNICEF India,86941,17692,64,4404,412,127,91
P24_70,2025,Q4,Rajasthan,Jaipur,TB Control,NHM Odisha,125962,14054,168,4414,723,35,66
P24_71,2024,Q2,Punjab,Patiala,Malaria Control,UNICEF India,201797,35388,246,2931,178,140,75
P24_72,2025,Q4,Kerala,Thrissur,Nutrition Program,Assam NRHM,392659,18275,163,4922,173,151,67
P24_73,2024,Q3,Rajasthan,Udaipur,TB Control,Assam NRHM,387371,47833,208,2719,365,128,95
