Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P8_0,2020,Q3,Punjab,Ludhiana,Child Immunization,CARE India,223791,28838,170,276,435,181,85
P8_1,2020,Q3,Rajasthan,Udaipur,Nutrition Program,Kerala Health Department,381467,18703,118,1881,434,23,68
P8_2,2021,Q2,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,133673,6125,196,3098,692,182,93
P8_3,2023,Q4,Rajasthan,Jaipur,Child Immunization,UNICEF India,188607,13815,142,3443,229,147,76
P8_4,2020,Q4,Odisha,Cuttack,Child Immunization,Punjab Health Mission,320055,8393,131,3465,342,157,65
P8_5,2019,Q2,Rajasthan,Jodhpur,Nutrition Program,Assam NRHM,339532,18945,200,807,153,41,78
P8_6,2021,Q4,Kerala,Thrissur,Child Immunization,State Health Society Rajasthan,242173,23565,191,2251,580,25,76
P8_7,2023,Q2,Kerala,Thrissur,Nutrition Program,UNICEF India,123045,13705,242,3735,215,16,95
P8_8,2019,Q3,Odisha,Puri,Malaria Control,Punjab Health Mission,330469,16747,229,2705,261,189,66
P8_9,2019,Q2,Kerala,Kochi,TB Control,UNICEF India,200143,28087,96,3079,444,90,87
P8_10,2023,Q1,Assam,Guwahati,Nutrition Program,Assam NRHM,145281,19723,87,2851,384,70,96
P8_11,2019,Q4,Punjab,Ludhiana,Malaria Control,State Health Society Rajasthan,166609,23199,24,1028,422,165,95
P8_12,2019,Q1,Odisha,Puri,Child Immunization,Kerala Health Department,352227,29631,66,2340,727,127,77
P8_13,2018,Q4,Odisha,Puri,Child Immunization,Punjab Health Mission,277437,26961,193,3792,575,158,67
P8_14,2020,Q3,Rajasthan,Jaipur,TB Control,Kerala Health Department,134410,25957,80,4900,298,132,62
P8_15,2018,Q1,Kerala,Kochi,Maternal Health,CARE India,185829,27283,98,3887,388,63,61
P8_16,2018,Q3,Kerala,Kozhikode,Child Immunization,Punjab Health Mission,183414,26049,88,2545,483,131,74
P8_17,2021,Q2,Punjab,Amritsar,Malaria Control,NHM Odisha,284708,13592,191,4899,546,146,83
P8_18,2020,Q4,Assam,Guwahati,Nutrition Program,UNICEF India,236751,26728,123,1095,722,78,85
P8_19,2022,Q2,Odisha,Cuttack,Maternal Health,CARE India,359466,14331,125,4057,773,138,66
P8_20,2023,Q1,Assam,Silchar,TB Control,CARE India,366878,34861,161,3800,124,16,94
P8_21,2023,Q1,Punjab,Patiala,Child Immunization,Kerala Health Department,131994,34839,189,3530,356,59,80
P8_22,2020,Q4,Kerala,Thrissur,TB Control,UNICEF India,355192,17189,227,610,658,150,97
P8_23,2018,Q4,Kerala,Thrissur,Malaria Control,CARE India,140288,28042,47,4748,431,90,84
P8_24,2019,Q3,Kerala,Kozhikode,Nutrition Program,NHM Odisha,90534,43666,63,2223,88,179,68
P8_25,2018,Q1,Rajasthan,Jodhpur,Maternal Health,Kerala Health Department,140334,29644,190,1883,566,26,97
P8_26,2020,Q2,Rajasthan,Udaipur,Nutrition Program,Assam NRHM,291897,9650,40,2807,416,0,64
P8_27,2019,Q1,Punjab,Amritsar,Maternal Health,Kerala Health Department,77714,41530,119,2627,784,50,64
P8_28,2021,Q3,Punjab,Patiala,Nutrition Program,NHM Odisha,98042,7866,206,2119,661,64,94
P8_29,2023,Q4,Punjab,Amritsar,Malaria Control,Kerala Health Department,397444,21643,125,3072,384,155,81
