Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
F56_REC00000,2024,Apr,Bihar,Muzaffarpur,NFHS,481719,61,246,1669,259,198,109,55,Low
F56_REC00001,2024,Sep,Tamil Nadu,Madurai,CARE India,135371,287,1351,2351,1112,218,306,8,High
F56_REC00002,2025,Jan,Bihar,Patna,Smile Foundation,243452,194,603,1024,1196,246,24,112,Medium
F56_REC00003,2023,Apr,Maharashtra,Nagpur,NHM,461445,282,1816,1322,101,44,275,49,Medium
F56_REC00004,2022,Jan,Uttar Pradesh,Lucknow,UNICEF India,208857,41,1255,2671,1264,481,285,143,High
F56_REC00005,2022,Aug,West Bengal,Howrah,NFHS,326276,387,873,2953,360,189,50,57,High
F56_REC00006,2026,Sep,West Bengal,Kolkata,Smile Foundation,87034,352,248,227,482,369,214,261,Medium
F56_REC00007,2022,Aug,Bihar,Muzaffarpur,UNICEF India,409292,96,968,1793,1161,362,305,128,Medium
F56_REC00008,2026,Apr,West Bengal,Howrah,HMIS,137291,71,207,1144,1407,27,160,163,Low
F56_REC00009,2022,Jun,West Bengal,Howrah,UNICEF India,63943,280,1411,2511,1492,137,167,11,High
F56_REC00010,2022,Mar,Karnataka,Hubli,HMIS,402921,357,201,1932,97,300,200,177,Low
F56_REC00011,2023,Jan,Karnataka,Bengaluru,HMIS,381368,30,414,611,952,451,179,188,Low
F56_REC00012,2023,Aug,Maharashtra,Pune,CARE India,156033,225,1437,685,920,388,177,2,Medium
F56_REC00013,2026,Jan,Tamil Nadu,Chennai,Doctors For You,174622,192,1634,305,123,56,253,19,Low
F56_REC00014,2023,Sep,West Bengal,Kolkata,Doctors For You,54657,216,1893,2657,414,250,32,178,High
F56_REC00015,2024,Apr,Uttar Pradesh,Lucknow,WHO India,389176,235,709,2757,188,377,310,266,Low
F56_REC00016,2022,Jul,Uttar Pradesh,Agra,NHM,282417,183,1093,2029,842,68,180,233,High
F56_REC00017,2025,Mar,Tamil Nadu,Chennai,Smile Foundation,334280,304,431,2185,562,157,86,101,Low
F56_REC00018,2024,Apr,Tamil Nadu,Madurai,Doctors For You,418060,66,674,2316,1172,24,282,31,Medium
F56_REC00019,2023,Sep,Maharashtra,Nagpur,NFHS,225913,195,486,2030,482,258,344,299,Medium
F56_REC00020,2024,Sep,Maharashtra,Nagpur,HMIS,406866,75,136,808,307,447,135,150,High
F56_REC00021,2022,Mar,Maharashtra,Nagpur,HMIS,300899,295,747,863,1426,297,282,144,High
F56_REC00022,2025,Jan,Uttar Pradesh,Lucknow,CARE India,76663,76,1095,392,325,290,214,189,Medium
F56_REC00023,2023,Apr,Uttar Pradesh,Lucknow,UNICEF India,424257,377,1937,681,1184,360,397,167,Medium
F56_REC00024,2022,Mar,Tamil Nadu,Madurai,CARE India,498950,270,517,1122,1142,264,311,133,Medium
F56_REC00025,2024,Jul,Maharashtra,Nagpur,UNICEF India,364253,390,317,720,109,387,141,190,Low
F56_REC00026,2025,Feb,Karnataka,Hubli,Doctors For You,346875,92,1079,2000,485,233,144,131,Medium
F56_REC00027,2025,Sep,West Bengal,Kolkata,WHO India,74348,211,936,2088,869,480,317,1,High
F56_REC00028,2024,Jul,Tamil Nadu,Coimbatore,HMIS,328420,43,1524,1659,564,248,200,42,High
F56_REC00029,2023,May,West Bengal,Howrah,CARE India,351987,225,1894,1503,1034,258,156,260,Low
F56_REC00030,2026,Jun,Uttar Pradesh,Agra,Smile Foundation,264490,376,689,678,1148,343,287,204,Medium
F56_REC00031,2024,Apr,Uttar Pradesh,Varanasi,CARE India,366338,346,268,2512,987,345,268,106,Medium
F56_REC00032,2024,Jul,Bihar,Gaya,NFHS,394088,124,1790,2974,574,32,92,139,Medium
F56_REC00033,2022,Jul,Bihar,Patna,UNICEF India,91811,212,949,341,628,188,384,115,High
F56_REC00034,2022,Jul,Tamil Nadu,Coimbatore,Doctors For You,427156,163,1354,1747,408,92,389,16,Medium
F56_REC00035,2022,Sep,Gujarat,Vadodara,CARE India,368980,330,1244,1280,166,71,38,201,Medium
F56_REC00036,2024,Feb,Maharashtra,Nagpur,UNICEF India,410089,283,484,1305,952,64,148,163,Medium
F56_REC00037,2023,Sep,Karnataka,Hubli,NFHS,226319,44,574,2010,178,419,345,243,Medium
F56_REC00038,2026,Aug,Bihar,Patna,NHM,311652,334,1404,397,1211,262,391,254,Low
F56_REC00039,2025,Jan,Bihar,Muzaffarpur,Doctors For You,240912,233,255,898,716,425,24,163,Medium
F56_REC00040,2026,Feb,Maharashtra,Nagpur,NFHS,459544,284,106,1203,464,193,376,291,Low
F56_REC00041,2022,Apr,Tamil Nadu,Madurai,HMIS,58363,327,284,909,515,122,141,76,Medium
F56_REC00042,2023,Jun,Gujarat,Vadodara,CARE India,61279,82,573,1272,1280,65,399,72,Medium
F56_REC00043,2024,Aug,Gujarat,Surat,NHM,377176,44,1021,1308,252,382,68,166,High
F56_REC00044,2023,Jun,Gujarat,Ahmedabad,NFHS,432190,350,1722,363,112,107,388,81,Medium
F56_REC00045,2024,Aug,West Bengal,Howrah,WHO India,248668,263,1906,2484,508,437,380,216,High
F56_REC00046,2022,May,Uttar Pradesh,Varanasi,WHO India,295440,258,844,1162,335,434,213,85,Low
F56_REC00047,2024,Apr,Uttar Pradesh,Lucknow,NFHS,484595,378,1878,807,472,378,79,16,High
F56_REC00048,2023,Apr,Tamil Nadu,Chennai,NHM,276640,142,1347,2496,638,382,43,190,Low
F56_REC00049,2023,Mar,Maharashtra,Mumbai,UNICEF India,58100,155,244,1295,511,136,332,260,Medium
F56_REC00050,2026,Feb,Bihar,Gaya,Smile Foundation,401480,214,122,1313,313,493,134,208,High
F56_REC00051,2024,Aug,Bihar,Gaya,Doctors For You,340901,343,247,850,1311,206,288,74,Low
F56_REC00052,2022,Aug,Uttar Pradesh,Agra,NFHS,114312,136,367,442,1372,183,126,191,Medium
F56_REC00053,2022,May,Bihar,Muzaffarpur,NFHS,178045,70,147,2834,1064,255,213,176,Medium
F56_REC00054,2026,Jul,Bihar,Gaya,NHM,169640,276,1914,1246,1467,76,370,152,Low
