Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P14_0,2020,Q1,Assam,Silchar,Maternal Health,State Health Society Rajasthan,222899,38738,202,727,562,106,93
P14_1,2022,Q1,Kerala,Kochi,Malaria Control,Punjab Health Mission,154747,31868,241,3032,678,49,62
P14_2,2020,Q3,Punjab,Patiala,Maternal Health,NHM Odisha,258730,29830,88,4415,133,151,85
P14_3,2021,Q3,Rajasthan,Jodhpur,Malaria Control,CARE India,280028,42265,31,126,392,163,81
P14_4,2019,Q4,Kerala,Kochi,Child Immunization,NHM Odisha,202707,8469,67,3241,605,21,79
P14_5,2020,Q2,Odisha,Cuttack,Malaria Control,State Health Society Rajasthan,68373,25649,191,657,218,192,79
P14_6,2021,Q4,Punjab,Amritsar,Malaria Control,Punjab Health Mission,324919,23408,163,1190,606,23,75
P14_7,2020,Q1,Rajasthan,Jaipur,Child Immunization,CARE India,42198,32393,47,3512,508,200,65
P14_8,2022,Q4,Punjab,Ludhiana,Malaria Control,NHM Odisha,258654,37248,37,4130,190,42,96
P14_9,2022,Q2,Rajasthan,Jodhpur,Nutrition Program,CARE India,371087,12466,225,2111,210,189,62
P14_10,2022,Q1,Rajasthan,Jodhpur,Maternal Health,Assam NRHM,282823,9119,199,1606,585,173,61
P14_11,2022,Q4,Rajasthan,Udaipur,Maternal Health,CARE India,201212,6564,236,2917,756,186,89
P14_12,2019,Q4,Rajasthan,Jodhpur,Maternal Health,State Health Society Rajasthan,119822,12922,111,215,148,135,60
P14_13,2022,Q1,Rajasthan,Udaipur,TB Control,Punjab Health Mission,188399,36664,52,106,670,194,71
P14_14,2020,Q2,Rajasthan,Udaipur,TB Control,State Health Society Rajasthan,156796,41567,170,1042,527,164,94
P14_15,2020,Q1,Odisha,Puri,Malaria Control,State Health Society Rajasthan,279685,29070,165,3620,502,198,90
P14_16,2019,Q4,Punjab,Ludhiana,Child Immunization,Punjab Health Mission,170156,21110,38,2074,53,94,65
P14_17,2020,Q3,Rajasthan,Jaipur,Child Immunization,State Health Society Rajasthan,136106,16238,149,4739,258,187,61
P14_18,2022,Q2,Punjab,Amritsar,Maternal Health,CARE India,166390,11698,48,3431,754,130,60
P14_19,2020,Q1,Rajasthan,Jodhpur,Malaria Control,Punjab Health Mission,106010,15610,230,1581,677,165,86
P14_20,2019,Q1,Rajasthan,Jodhpur,Malaria Control,CARE India,269859,15198,226,4185,117,154,93
P14_21,2022,Q1,Assam,Guwahati,Maternal Health,Punjab Health Mission,70825,11939,181,1954,130,5,75
P14_22,2021,Q4,Kerala,Kochi,Nutrition Program,Punjab Health Mission,251685,44527,207,1647,391,107,96
P14_23,2020,Q2,Punjab,Patiala,Maternal Health,Assam NRHM,105638,47157,213,4854,288,143,79
P14_24,2021,Q3,Kerala,Kozhikode,Child Immunization,NHM Odisha,162703,5237,80,3434,603,142,60
