Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
FILE17_REC00000,2018,Jan,Uttar Pradesh,Varanasi,CARE India,287345,201,1275,778,318,340,163,54,High
FILE17_REC00001,2018,Jan,Maharashtra,Mumbai,NFHS,225668,147,459,2030,893,74,271,125,Low
FILE17_REC00002,2016,Aug,Gujarat,Vadodara,Smile Foundation,66156,155,196,1918,1162,319,299,145,High
FILE17_REC00003,2016,Jun,Uttar Pradesh,Agra,HMIS,228665,212,196,974,447,339,121,2,High
FILE17_REC00004,2016,Mar,Maharashtra,Nagpur,Smile Foundation,114890,89,1166,815,306,75,179,151,High
FILE17_REC00005,2016,Mar,Maharashtra,Pune,NHM,266422,189,1015,1670,917,39,228,108,Medium
FILE17_REC00006,2016,Jun,Karnataka,Mysuru,CARE India,124729,216,371,428,620,5,298,140,Low
FILE17_REC00007,2017,Mar,Uttar Pradesh,Agra,WHO India,282502,170,231,699,395,30,128,126,Low
FILE17_REC00008,2018,Apr,Tamil Nadu,Chennai,NFHS,296865,234,426,2127,138,303,120,82,Low
FILE17_REC00009,2017,May,Uttar Pradesh,Agra,UNICEF India,185815,127,589,1176,381,282,182,123,Low
FILE17_REC00010,2017,Jul,Gujarat,Vadodara,NHM,281551,80,543,913,646,25,298,181,Low
FILE17_REC00011,2017,Jan,Maharashtra,Mumbai,NFHS,198603,154,339,1377,734,227,4,18,High
FILE17_REC00012,2017,Jun,Uttar Pradesh,Agra,NHM,81906,200,1491,693,372,276,153,75,Medium
FILE17_REC00013,2018,Feb,Karnataka,Hubli,NHM,188040,180,778,993,611,205,228,65,Low
FILE17_REC00014,2018,Apr,Tamil Nadu,Madurai,NHM,152032,79,966,221,273,317,70,71,High
FILE17_REC00015,2016,May,Karnataka,Hubli,CARE India,223366,237,1210,1150,436,8,147,43,Medium
FILE17_REC00016,2018,Jul,Tamil Nadu,Coimbatore,Smile Foundation,189813,61,154,1790,207,107,8,153,High
FILE17_REC00017,2016,Jul,Karnataka,Hubli,UNICEF India,89983,69,733,977,160,213,247,81,High
FILE17_REC00018,2016,May,Uttar Pradesh,Agra,NFHS,224048,193,1346,831,946,166,176,191,Low
FILE17_REC00019,2018,Aug,Gujarat,Ahmedabad,Smile Foundation,86044,259,1288,1151,158,167,249,14,Low
FILE17_REC00020,2018,Jul,Uttar Pradesh,Lucknow,UNICEF India,163830,296,376,1611,570,198,58,134,High
FILE17_REC00021,2018,Jun,Karnataka,Mysuru,NHM,84831,105,816,343,489,143,12,59,Low
FILE17_REC00022,2017,Jul,Maharashtra,Nagpur,NHM,137059,236,762,2256,524,157,115,48,Low
FILE17_REC00023,2016,Jan,Maharashtra,Mumbai,WHO India,127400,263,348,1228,869,211,88,188,Medium
FILE17_REC00024,2016,Jan,Gujarat,Ahmedabad,NHM,116091,182,1304,835,425,239,292,3,Low
FILE17_REC00025,2017,Mar,Gujarat,Surat,NFHS,66790,260,748,1671,540,47,59,126,Low
FILE17_REC00026,2017,Jul,Tamil Nadu,Madurai,Smile Foundation,77549,264,611,1773,1041,284,263,36,Low
FILE17_REC00027,2016,Aug,Karnataka,Hubli,NFHS,127450,290,694,1917,69,183,275,194,Low
FILE17_REC00028,2018,Jul,Tamil Nadu,Chennai,UNICEF India,84489,78,214,1559,504,326,38,59,Medium
FILE17_REC00029,2017,Apr,Uttar Pradesh,Lucknow,CARE India,118633,229,575,2469,1029,284,96,30,Medium
FILE17_REC00030,2017,Apr,Maharashtra,Mumbai,UNICEF India,281371,73,1022,649,1111,4,192,88,Low
FILE17_REC00031,2016,Feb,Maharashtra,Mumbai,Smile Foundation,228667,203,316,2351,334,192,31,33,Medium
FILE17_REC00032,2017,May,Uttar Pradesh,Varanasi,Smile Foundation,56628,200,584,1539,880,372,62,6,Medium
FILE17_REC00033,2016,Jun,Karnataka,Mysuru,UNICEF India,175281,93,223,1446,1155,186,105,195,High
FILE17_REC00034,2017,Jul,Maharashtra,Pune,UNICEF India,275788,65,803,2464,495,251,137,143,Low
FILE17_REC00035,2018,Feb,Gujarat,Surat,Smile Foundation,215386,90,342,1866,785,260,106,38,Medium
FILE17_REC00036,2018,May,Karnataka,Mysuru,UNICEF India,258825,73,427,1714,729,380,211,178,High
FILE17_REC00037,2016,Jun,Maharashtra,Pune,NFHS,86790,149,1306,2055,258,65,81,182,High
FILE17_REC00038,2016,Aug,Maharashtra,Pune,HMIS,269140,192,913,1930,787,167,133,129,Medium
FILE17_REC00039,2018,Feb,Uttar Pradesh,Lucknow,HMIS,261450,194,565,2100,889,301,89,43,Low
FILE17_REC00040,2018,Aug,Maharashtra,Nagpur,CARE India,291938,180,1268,2428,632,178,142,15,Low
FILE17_REC00041,2017,May,Karnataka,Bengaluru,Smile Foundation,265397,71,1108,866,1099,323,27,1,Low
FILE17_REC00042,2016,Jul,Maharashtra,Pune,HMIS,64483,244,666,660,697,157,155,75,Low
FILE17_REC00043,2016,Feb,Tamil Nadu,Chennai,NHM,72452,105,1117,571,707,178,272,131,High
FILE17_REC00044,2016,Mar,Karnataka,Hubli,HMIS,116086,174,414,1960,1029,145,235,186,High
FILE17_REC00045,2017,Mar,Gujarat,Surat,WHO India,173007,152,558,2328,1186,121,140,168,Medium
FILE17_REC00046,2017,Jun,Tamil Nadu,Madurai,WHO India,291385,220,1076,941,819,160,81,39,Medium
FILE17_REC00047,2018,Jul,Maharashtra,Mumbai,UNICEF India,277747,80,354,2353,520,271,62,148,Low
FILE17_REC00048,2016,Jul,Karnataka,Hubli,NFHS,234650,192,1327,1632,852,204,162,193,High
FILE17_REC00049,2016,Apr,Uttar Pradesh,Varanasi,Smile Foundation,68322,296,443,1264,513,312,60,128,Medium
FILE17_REC00050,2018,Aug,Tamil Nadu,Chennai,HMIS,277208,106,284,2138,655,375,38,94,High
FILE17_REC00051,2017,Aug,Tamil Nadu,Madurai,WHO India,65743,59,1328,1259,1058,6,47,73,High
FILE17_REC00052,2018,Mar,Gujarat,Surat,WHO India,205592,143,462,238,998,308,95,153,High
FILE17_REC00053,2017,May,Karnataka,Hubli,NFHS,269864,130,1136,415,1057,313,25,49,Low
FILE17_REC00054,2017,Apr,Karnataka,Hubli,NFHS,195824,54,258,2297,1102,2,247,3,High
FILE17_REC00055,2016,Apr,Maharashtra,Pune,HMIS,232247,106,382,687,458,137,94,193,Medium
FILE17_REC00056,2016,Jul,Maharashtra,Pune,NFHS,67945,292,1472,1535,849,164,97,134,Medium
FILE17_REC00057,2016,Aug,Karnataka,Bengaluru,Smile Foundation,213781,121,578,1926,1020,355,102,158,Medium
FILE17_REC00058,2018,Jun,Uttar Pradesh,Varanasi,HMIS,279990,291,493,359,1178,188,119,135,Low
FILE17_REC00059,2016,Jul,Maharashtra,Mumbai,Smile Foundation,179541,165,866,1125,612,94,176,48,Medium
FILE17_REC00060,2017,Jul,Karnataka,Hubli,CARE India,66579,62,373,2354,137,272,136,53,Low
FILE17_REC00061,2017,Jan,Maharashtra,Nagpur,UNICEF India,283679,109,360,322,601,376,63,163,High
FILE17_REC00062,2018,Mar,Uttar Pradesh,Varanasi,NFHS,178684,295,280,1338,555,6,35,169,Low
FILE17_REC00063,2016,Aug,Karnataka,Mysuru,NHM,234808,237,1451,1047,674,316,52,131,Medium
FILE17_REC00064,2018,Jul,Tamil Nadu,Chennai,Smile Foundation,120494,111,1049,240,136,188,1,81,High
FILE17_REC00065,2017,Feb,Karnataka,Mysuru,HMIS,113215,85,384,1307,524,278,117,153,High
FILE17_REC00066,2016,Jul,Karnataka,Hubli,CARE India,145277,257,1101,1342,483,144,114,189,Low
FILE17_REC00067,2016,May,Karnataka,Bengaluru,NFHS,158813,199,1124,2380,517,175,36,146,Medium
FILE17_REC00068,2016,Mar,Uttar Pradesh,Varanasi,NHM,126154,200,1125,1497,738,324,44,52,Medium
FILE17_REC00069,2018,Mar,Tamil Nadu,Madurai,HMIS,159984,150,1068,656,1051,271,100,167,High
FILE17_REC00070,2016,Aug,Gujarat,Vadodara,NFHS,154628,105,1328,424,828,359,1,85,High
FILE17_REC00071,2018,Mar,Gujarat,Ahmedabad,HMIS,283731,117,1495,2339,218,48,264,94,High
FILE17_REC00072,2016,Jul,Uttar Pradesh,Varanasi,Smile Foundation,205072,120,404,1474,352,219,7,101,High
FILE17_REC00073,2018,May,Maharashtra,Pune,UNICEF India,109991,102,830,853,1107,34,91,30,Medium
FILE17_REC00074,2018,Jun,Karnataka,Hubli,NFHS,86294,96,544,974,69,222,165,180,Low
FILE17_REC00075,2017,Aug,Gujarat,Surat,WHO India,188651,244,1334,641,978,170,122,89,Medium
FILE17_REC00076,2017,Jan,Tamil Nadu,Coimbatore,UNICEF India,204163,168,314,208,375,241,25,44,Medium
FILE17_REC00077,2016,May,Karnataka,Bengaluru,Smile Foundation,291069,126,568,1823,732,44,15,188,Low
FILE17_REC00078,2017,Apr,Tamil Nadu,Coimbatore,CARE India,241335,128,717,222,918,126,139,7,High
FILE17_REC00079,2018,Feb,Uttar Pradesh,Varanasi,UNICEF India,200711,218,451,2382,172,99,132,177,Low
FILE17_REC00080,2017,Apr,Karnataka,Hubli,CARE India,90544,113,938,858,625,211,270,170,Low
FILE17_REC00081,2017,Jan,Gujarat,Vadodara,Smile Foundation,290109,127,232,1677,830,144,256,46,Low
FILE17_REC00082,2016,Jul,Uttar Pradesh,Varanasi,UNICEF India,228884,126,232,268,526,98,91,64,Low
FILE17_REC00083,2016,Jun,Karnataka,Mysuru,Smile Foundation,80274,295,1419,1397,1057,226,224,110,High
FILE17_REC00084,2017,Mar,Karnataka,Mysuru,WHO India,67662,96,740,695,935,14,30,91,Low
FILE17_REC00085,2017,Jul,Gujarat,Surat,CARE India,260713,237,1156,554,1194,35,220,66,Medium
FILE17_REC00086,2018,Jul,Uttar Pradesh,Agra,Smile Foundation,247302,205,164,2483,297,338,280,48,Low
FILE17_REC00087,2018,May,Tamil Nadu,Coimbatore,UNICEF India,255852,162,1384,1155,896,369,132,130,High
FILE17_REC00088,2017,Aug,Karnataka,Bengaluru,Smile Foundation,211777,205,582,1876,1043,45,86,57,High
FILE17_REC00089,2017,Aug,Karnataka,Hubli,UNICEF India,159416,196,1139,427,1099,68,219,92,Low
FILE17_REC00090,2016,Apr,Gujarat,Ahmedabad,Smile Foundation,152261,145,526,2085,79,33,17,22,High
FILE17_REC00091,2016,Jan,Maharashtra,Pune,HMIS,107250,261,1293,1819,606,376,24,71,Medium
FILE17_REC00092,2017,May,Uttar Pradesh,Varanasi,NHM,242005,116,996,2276,860,266,218,4,Medium
FILE17_REC00093,2016,May,Maharashtra,Mumbai,WHO India,160058,182,438,1556,532,192,218,85,Medium
