Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P30_0,2017,Q4,Kerala,Kochi,Maternal Health,Kerala Health Department,382962,26344,175,2428,472,180,97
P30_1,2017,Q2,Assam,Dibrugarh,Nutrition Program,Assam NRHM,299285,35312,121,2403,690,61,98
P30_2,2019,Q2,Rajasthan,Udaipur,TB Control,Assam NRHM,289109,33781,141,2042,487,89,85
P30_3,2018,Q2,Rajasthan,Jodhpur,Malaria Control,CARE India,71411,16014,172,1322,665,74,96
P30_4,2017,Q3,Odisha,Bhubaneswar,TB Control,State Health Society Rajasthan,203924,31672,46,3307,342,44,83
P30_5,2014,Q1,Odisha,Bhubaneswar,Nutrition Program,CARE India,140217,17523,110,261,615,23,95
P30_6,2015,Q2,Rajasthan,Jodhpur,Maternal Health,Assam NRHM,195571,46456,103,4233,727,172,74
P30_7,2017,Q3,Odisha,Cuttack,Nutrition Program,Punjab Health Mission,174449,44106,202,4814,533,125,70
P30_8,2017,Q4,Punjab,Patiala,TB Control,NHM Odisha,197225,39912,198,2611,248,155,79
P30_9,2018,Q2,Kerala,Kochi,Malaria Control,Assam NRHM,258641,19144,170,4827,526,67,67
P30_10,2016,Q3,Assam,Guwahati,Malaria Control,NHM Odisha,366392,25455,86,596,189,164,80
P30_11,2017,Q3,Assam,Silchar,TB Control,Assam NRHM,206855,34278,120,2655,799,76,84
P30_12,2015,Q4,Rajasthan,Jodhpur,Nutrition Program,State Health Society Rajasthan,150895,12208,80,1372,145,16,97
P30_13,2018,Q3,Rajasthan,Udaipur,Maternal Health,CARE India,379647,10981,86,2755,291,143,70
P30_14,2018,Q3,Punjab,Patiala,Maternal Health,Assam NRHM,394860,38771,174,1906,663,40,71
P30_15,2019,Q1,Kerala,Kozhikode,Child Immunization,CARE India,217454,11448,204,2264,636,37,64
P30_16,2019,Q4,Punjab,Patiala,Child Immunization,Punjab Health Mission,224712,18354,190,4290,640,85,65
P30_17,2016,Q3,Assam,Dibrugarh,TB Control,State Health Society Rajasthan,379975,37006,30,3175,712,162,80
P30_18,2014,Q3,Odisha,Puri,Malaria Control,State Health Society Rajasthan,294120,9640,46,2189,156,55,74
P30_19,2018,Q2,Rajasthan,Jodhpur,Malaria Control,CARE India,221331,5731,57,1138,296,55,77
P30_20,2016,Q3,Rajasthan,Jaipur,Nutrition Program,Punjab Health Mission,129838,5929,44,1156,586,157,82
P30_21,2017,Q2,Assam,Silchar,Child Immunization,Assam NRHM,280459,9833,200,381,324,104,91
P30_22,2016,Q4,Kerala,Kozhikode,Nutrition Program,NHM Odisha,113004,47419,204,4560,312,59,62
P30_23,2019,Q1,Odisha,Bhubaneswar,Maternal Health,Kerala Health Department,150113,48626,215,969,58,154,94
P30_24,2017,Q1,Kerala,Kochi,Malaria Control,CARE India,59406,41929,205,2573,744,66,65
