Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level
F44_REC00000,2019,Aug,Bihar,Muzaffarpur,Smile Foundation,263926,67,1121,1542,349,494,368,278,Low
F44_REC00001,2016,Sep,West Bengal,Kolkata,WHO India,410612,70,1835,1152,1283,421,368,58,Medium
F44_REC00002,2019,Jun,Tamil Nadu,Chennai,WHO India,253390,174,480,384,142,455,214,27,High
F44_REC00003,2016,Mar,Maharashtra,Pune,UNICEF India,62066,208,1536,2455,115,413,307,126,Medium
F44_REC00004,2020,Jul,West Bengal,Kolkata,NFHS,59490,141,785,2405,1007,336,297,53,High
F44_REC00005,2018,Jul,Gujarat,Ahmedabad,CARE India,452277,81,231,996,168,99,273,45,Low
F44_REC00006,2017,Apr,Uttar Pradesh,Agra,CARE India,169952,268,267,840,778,398,211,259,Low
F44_REC00007,2018,Apr,Gujarat,Surat,NFHS,326514,246,642,370,293,359,269,240,Medium
F44_REC00008,2019,Jun,Uttar Pradesh,Lucknow,Smile Foundation,197144,136,234,2470,996,331,395,74,Medium
F44_REC00009,2020,Aug,Bihar,Muzaffarpur,CARE India,279681,260,1749,2566,1295,440,336,154,High
F44_REC00010,2020,Feb,Uttar Pradesh,Lucknow,NHM,59680,361,1375,2860,1387,271,139,299,Low
F44_REC00011,2016,Apr,Bihar,Patna,NFHS,229072,73,961,1612,261,16,377,267,Low
F44_REC00012,2018,Jul,Gujarat,Ahmedabad,HMIS,133363,83,1314,1096,908,427,208,176,Low
F44_REC00013,2016,Jan,Bihar,Gaya,NFHS,86869,120,1748,2449,518,334,353,53,High
F44_REC00014,2017,May,Maharashtra,Pune,NFHS,340416,182,1875,1954,469,107,39,77,High
F44_REC00015,2018,Mar,Gujarat,Vadodara,WHO India,470662,166,721,575,321,82,217,54,Medium
F44_REC00016,2017,Jun,Tamil Nadu,Chennai,Smile Foundation,446927,193,734,1401,1172,330,392,151,Medium
F44_REC00017,2020,Feb,Gujarat,Ahmedabad,CARE India,244581,99,1851,528,982,17,390,30,High
F44_REC00018,2018,Mar,Gujarat,Vadodara,Doctors For You,408889,94,1983,2063,1349,90,293,177,High
F44_REC00019,2016,Sep,Uttar Pradesh,Varanasi,NFHS,307101,279,227,1292,1352,377,241,27,Low
F44_REC00020,2020,Feb,Maharashtra,Mumbai,UNICEF India,341864,199,111,2994,127,286,399,90,Low
F44_REC00021,2019,Jul,Tamil Nadu,Chennai,Smile Foundation,289367,169,291,2012,186,358,128,22,Medium
F44_REC00022,2017,Sep,Karnataka,Hubli,HMIS,438825,231,1597,1246,1406,426,332,185,High
F44_REC00023,2018,Mar,Gujarat,Surat,NHM,62041,255,1081,2159,431,161,341,198,High
F44_REC00024,2017,May,Gujarat,Vadodara,Smile Foundation,428441,293,1710,484,301,158,231,179,High
F44_REC00025,2019,Apr,Uttar Pradesh,Lucknow,Doctors For You,441056,276,1520,283,1244,500,287,153,Medium
F44_REC00026,2016,Jul,Uttar Pradesh,Agra,HMIS,468549,255,819,717,259,120,93,271,Medium
F44_REC00027,2017,Aug,Karnataka,Bengaluru,CARE India,373035,275,157,2536,317,254,168,38,Low
F44_REC00028,2018,Mar,Tamil Nadu,Chennai,Smile Foundation,480777,353,264,530,1330,163,354,255,Low
F44_REC00029,2019,Jul,West Bengal,Howrah,UNICEF India,472532,162,182,2141,107,120,190,87,Low
F44_REC00030,2017,Apr,Tamil Nadu,Madurai,UNICEF India,251397,125,1289,608,962,257,18,235,High
F44_REC00031,2019,Jan,West Bengal,Siliguri,UNICEF India,162492,337,1722,699,1185,327,78,260,Medium
F44_REC00032,2016,Jul,Uttar Pradesh,Varanasi,CARE India,321716,106,1761,2683,252,499,321,153,High
F44_REC00033,2020,May,Tamil Nadu,Chennai,Smile Foundation,196545,263,1618,2745,944,55,236,291,Medium
F44_REC00034,2017,Jan,Maharashtra,Nagpur,NHM,338689,381,1343,2755,384,268,186,89,Medium
F44_REC00035,2020,Jun,Gujarat,Ahmedabad,NHM,113473,43,1841,615,122,257,287,65,High
F44_REC00036,2020,Apr,Maharashtra,Pune,Doctors For You,243007,46,1781,2440,369,248,244,99,Low
F44_REC00037,2017,Jan,West Bengal,Howrah,WHO India,358106,121,766,2350,1455,68,166,125,Medium
F44_REC00038,2020,Aug,Bihar,Patna,Smile Foundation,170542,360,494,2909,1134,323,287,115,High
F44_REC00039,2017,Jun,West Bengal,Howrah,UNICEF India,495977,348,775,2900,1158,379,168,34,Medium
F44_REC00040,2019,May,Bihar,Gaya,Doctors For You,52104,381,380,1294,641,403,335,142,Low
F44_REC00041,2019,Sep,Gujarat,Ahmedabad,NFHS,232873,376,958,641,988,62,191,264,Medium
F44_REC00042,2017,Jul,Maharashtra,Pune,NFHS,232366,213,1561,2589,1496,40,237,268,High
F44_REC00043,2016,Feb,Bihar,Patna,Smile Foundation,487767,170,858,1526,322,301,195,3,Low
F44_REC00044,2017,Mar,Tamil Nadu,Madurai,UNICEF India,248492,228,1984,337,1361,174,105,186,Medium
F44_REC00045,2019,Sep,Uttar Pradesh,Lucknow,UNICEF India,325781,145,680,2786,1099,143,216,144,High
F44_REC00046,2018,Apr,Uttar Pradesh,Agra,NFHS,375263,305,984,1468,563,348,23,138,High
F44_REC00047,2020,Sep,Maharashtra,Nagpur,Doctors For You,329017,95,502,226,743,110,267,198,High
F44_REC00048,2018,Jul,Bihar,Muzaffarpur,NHM,289833,84,1484,2575,291,157,192,48,High
F44_REC00049,2017,Jun,Gujarat,Surat,UNICEF India,95898,332,1156,689,1465,434,261,221,Medium
F44_REC00050,2017,Aug,Tamil Nadu,Madurai,CARE India,407066,381,167,983,1336,65,282,193,Low
F44_REC00051,2017,Feb,Karnataka,Bengaluru,HMIS,139598,62,554,2249,451,250,4,74,Low
F44_REC00052,2020,Feb,West Bengal,Siliguri,Smile Foundation,345277,265,759,1511,679,141,252,235,High
F44_REC00053,2017,Sep,Uttar Pradesh,Lucknow,HMIS,479630,236,622,2155,846,465,46,150,Low
F44_REC00054,2020,May,West Bengal,Kolkata,Smile Foundation,325599,235,1024,1045,853,287,67,39,Low
F44_REC00055,2019,Jun,Maharashtra,Mumbai,NFHS,176241,234,1966,2742,361,138,142,104,Medium
F44_REC00056,2016,Aug,West Bengal,Howrah,WHO India,225805,336,966,1565,1112,267,128,180,Medium
F44_REC00057,2017,Jun,Tamil Nadu,Chennai,WHO India,131785,36,1846,1760,1208,353,268,299,Low
F44_REC00058,2020,Feb,Gujarat,Ahmedabad,WHO India,431336,186,1490,2106,1022,448,38,272,Low
F44_REC00059,2019,Sep,West Bengal,Kolkata,HMIS,336797,373,532,783,1313,494,122,189,Low
F44_REC00060,2019,Mar,Gujarat,Vadodara,NHM,476816,248,502,1235,1284,171,291,173,Medium
F44_REC00061,2020,Jun,Gujarat,Ahmedabad,NFHS,81397,66,1472,1799,916,136,180,254,High
F44_REC00062,2016,Mar,Karnataka,Mysuru,CARE India,437425,123,922,2736,91,154,7,43,Low
F44_REC00063,2016,Sep,Uttar Pradesh,Lucknow,WHO India,350791,362,248,1259,608,145,118,31,Low
F44_REC00064,2020,Apr,West Bengal,Howrah,NHM,275190,115,1363,839,285,56,296,26,Medium
F44_REC00065,2019,Aug,Tamil Nadu,Chennai,NHM,296087,132,1079,204,216,315,188,40,High
F44_REC00066,2018,Apr,Gujarat,Ahmedabad,CARE India,163222,246,1842,1477,513,338,379,61,Low
F44_REC00067,2019,Sep,Karnataka,Bengaluru,Doctors For You,164102,191,1539,2864,291,345,331,286,Low
F44_REC00068,2019,Apr,Gujarat,Surat,HMIS,434433,357,1673,767,1049,199,319,148,Medium
F44_REC00069,2020,May,Bihar,Muzaffarpur,NFHS,62653,46,142,688,940,496,41,257,Medium
F44_REC00070,2017,Sep,Uttar Pradesh,Agra,Smile Foundation,386174,79,1606,1220,751,414,116,62,Low
F44_REC00071,2017,Jun,West Bengal,Kolkata,HMIS,195909,277,440,911,395,271,346,89,Medium
F44_REC00072,2017,Sep,Bihar,Patna,Doctors For You,487480,284,120,3000,525,393,337,27,Low
F44_REC00073,2018,Jan,Karnataka,Hubli,Smile Foundation,360517,275,1214,1109,1038,133,291,54,Low
F44_REC00074,2019,Mar,Tamil Nadu,Chennai,UNICEF India,188030,66,168,1490,597,409,182,265,Medium
F44_REC00075,2019,May,Karnataka,Mysuru,NHM,243048,68,1793,1640,1193,387,270,213,Low
F44_REC00076,2019,Aug,Maharashtra,Pune,Smile Foundation,338082,330,1002,880,626,26,356,271,Low
F44_REC00077,2020,Aug,Tamil Nadu,Chennai,Doctors For You,339734,146,1130,530,862,250,111,210,Medium
F44_REC00078,2020,Feb,Maharashtra,Mumbai,CARE India,294146,199,678,223,664,254,127,89,Low
F44_REC00079,2020,Mar,West Bengal,Siliguri,CARE India,191815,322,1620,1653,1098,78,299,272,Medium
F44_REC00080,2017,May,Tamil Nadu,Madurai,Smile Foundation,402696,256,1063,2588,1240,18,196,30,Medium
F44_REC00081,2020,Aug,Karnataka,Hubli,HMIS,134004,40,892,2269,342,179,36,266,Medium
F44_REC00082,2018,May,West Bengal,Siliguri,CARE India,316573,201,495,533,411,294,72,22,Low
F44_REC00083,2018,Jul,Tamil Nadu,Madurai,Smile Foundation,175932,63,1841,2959,1178,164,107,70,Low
F44_REC00084,2020,Apr,Karnataka,Hubli,UNICEF India,67024,168,1666,515,787,201,234,209,High
F44_REC00085,2017,Sep,Karnataka,Bengaluru,Smile Foundation,419157,158,1299,1001,144,430,10,151,High
F44_REC00086,2018,Sep,Tamil Nadu,Coimbatore,NHM,184670,222,176,657,360,251,204,7,Low
F44_REC00087,2019,May,Tamil Nadu,Chennai,Doctors For You,345105,46,1689,2552,1139,111,89,54,High
F44_REC00088,2019,Sep,Bihar,Patna,WHO India,477630,389,850,571,823,328,349,174,Medium
F44_REC00089,2016,Sep,Uttar Pradesh,Lucknow,WHO India,368691,274,990,2373,493,80,337,8,Medium
F44_REC00090,2019,Apr,Gujarat,Vadodara,Smile Foundation,366015,362,1149,2998,304,249,399,273,Medium
F44_REC00091,2019,Jun,Karnataka,Hubli,Doctors For You,139473,56,975,2657,451,222,179,212,Medium
F44_REC00092,2016,May,Maharashtra,Nagpur,HMIS,208242,295,1754,2018,478,368,265,294,Medium
F44_REC00093,2020,Sep,Gujarat,Ahmedabad,NFHS,416693,169,1401,1524,960,224,28,275,High
F44_REC00094,2018,May,Karnataka,Mysuru,Doctors For You,324243,222,1256,926,841,106,309,253,High
F44_REC00095,2016,Jul,Bihar,Gaya,WHO India,298677,70,814,441,598,354,94,61,Low
F44_REC00096,2018,Feb,Maharashtra,Pune,WHO India,91484,112,1304,1190,685,323,255,230,High
F44_REC00097,2020,Feb,Tamil Nadu,Coimbatore,Doctors For You,375375,122,265,256,970,64,210,130,Low
F44_REC00098,2019,Jul,Gujarat,Ahmedabad,NHM,262242,361,122,1885,715,474,218,231,High
F44_REC00099,2018,Aug,Maharashtra,Pune,CARE India,370942,337,1820,471,138,373,126,262,Medium
F44_REC00100,2019,Sep,Tamil Nadu,Madurai,NFHS,123414,395,1088,2484,166,323,252,265,Low
F44_REC00101,2018,Jan,Tamil Nadu,Chennai,UNICEF India,302308,235,1227,1319,661,88,4,97,Low
F44_REC00102,2018,Feb,Bihar,Gaya,NFHS,377039,235,562,1832,427,30,168,111,High
F44_REC00103,2019,Mar,Gujarat,Ahmedabad,CARE India,387306,300,1740,1546,324,101,102,197,Low
F44_REC00104,2016,May,Uttar Pradesh,Lucknow,CARE India,214366,397,1361,2916,67,284,200,194,Medium
F44_REC00105,2019,Jun,Tamil Nadu,Coimbatore,UNICEF India,454406,144,772,2751,1059,178,290,199,Medium
F44_REC00106,2019,Feb,Uttar Pradesh,Agra,Doctors For You,188329,166,1967,1482,1101,264,16,1,Medium
F44_REC00107,2016,Sep,Gujarat,Surat,HMIS,497515,360,1686,2338,1191,224,9,177,Low
F44_REC00108,2019,Jun,Uttar Pradesh,Agra,Smile Foundation,226906,56,521,1780,718,61,145,179,High
F44_REC00109,2018,Apr,West Bengal,Howrah,Doctors For You,417515,296,282,2760,986,271,258,2,High
F44_REC00110,2016,Apr,Uttar Pradesh,Varanasi,HMIS,217358,242,1218,916,1233,170,239,265,High
F44_REC00111,2016,May,Karnataka,Hubli,Doctors For You,323663,83,566,2230,219,189,203,286,High
F44_REC00112,2017,Aug,Maharashtra,Mumbai,NFHS,99166,214,981,2706,524,488,189,264,Low
F44_REC00113,2018,Jul,Bihar,Gaya,Smile Foundation,229003,326,204,397,1369,251,318,175,High
F44_REC00114,2018,Aug,Uttar Pradesh,Varanasi,Doctors For You,389353,214,858,643,454,154,160,17,Low
F44_REC00115,2020,Apr,West Bengal,Howrah,HMIS,482089,116,1705,1584,427,179,209,65,Medium
F44_REC00116,2016,Jun,Tamil Nadu,Coimbatore,Smile Foundation,480562,58,861,2254,1318,216,309,215,Medium
F44_REC00117,2016,Aug,Karnataka,Bengaluru,HMIS,317397,150,864,1063,663,250,349,284,High
F44_REC00118,2020,Jul,Karnataka,Bengaluru,Doctors For You,173868,115,1223,1052,953,40,147,300,Medium
F44_REC00119,2019,Aug,Bihar,Gaya,UNICEF India,476129,288,261,313,646,9,180,90,High
F44_REC00120,2020,Jul,Uttar Pradesh,Agra,Smile Foundation,467790,76,1942,819,1090,107,51,26,Low
