Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P11_0,2020,Q3,Odisha,Cuttack,Malaria Control,Punjab Health Mission,322867,31736,34,401,750,184,61
P11_1,2019,Q2,Assam,Dibrugarh,Malaria Control,NHM Odisha,350685,12195,55,3464,437,38,94
P11_2,2017,Q1,Rajasthan,Jodhpur,Nutrition Program,CARE India,385509,35722,87,3117,313,184,82
P11_3,2020,Q1,Punjab,Amritsar,Child Immunization,CARE India,379170,14507,246,1453,418,140,98
P11_4,2020,Q4,Odisha,Bhubaneswar,Maternal Health,State Health Society Rajasthan,58065,18142,171,2636,595,72,74
P11_5,2019,Q3,Assam,Silchar,Nutrition Program,Assam NRHM,215157,26210,133,4430,739,95,94
P11_6,2020,Q3,Kerala,Thrissur,Maternal Health,Punjab Health Mission,71552,40847,195,3736,356,101,71
P11_7,2020,Q1,Punjab,Ludhiana,Nutrition Program,CARE India,335650,6419,88,2835,610,1,77
P11_8,2020,Q2,Odisha,Bhubaneswar,Maternal Health,Assam NRHM,121019,35660,41,3353,730,17,97
P11_9,2020,Q3,Rajasthan,Jaipur,Child Immunization,UNICEF India,237853,18295,112,3351,270,59,71
P11_10,2020,Q1,Rajasthan,Udaipur,Maternal Health,CARE India,159823,12075,112,4666,325,30,78
P11_11,2018,Q1,Punjab,Patiala,Nutrition Program,Assam NRHM,103030,16173,131,596,285,120,74
P11_12,2017,Q2,Assam,Silchar,Malaria Control,NHM Odisha,227700,27180,147,1537,631,162,93
P11_13,2019,Q4,Odisha,Cuttack,Maternal Health,Assam NRHM,194030,49266,157,4153,68,116,94
P11_14,2018,Q2,Odisha,Bhubaneswar,Nutrition Program,UNICEF India,167804,39500,235,2135,284,78,98
P11_15,2019,Q3,Odisha,Cuttack,Maternal Health,Assam NRHM,312717,6029,210,2019,642,93,65
P11_16,2019,Q3,Odisha,Bhubaneswar,Malaria Control,Kerala Health Department,292988,9901,213,557,327,102,61
P11_17,2018,Q2,Kerala,Kochi,TB Control,CARE India,322177,9341,142,4165,84,97,79
P11_18,2017,Q1,Assam,Guwahati,Nutrition Program,Assam NRHM,290745,30038,174,1198,570,174,83
P11_19,2020,Q1,Kerala,Kochi,Malaria Control,CARE India,95374,29229,158,412,455,133,77
P11_20,2020,Q1,Rajasthan,Jaipur,Nutrition Program,CARE India,234717,14116,193,2605,594,191,74
P11_21,2017,Q4,Assam,Silchar,Nutrition Program,Assam NRHM,191921,45323,246,3825,523,91,64
P11_22,2018,Q3,Punjab,Ludhiana,Maternal Health,CARE India,371417,9924,231,3459,518,6,79
P11_23,2019,Q4,Rajasthan,Udaipur,Nutrition Program,Punjab Health Mission,320080,28531,206,4337,263,187,81
P11_24,2017,Q2,Assam,Guwahati,Malaria Control,Punjab Health Mission,175557,25552,81,2779,259,107,90
P11_25,2018,Q3,Assam,Guwahati,Maternal Health,Kerala Health Department,365721,14054,109,4313,139,196,68
P11_26,2018,Q3,Assam,Guwahati,TB Control,NHM Odisha,64624,33611,97,2914,579,188,90
P11_27,2018,Q2,Punjab,Ludhiana,Child Immunization,Punjab Health Mission,347570,7016,107,2572,121,73,69
P11_28,2020,Q1,Punjab,Ludhiana,TB Control,State Health Society Rajasthan,83371,28265,167,4865,249,53,93
P11_29,2018,Q4,Kerala,Kochi,TB Control,Punjab Health Mission,378601,31401,81,1413,643,38,92
P11_30,2017,Q3,Kerala,Kochi,Child Immunization,NHM Odisha,109591,36594,71,2020,324,133,79
P11_31,2019,Q3,Punjab,Amritsar,Maternal Health,Kerala Health Department,388401,14238,20,1420,754,182,68
P11_32,2020,Q4,Rajasthan,Jaipur,Maternal Health,Punjab Health Mission,104589,22098,21,851,441,192,70
P11_33,2020,Q4,Punjab,Amritsar,Child Immunization,Punjab Health Mission,358949,46112,113,2255,483,82,83
P11_34,2018,Q3,Assam,Silchar,Nutrition Program,State Health Society Rajasthan,92744,37979,158,1283,311,132,89
P11_35,2019,Q1,Odisha,Cuttack,Nutrition Program,CARE India,323247,14413,128,2650,160,128,66
P11_36,2017,Q4,Assam,Dibrugarh,Maternal Health,State Health Society Rajasthan,99877,30094,99,2170,592,97,65
P11_37,2018,Q3,Assam,Guwahati,TB Control,NHM Odisha,282061,38334,191,3529,280,198,88
P11_38,2020,Q3,Assam,Silchar,Malaria Control,Assam NRHM,394419,47918,43,2882,581,81,78
P11_39,2020,Q3,Rajasthan,Jodhpur,Child Immunization,CARE India,74454,13570,23,1868,290,21,87
P11_40,2020,Q1,Assam,Dibrugarh,Maternal Health,State Health Society Rajasthan,388155,24822,40,437,603,153,63
P11_41,2019,Q4,Punjab,Patiala,Malaria Control,Punjab Health Mission,211513,36817,77,3912,272,103,92
P11_42,2017,Q1,Rajasthan,Jaipur,Child Immunization,Punjab Health Mission,310145,24076,185,2197,249,193,94
P11_43,2018,Q3,Odisha,Bhubaneswar,Child Immunization,Kerala Health Department,294159,16201,135,4262,341,116,76
P11_44,2017,Q4,Odisha,Bhubaneswar,Malaria Control,Assam NRHM,121207,28051,160,4013,298,142,72
P11_45,2018,Q4,Punjab,Amritsar,Nutrition Program,CARE India,291487,22129,53,4640,498,10,73
P11_46,2020,Q2,Odisha,Bhubaneswar,TB Control,State Health Society Rajasthan,160633,20601,141,4085,75,17,93
P11_47,2019,Q4,Kerala,Kozhikode,Maternal Health,NHM Odisha,383242,37694,49,498,419,147,76
P11_48,2017,Q3,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,106171,25763,68,3151,734,90,82
P11_49,2017,Q1,Punjab,Ludhiana,Malaria Control,CARE India,329300,30181,29,1815,67,68,86
P11_50,2020,Q2,Assam,Silchar,Maternal Health,Assam NRHM,298520,19743,57,4885,456,173,95
P11_51,2018,Q3,Odisha,Cuttack,Malaria Control,UNICEF India,74724,40493,100,1990,485,155,64
P11_52,2020,Q2,Odisha,Puri,TB Control,UNICEF India,379992,31287,199,575,252,188,70
P11_53,2020,Q3,Rajasthan,Jodhpur,Child Immunization,NHM Odisha,352892,12711,216,3730,749,123,83
P11_54,2020,Q4,Kerala,Kochi,Child Immunization,State Health Society Rajasthan,345272,10823,216,648,55,161,71
P11_55,2017,Q3,Punjab,Patiala,Child Immunization,Punjab Health Mission,202078,48399,32,1657,344,114,60
P11_56,2019,Q3,Kerala,Kozhikode,TB Control,CARE India,201724,9703,168,2824,253,114,80
P11_57,2018,Q3,Kerala,Kozhikode,Nutrition Program,UNICEF India,311117,16383,85,3347,774,165,66
P11_58,2018,Q1,Odisha,Bhubaneswar,Malaria Control,Punjab Health Mission,154752,8336,76,2473,70,60,69
P11_59,2020,Q4,Assam,Dibrugarh,Child Immunization,NHM Odisha,205620,21550,212,986,677,18,76
P11_60,2017,Q4,Rajasthan,Jaipur,Child Immunization,State Health Society Rajasthan,338851,41580,213,3569,706,178,81
P11_61,2020,Q1,Kerala,Thrissur,Child Immunization,Assam NRHM,118837,42322,118,985,67,59,97
P11_62,2019,Q1,Punjab,Amritsar,Child Immunization,CARE India,375806,28329,246,165,355,198,61
P11_63,2017,Q1,Kerala,Thrissur,Maternal Health,UNICEF India,312801,19616,241,1573,321,24,85
P11_64,2019,Q1,Kerala,Thrissur,Nutrition Program,NHM Odisha,129957,24051,224,2312,678,45,66
P11_65,2017,Q3,Odisha,Cuttack,Child Immunization,State Health Society Rajasthan,169189,13966,53,359,446,157,85
P11_66,2020,Q4,Odisha,Puri,Malaria Control,UNICEF India,387541,48487,24,2916,643,160,72
P11_67,2019,Q3,Punjab,Ludhiana,Malaria Control,Assam NRHM,99685,14645,95,951,774,18,82
P11_68,2018,Q3,Odisha,Cuttack,Child Immunization,UNICEF India,384118,47050,112,2650,104,146,82
P11_69,2018,Q2,Rajasthan,Jaipur,Nutrition Program,Assam NRHM,310296,45922,233,4791,264,192,88
P11_70,2017,Q1,Assam,Guwahati,TB Control,Punjab Health Mission,153973,26176,208,3763,153,172,91
P11_71,2017,Q2,Kerala,Thrissur,Maternal Health,State Health Society Rajasthan,310928,34886,206,4048,410,30,72
P11_72,2017,Q4,Punjab,Patiala,Malaria Control,CARE India,328664,48964,136,1422,259,194,88
P11_73,2017,Q2,Assam,Silchar,TB Control,Punjab Health Mission,321528,40147,157,328,406,188,88
P11_74,2019,Q1,Assam,Dibrugarh,Maternal Health,Assam NRHM,304020,47880,226,3720,56,156,98
P11_75,2019,Q4,Odisha,Cuttack,Malaria Control,CARE India,246323,30760,81,2137,620,11,62
P11_76,2019,Q1,Rajasthan,Jaipur,Maternal Health,CARE India,253043,47991,95,2238,733,109,63
P11_77,2020,Q1,Kerala,Kochi,Malaria Control,Kerala Health Department,395086,46833,185,200,461,88,63
P11_78,2018,Q1,Assam,Silchar,Malaria Control,UNICEF India,189902,15560,148,4648,331,10,89
P11_79,2019,Q1,Punjab,Ludhiana,Nutrition Program,State Health Society Rajasthan,142794,5527,180,2109,296,125,66
P11_80,2018,Q4,Odisha,Bhubaneswar,TB Control,Punjab Health Mission,384584,6944,235,452,646,19,77
P11_81,2018,Q1,Punjab,Amritsar,TB Control,Punjab Health Mission,81421,6229,166,3269,537,76,82
P11_82,2019,Q1,Rajasthan,Jaipur,Malaria Control,Punjab Health Mission,67533,19416,113,1586,562,21,98
P11_83,2018,Q1,Punjab,Amritsar,Nutrition Program,Assam NRHM,349912,19833,196,900,624,147,87
P11_84,2020,Q3,Odisha,Cuttack,Malaria Control,CARE India,196240,5721,182,2975,777,195,64
P11_85,2020,Q4,Assam,Dibrugarh,Malaria Control,UNICEF India,363899,17924,94,532,147,113,61
P11_86,2018,Q4,Odisha,Puri,Malaria Control,UNICEF India,326881,25345,72,1342,744,174,83
P11_87,2020,Q1,Rajasthan,Udaipur,Malaria Control,State Health Society Rajasthan,386973,18897,49,684,282,65,86
P11_88,2020,Q2,Kerala,Thrissur,Malaria Control,Assam NRHM,196796,16656,162,2669,129,90,97
P11_89,2019,Q2,Rajasthan,Udaipur,Malaria Control,Punjab Health Mission,234653,34623,211,3074,694,191,73
P11_90,2020,Q3,Punjab,Ludhiana,TB Control,State Health Society Rajasthan,284607,35726,185,3429,727,123,88
P11_91,2020,Q2,Odisha,Bhubaneswar,Nutrition Program,UNICEF India,172742,14044,127,2565,271,39,79
P11_92,2018,Q3,Punjab,Ludhiana,Nutrition Program,NHM Odisha,171102,14372,83,1937,68,116,60
P11_93,2018,Q3,Odisha,Puri,Child Immunization,Punjab Health Mission,398660,43643,141,1024,458,135,67
P11_94,2019,Q2,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,307354,28187,237,267,716,195,68
P11_95,2019,Q4,Odisha,Bhubaneswar,Malaria Control,NHM Odisha,320961,24986,129,2859,724,19,64
P11_96,2019,Q2,Assam,Guwahati,TB Control,State Health Society Rajasthan,304287,40817,27,571,81,32,67
P11_97,2019,Q1,Assam,Silchar,TB Control,CARE India,322062,18274,243,1089,89,191,89
P11_98,2017,Q1,Rajasthan,Jaipur,Child Immunization,Assam NRHM,240899,17902,25,2784,163,86,75
P11_99,2020,Q1,Punjab,Ludhiana,Child Immunization,State Health Society Rajasthan,120866,25237,44,3579,740,166,84
P11_100,2019,Q2,Punjab,Ludhiana,TB Control,Kerala Health Department,76894,23788,135,3218,525,177,76
P11_101,2018,Q1,Assam,Silchar,TB Control,Kerala Health Department,339586,18102,162,2952,443,160,87
P11_102,2019,Q2,Rajasthan,Udaipur,Child Immunization,State Health Society Rajasthan,271101,35050,121,2418,127,118,65
P11_103,2019,Q4,Punjab,Ludhiana,Nutrition Program,CARE India,221692,36390,82,4695,238,116,87
P11_104,2020,Q2,Punjab,Amritsar,TB Control,Punjab Health Mission,256917,9370,70,830,686,17,78
P11_105,2017,Q3,Odisha,Puri,TB Control,UNICEF India,190668,33013,113,3737,447,85,84
P11_106,2017,Q4,Rajasthan,Jodhpur,Child Immunization,NHM Odisha,316526,33897,152,4221,467,48,78
P11_107,2020,Q3,Punjab,Patiala,Maternal Health,Assam NRHM,370756,35393,44,3651,251,199,80
P11_108,2020,Q2,Punjab,Amritsar,Nutrition Program,NHM Odisha,100905,24005,177,3717,389,104,87
P11_109,2017,Q4,Odisha,Cuttack,Child Immunization,CARE India,239636,44649,221,4220,325,0,74
P11_110,2017,Q2,Assam,Dibrugarh,Malaria Control,Kerala Health Department,99174,30507,102,139,99,107,77
P11_111,2020,Q4,Assam,Silchar,Child Immunization,UNICEF India,206279,28647,234,1188,687,161,77
P11_112,2018,Q2,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,351919,49248,127,454,474,140,98
P11_113,2019,Q2,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,264505,26029,49,1533,781,91,80
P11_114,2019,Q2,Punjab,Ludhiana,Malaria Control,CARE India,95024,47590,212,3678,365,156,60
P11_115,2017,Q3,Kerala,Kozhikode,TB Control,Punjab Health Mission,165959,44572,125,2821,465,186,61
P11_116,2020,Q4,Kerala,Kochi,Malaria Control,NHM Odisha,367723,19823,247,4456,397,172,63
P11_117,2017,Q2,Assam,Dibrugarh,Nutrition Program,Kerala Health Department,91841,37809,31,453,676,7,89
P11_118,2019,Q3,Kerala,Kochi,Nutrition Program,Assam NRHM,319729,44726,128,3865,362,22,75
P11_119,2018,Q2,Odisha,Bhubaneswar,Malaria Control,Assam NRHM,369386,47915,47,765,79,58,89
P11_120,2018,Q4,Assam,Silchar,Child Immunization,Assam NRHM,195200,22644,87,1098,478,112,81
P11_121,2017,Q2,Kerala,Kozhikode,Malaria Control,Assam NRHM,53356,33296,103,489,630,13,64
P11_122,2017,Q4,Kerala,Kozhikode,Child Immunization,State Health Society Rajasthan,166851,44040,144,1728,182,31,88
P11_123,2020,Q2,Kerala,Kozhikode,Malaria Control,Assam NRHM,188993,8962,96,2276,347,39,61
P11_124,2020,Q2,Assam,Dibrugarh,Maternal Health,Punjab Health Mission,392358,24529,140,3380,717,173,87
P11_125,2017,Q1,Punjab,Patiala,Child Immunization,Punjab Health Mission,235420,26699,112,4885,81,162,79
P11_126,2018,Q2,Odisha,Puri,TB Control,Punjab Health Mission,344195,44090,92,2773,394,25,67
P11_127,2020,Q4,Rajasthan,Jaipur,Maternal Health,Assam NRHM,323332,22225,84,2397,660,115,67
P11_128,2018,Q3,Odisha,Puri,Maternal Health,Punjab Health Mission,121415,41706,102,2721,418,73,69
P11_129,2017,Q2,Assam,Silchar,Malaria Control,Punjab Health Mission,383748,36121,31,4791,287,11,91
P11_130,2017,Q4,Odisha,Puri,Malaria Control,Assam NRHM,296487,18062,188,1282,664,156,80
P11_131,2018,Q4,Punjab,Patiala,Child Immunization,Assam NRHM,128566,8736,234,4006,509,69,78
P11_132,2017,Q3,Punjab,Amritsar,Maternal Health,Punjab Health Mission,118555,14668,71,2635,306,4,79
P11_133,2018,Q2,Rajasthan,Jodhpur,TB Control,Kerala Health Department,279776,7115,197,3310,56,186,90
P11_134,2020,Q2,Kerala,Kochi,Maternal Health,UNICEF India,301415,8710,138,150,97,190,76
P11_135,2019,Q2,Rajasthan,Udaipur,Nutrition Program,Assam NRHM,131362,39977,43,4722,521,169,72
P11_136,2017,Q3,Kerala,Kochi,Maternal Health,UNICEF India,219324,27211,144,1934,90,33,88
