Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P17_0,2014,Q4,Assam,Silchar,Malaria Control,Kerala Health Department,159336,9642,69,3684,569,194,83
P17_1,2015,Q4,Punjab,Patiala,Child Immunization,UNICEF India,393336,11307,39,1985,215,63,72
P17_2,2015,Q3,Kerala,Thrissur,Maternal Health,State Health Society Rajasthan,378692,41420,188,4425,436,72,93
P17_3,2014,Q1,Punjab,Amritsar,TB Control,Assam NRHM,187779,17355,112,3753,267,134,88
P17_4,2015,Q2,Assam,Dibrugarh,TB Control,NHM Odisha,329965,12969,91,3908,218,19,68
P17_5,2016,Q1,Kerala,Kozhikode,Maternal Health,Assam NRHM,142473,21353,228,4618,533,136,94
P17_6,2015,Q4,Kerala,Thrissur,Nutrition Program,Kerala Health Department,230668,41961,130,3482,542,116,66
P17_7,2016,Q1,Odisha,Puri,TB Control,Punjab Health Mission,228652,7418,172,912,241,124,63
P17_8,2014,Q2,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,52271,7839,196,3219,200,56,83
P17_9,2015,Q3,Rajasthan,Jodhpur,TB Control,CARE India,81986,28135,164,1692,267,170,68
P17_10,2015,Q4,Rajasthan,Jodhpur,Maternal Health,CARE India,169372,6127,235,2567,528,44,86
P17_11,2016,Q1,Assam,Dibrugarh,TB Control,NHM Odisha,348095,8610,203,4886,611,4,66
P17_12,2014,Q4,Rajasthan,Udaipur,Child Immunization,NHM Odisha,338436,32285,169,3292,778,86,96
P17_13,2014,Q2,Assam,Silchar,Malaria Control,NHM Odisha,164069,44097,20,3178,489,63,65
P17_14,2015,Q3,Kerala,Kozhikode,Nutrition Program,State Health Society Rajasthan,251210,34602,158,266,338,13,94
P17_15,2015,Q4,Assam,Guwahati,Malaria Control,CARE India,397359,18851,250,2280,717,164,96
P17_16,2015,Q1,Assam,Silchar,Maternal Health,Kerala Health Department,300108,47265,235,3933,128,63,71
P17_17,2016,Q2,Rajasthan,Jaipur,Maternal Health,Assam NRHM,237021,11559,67,2630,714,101,79
P17_18,2016,Q3,Kerala,Thrissur,Malaria Control,State Health Society Rajasthan,381670,8919,241,4197,124,198,68
P17_19,2015,Q2,Kerala,Thrissur,TB Control,Assam NRHM,146580,35785,112,4889,639,188,63
P17_20,2015,Q2,Assam,Silchar,Maternal Health,UNICEF India,295428,39067,62,1493,771,137,89
P17_21,2016,Q2,Punjab,Ludhiana,Child Immunization,NHM Odisha,129571,6865,180,442,257,71,88
P17_22,2016,Q3,Assam,Dibrugarh,TB Control,UNICEF India,115909,23455,228,3255,664,72,72
P17_23,2015,Q4,Assam,Silchar,Maternal Health,Kerala Health Department,331626,13766,65,294,195,18,80
P17_24,2015,Q4,Kerala,Kozhikode,Maternal Health,Assam NRHM,300452,6473,27,1670,84,11,82
P17_25,2015,Q4,Odisha,Bhubaneswar,Malaria Control,State Health Society Rajasthan,305678,29586,72,3577,302,178,78
P17_26,2016,Q4,Kerala,Kochi,Child Immunization,Kerala Health Department,302262,9183,111,3480,515,43,76
