Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P3_0,2018,Q1,Kerala,Thrissur,Nutrition Program,Punjab Health Mission,57428,45885,27,3064,767,116,63
P3_1,2019,Q3,Odisha,Bhubaneswar,Malaria Control,CARE India,98118,34957,186,3675,239,10,72
P3_2,2018,Q4,Odisha,Cuttack,Child Immunization,Kerala Health Department,123133,11705,249,2054,204,167,86
P3_3,2018,Q4,Assam,Silchar,Child Immunization,Kerala Health Department,397413,13568,38,2690,481,183,64
P3_4,2020,Q4,Kerala,Kozhikode,Nutrition Program,NHM Odisha,354482,34955,215,3768,687,19,72
P3_5,2019,Q1,Assam,Dibrugarh,Nutrition Program,NHM Odisha,210756,48157,133,1886,676,198,64
P3_6,2019,Q3,Odisha,Cuttack,Child Immunization,Kerala Health Department,192161,39970,190,1725,555,55,73
P3_7,2020,Q1,Kerala,Kozhikode,Maternal Health,State Health Society Rajasthan,46495,12115,154,1114,133,104,62
P3_8,2018,Q1,Assam,Silchar,Child Immunization,NHM Odisha,193222,34761,187,482,771,157,70
P3_9,2018,Q4,Rajasthan,Jaipur,Nutrition Program,NHM Odisha,270297,17473,143,4568,115,111,60
P3_10,2020,Q4,Odisha,Bhubaneswar,Maternal Health,CARE India,156517,28109,239,726,308,169,92
P3_11,2019,Q4,Kerala,Kozhikode,Child Immunization,UNICEF India,269292,19827,168,2703,356,22,89
P3_12,2020,Q2,Assam,Guwahati,Nutrition Program,Kerala Health Department,107271,24682,30,1373,742,92,79
P3_13,2018,Q4,Rajasthan,Jaipur,Maternal Health,NHM Odisha,395386,34556,184,3026,269,137,98
P3_14,2019,Q1,Assam,Silchar,Nutrition Program,State Health Society Rajasthan,290364,6641,47,987,69,148,90
P3_15,2020,Q1,Rajasthan,Jaipur,Maternal Health,State Health Society Rajasthan,195653,22620,230,2548,278,95,75
P3_16,2019,Q3,Punjab,Ludhiana,TB Control,UNICEF India,107641,18062,64,3621,458,128,85
P3_17,2018,Q4,Rajasthan,Jaipur,Malaria Control,Kerala Health Department,299057,21631,109,1190,388,165,98
P3_18,2018,Q1,Kerala,Kozhikode,TB Control,Kerala Health Department,263209,44853,153,1488,650,152,91
P3_19,2020,Q3,Kerala,Kochi,Maternal Health,NHM Odisha,223953,18218,210,334,349,17,69
P3_20,2018,Q1,Punjab,Patiala,Child Immunization,CARE India,360820,47475,74,3687,498,92,84
P3_21,2018,Q2,Punjab,Ludhiana,Maternal Health,NHM Odisha,224250,15407,87,3872,85,123,70
P3_22,2020,Q2,Odisha,Bhubaneswar,TB Control,State Health Society Rajasthan,325907,37895,80,3437,722,4,91
P3_23,2020,Q4,Kerala,Kozhikode,Child Immunization,Assam NRHM,170445,41244,182,1678,393,77,92
