Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P22_0,2018,Q4,Rajasthan,Jodhpur,Malaria Control,Assam NRHM,280671,40816,118,3540,330,18,64
P22_1,2021,Q1,Kerala,Kochi,Nutrition Program,Punjab Health Mission,327270,22288,25,4618,600,99,71
P22_2,2020,Q4,Punjab,Ludhiana,TB Control,State Health Society Rajasthan,59229,33023,132,4187,514,51,79
P22_3,2020,Q2,Kerala,Thrissur,Nutrition Program,State Health Society Rajasthan,252145,14306,203,4361,251,41,95
P22_4,2018,Q2,Kerala,Thrissur,Maternal Health,NHM Odisha,323469,21089,75,389,133,132,93
P22_5,2020,Q4,Rajasthan,Jaipur,Malaria Control,NHM Odisha,340657,23438,88,4358,170,45,84
P22_6,2018,Q4,Odisha,Puri,Child Immunization,Kerala Health Department,122816,31984,121,2345,515,57,92
P22_7,2019,Q3,Rajasthan,Udaipur,Nutrition Program,Assam NRHM,109835,36897,39,4821,713,183,94
P22_8,2019,Q3,Assam,Silchar,Maternal Health,UNICEF India,264807,21738,26,2129,137,97,83
P22_9,2020,Q4,Assam,Dibrugarh,Malaria Control,Punjab Health Mission,40553,28456,109,897,161,81,87
P22_10,2019,Q1,Odisha,Cuttack,Maternal Health,UNICEF India,307248,29579,34,3331,211,149,81
P22_11,2021,Q3,Punjab,Amritsar,Child Immunization,UNICEF India,374637,28643,194,2928,330,88,63
P22_12,2021,Q2,Rajasthan,Jodhpur,Malaria Control,State Health Society Rajasthan,167767,46146,64,2552,286,94,76
P22_13,2021,Q4,Kerala,Kochi,Malaria Control,Punjab Health Mission,86752,42210,64,222,119,46,78
P22_14,2018,Q4,Kerala,Kochi,Child Immunization,Kerala Health Department,203467,41345,31,1960,384,4,71
P22_15,2021,Q2,Assam,Guwahati,TB Control,UNICEF India,142505,35449,140,1736,95,157,64
P22_16,2019,Q2,Kerala,Thrissur,Malaria Control,Punjab Health Mission,330673,8568,116,2619,729,115,86
P22_17,2018,Q3,Assam,Silchar,Malaria Control,CARE India,251369,38347,166,1810,541,200,71
P22_18,2021,Q4,Rajasthan,Jodhpur,Child Immunization,NHM Odisha,392574,40084,238,3692,325,149,79
P22_19,2019,Q2,Punjab,Amritsar,Nutrition Program,State Health Society Rajasthan,372951,16059,27,4485,204,0,78
P22_20,2021,Q4,Punjab,Amritsar,Nutrition Program,UNICEF India,53002,17302,154,1668,522,90,92
P22_21,2021,Q4,Assam,Dibrugarh,TB Control,CARE India,250344,19523,172,786,459,144,88
P22_22,2019,Q4,Assam,Silchar,Maternal Health,UNICEF India,214938,44576,191,3437,165,143,80
P22_23,2021,Q3,Rajasthan,Jodhpur,Child Immunization,UNICEF India,198577,38171,234,176,59,147,61
P22_24,2018,Q1,Punjab,Amritsar,Maternal Health,CARE India,147874,46858,116,651,271,81,73
P22_25,2021,Q2,Assam,Guwahati,Maternal Health,Assam NRHM,335004,28230,201,1657,752,197,69
P22_26,2018,Q1,Kerala,Kochi,TB Control,CARE India,264679,47504,146,370,674,131,85
P22_27,2021,Q1,Rajasthan,Jodhpur,Malaria Control,Punjab Health Mission,351362,32011,183,4021,760,35,71
P22_28,2021,Q4,Odisha,Cuttack,Malaria Control,CARE India,200762,41472,70,896,212,119,65
P22_29,2021,Q4,Assam,Dibrugarh,Maternal Health,Assam NRHM,216111,19390,56,4750,231,70,89
P22_30,2019,Q3,Odisha,Cuttack,Malaria Control,Assam NRHM,378833,40948,64,1398,83,2,60
P22_31,2020,Q1,Odisha,Puri,Nutrition Program,CARE India,277593,23089,75,2696,300,180,68
P22_32,2019,Q3,Rajasthan,Udaipur,TB Control,Punjab Health Mission,144771,30361,91,2037,509,172,71
P22_33,2020,Q4,Rajasthan,Udaipur,Child Immunization,CARE India,282791,26346,59,519,268,174,77
P22_34,2020,Q4,Rajasthan,Jaipur,Maternal Health,Punjab Health Mission,189909,13266,186,1536,430,38,71
P22_35,2019,Q4,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,101558,35215,109,3797,273,157,92
P22_36,2021,Q3,Kerala,Kozhikode,Malaria Control,UNICEF India,211145,46613,108,3160,391,111,89
P22_37,2018,Q2,Kerala,Kozhikode,TB Control,UNICEF India,347574,36877,159,2309,346,83,70
