Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P16_0,2017,Q3,Punjab,Ludhiana,Nutrition Program,UNICEF India,148933,15139,246,1808,611,188,83
P16_1,2018,Q3,Rajasthan,Jodhpur,TB Control,NHM Odisha,389046,27628,192,4245,242,187,88
P16_2,2018,Q2,Kerala,Kozhikode,Maternal Health,Assam NRHM,298348,31257,170,1267,298,80,63
P16_3,2016,Q2,Assam,Guwahati,TB Control,State Health Society Rajasthan,138806,35240,208,570,522,156,66
P16_4,2018,Q2,Assam,Guwahati,Maternal Health,Kerala Health Department,148349,32514,221,4387,362,60,68
P16_5,2018,Q2,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,330115,32020,25,2220,124,14,81
P16_6,2018,Q2,Assam,Guwahati,Malaria Control,Assam NRHM,368574,6102,138,2994,119,123,97
P16_7,2018,Q3,Punjab,Amritsar,Maternal Health,CARE India,89642,47108,118,2202,296,98,78
P16_8,2016,Q3,Rajasthan,Udaipur,Nutrition Program,Kerala Health Department,127977,17796,131,704,91,188,79
P16_9,2016,Q1,Kerala,Thrissur,Maternal Health,Kerala Health Department,280219,40088,213,1823,74,159,90
P16_10,2016,Q2,Rajasthan,Jaipur,Nutrition Program,Punjab Health Mission,331146,9461,88,424,154,129,75
P16_11,2017,Q1,Rajasthan,Jodhpur,Malaria Control,NHM Odisha,225720,13534,225,1634,392,142,92
P16_12,2017,Q1,Rajasthan,Udaipur,Nutrition Program,State Health Society Rajasthan,189373,27531,28,3213,521,98,75
P16_13,2017,Q1,Rajasthan,Jodhpur,Nutrition Program,State Health Society Rajasthan,52956,8130,158,3818,639,132,85
P16_14,2017,Q1,Rajasthan,Udaipur,Nutrition Program,UNICEF India,50265,15215,71,4121,685,73,80
P16_15,2016,Q4,Punjab,Amritsar,Nutrition Program,Assam NRHM,100478,28029,216,2156,512,151,65
P16_16,2016,Q4,Assam,Guwahati,Child Immunization,NHM Odisha,205695,28859,115,1250,340,177,74
P16_17,2018,Q4,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,369800,30112,139,143,652,31,72
P16_18,2016,Q1,Kerala,Thrissur,TB Control,State Health Society Rajasthan,195465,21766,62,240,408,32,70
P16_19,2017,Q3,Assam,Dibrugarh,Nutrition Program,CARE India,283657,47933,110,4575,50,198,88
P16_20,2018,Q4,Rajasthan,Jodhpur,Child Immunization,CARE India,235968,28288,115,2020,710,99,90
P16_21,2017,Q3,Punjab,Ludhiana,TB Control,UNICEF India,283735,33987,137,4360,221,75,81
P16_22,2016,Q2,Kerala,Kozhikode,Maternal Health,Punjab Health Mission,85014,19242,124,3171,798,89,64
P16_23,2016,Q3,Kerala,Kochi,Malaria Control,NHM Odisha,72356,9380,68,4945,322,126,76
P16_24,2016,Q2,Odisha,Cuttack,Child Immunization,UNICEF India,287860,19301,137,1955,630,153,70
P16_25,2018,Q4,Kerala,Kozhikode,Malaria Control,State Health Society Rajasthan,228359,33863,69,4145,221,172,82
P16_26,2018,Q1,Rajasthan,Jaipur,Malaria Control,UNICEF India,98831,28192,79,4198,503,129,80
P16_27,2018,Q1,Punjab,Amritsar,Maternal Health,Kerala Health Department,284503,40556,216,1153,136,117,77
P16_28,2018,Q3,Odisha,Puri,TB Control,State Health Society Rajasthan,361046,8645,194,1719,532,187,60
P16_29,2017,Q2,Kerala,Thrissur,Malaria Control,Kerala Health Department,252626,13257,132,142,685,196,67
P16_30,2017,Q2,Assam,Guwahati,Malaria Control,Kerala Health Department,264751,15670,182,1304,323,196,77
P16_31,2017,Q4,Rajasthan,Jaipur,TB Control,NHM Odisha,134779,7537,145,4109,401,59,75
P16_32,2018,Q1,Rajasthan,Udaipur,Nutrition Program,State Health Society Rajasthan,117202,14268,42,3550,185,21,78
P16_33,2016,Q2,Rajasthan,Jaipur,TB Control,State Health Society Rajasthan,103608,17193,143,4366,665,177,75
P16_34,2018,Q1,Kerala,Kochi,Nutrition Program,UNICEF India,387272,42656,82,919,103,6,82
P16_35,2016,Q4,Rajasthan,Udaipur,TB Control,UNICEF India,118284,32743,31,1343,627,139,83
P16_36,2016,Q4,Kerala,Kozhikode,TB Control,CARE India,340563,29319,53,629,99,53,79
